,ace_Arab,ace_Latn,ary_Arab,arz_Arab,bam_Latn,ban_Latn,ben_Beng,bho_Deva,bjn_Arab,bjn_Latn,bug_Latn,crh_Latn,dik_Latn,dzo_Tibt,fur_Latn,fuv_Latn,gug_Latn,hne_Deva,ita_Latn,kas_Arab,kas_Deva,knc_Arab,knc_Latn,lij_Latn,lim_Latn,lmo_Latn,ltg_Latn,mag_Deva,mni_Beng,mri_Latn,nqo_Nkoo,nus_Latn,pbt_Arab,prs_Arab,scn_Latn,shn_Mymr,spa_Latn,srd_Latn,szl_Latn,taq_Latn,taq_Tfng,vec_Latn,zgh_Tfng
ace_Arab,6.733956967812103,3.8476076660198135,3.31702117830325,2.4654492454809596,2.7451402642801863,2.3244169833508455,3.356817916607387,4.017336337762014,6.163328132737783,3.2590185699514755,3.820066468874634,2.0654481783491416,2.1564004971275494,2.9984251927330785,2.649146878311811,3.8512094149906666,2.0780113992514817,4.290504966404368,1.7535543164200105,4.7594055475145005,4.510648328651492,4.644742602719983,3.297550876047067,2.5564807101288007,3.125243247385786,3.0476352706443848,2.8199607051827726,4.310084345055424,4.2038018729917415,1.631007459958493,1.6627703237635636,3.3637209123658707,3.504194470851127,3.0432976653344994,2.1367591205778353,3.8267571605359922,1.6626037728879535,2.7069811325154127,1.934254008574781,4.198673020717546,3.615780983820118,2.635167119784988,3.3585609288365355
ace_Latn,14.64548900284882,16.55910795729086,12.023117926118989,11.093372779528659,12.299085709485585,13.321662749278527,12.155896769975076,13.741759914608448,14.527944444883499,14.719055244511365,14.65786757623122,12.250347914096494,11.282842965339583,12.593161133845703,11.46952926500506,12.791679274625329,11.578514842936992,13.778829881516033,9.214310089590121,14.07429315701424,13.781200938540408,13.22140803169926,12.660793618879007,11.781188688540428,12.938339066126542,12.54885316242803,12.512717256472927,13.635415834928857,13.101059868926106,11.148847357013281,7.22491109063075,12.75704923044795,12.54685216140955,11.103302996738364,11.745582718151582,12.807605086068541,7.998165530778987,12.01808219308885,11.877105548582016,13.364241556163725,12.736709192690967,12.535851692163178,11.837589817873093
ary_Arab,20.04290872952523,23.986609461699796,24.011823656181587,23.142334034458166,14.761043984534606,21.27386843699128,24.69235126882624,26.398907883384705,22.498452110203385,23.6586857307453,22.634952571680117,9.363325841719423,10.009862207295637,13.454553112249807,21.32426083954967,20.312258041975618,16.034426543933055,25.943445340033815,19.090451211589127,24.81122418752989,22.84997164822191,21.799292330302578,18.76532270521064,21.65861441928969,21.611220519241968,23.0258768561379,20.347712369157453,26.47187542621023,24.521332376983935,10.852345610398672,15.746322203108095,18.799680599354396,23.144075422966164,23.681325107699717,15.739411695733335,21.472629851732275,17.97456898163188,20.78968359243442,18.988525472608444,22.90839747940442,15.27774424627574,23.053135864409416,13.429499170850923
arz_Arab,25.959229631400454,29.88061812323034,29.52720261047412,30.489533079873837,22.410332324233693,27.910840992359336,32.093397511151714,32.062775792880025,27.693879254048667,30.076176942827885,29.386848994256564,25.39398878529201,21.22740604361892,20.77620564501276,28.135836770434487,27.02580413754264,24.52391044667222,32.46839463762704,27.06263938186043,31.267633717380974,28.727188488145536,28.122667614273745,26.071669861114884,28.337705498067315,28.635697683623718,29.543041393358816,27.33172011221984,32.38007973448147,30.79690261527266,21.640817654884525,20.42196991086997,24.942985354738628,30.259628871857664,30.565538405676485,25.535232367979365,29.041889536853066,27.383536308928083,27.824580147838486,27.16823048884574,28.95948596846023,21.69978944913607,30.573202307587927,22.390319024624063
bam_Latn,5.630816854517954,6.385384498875707,5.129976970405394,4.732588730897303,5.484435859363854,5.277514162374096,5.648456599407428,6.123050591957998,6.253709328255937,6.0363024433263845,6.288253861162389,5.09061382509816,4.342207585074913,5.688029859215048,5.4044471579972715,6.324033650140098,4.611926945020546,6.150313585012352,3.809177875327922,6.334213598916419,6.197461778161486,6.481202485264037,4.942450620859251,5.368054308430404,5.294751800303047,5.760876660489162,5.439472161464508,6.172811142412902,6.123848352117328,4.420990187864334,2.9342057746312893,5.069534008579463,5.3998946992343,4.924756046218427,5.256285883640135,5.935576436630807,3.777713742543357,5.608989032776735,5.0064126512289935,7.0315590932706264,5.196951366280057,5.3346143443294505,4.5667349186001704
ban_Latn,20.665520656589585,22.008634764592056,19.496764524251013,18.05775203995619,17.904451086131996,22.5976298426711,19.528515244303343,21.39921317015763,20.924862712555367,21.89285370045171,20.513947958643428,17.51051903627438,17.977905812050302,17.13249501281036,18.70842148203247,19.10038750008221,17.22358723544602,21.39343741749898,13.690099669496337,21.387404052995173,20.804748087507274,19.67731032233235,18.204522453180026,18.279170871237515,18.080888397335436,19.111529894500137,19.705832940543367,21.79462754714312,19.829688679037922,14.590032811515467,10.147742931736788,17.84846570867051,19.63809342010989,17.646496972865236,18.332297035211663,19.61285275884311,12.327943039106609,18.50147381355381,18.64724905336918,19.980485250170023,18.410980929364207,19.274639414042873,17.545309517640995
ben_Beng,30.233391872761416,31.43609019861852,27.26924496068319,22.793752855703033,25.171008423785295,27.56362796933519,33.68063035385676,32.10469484515864,29.431693846721526,29.61268429576399,30.429654965312317,22.950439522487677,22.383801008996873,22.579037477060282,28.517418532816343,24.487400174749304,23.784732104065903,33.23294956809868,14.916317755227766,32.031051146723684,29.444844924193106,26.198155518143288,26.11866872705904,24.725817010982567,27.28077836144565,27.67067938207086,27.299219580121097,33.263915852726726,29.75085150863402,10.752949005216227,13.917477808336269,25.806925936023106,31.123112067577956,26.614889873519886,19.8912269262187,27.145693651363658,14.036022911667724,27.522761300203598,20.268811009000977,30.46951263819952,22.933600942206876,26.590977895885906,12.242050710333896
bho_Deva,17.78313568212863,22.9394586574262,17.99428157457487,13.352033098279927,13.67011192524592,16.255999818577813,24.134384511553137,28.704541537038985,18.55779815960898,19.928322568288273,21.29682466792551,13.418078570090263,9.294213060821203,14.261882872621037,19.234462050754956,16.546033375097554,16.163592276154475,26.809065600684917,9.32189941746725,25.24458661248491,23.319884936963398,19.30347579717192,15.834760530071954,15.77619138235956,15.690812363762713,17.261724189745273,14.681222808489904,28.79956795503015,21.01826952541528,8.419714139981807,12.709604516760331,11.273650881721235,21.04434813150514,16.84341384770975,13.905739628957438,15.251287976115947,9.730126990426532,17.26633291218986,11.58189409529795,21.836360396496914,13.990486463876644,18.21683348678651,15.351201382205836
bjn_Arab,5.753591288116954,3.8425994600497315,2.91097141883864,2.4551800342080856,2.120351068987455,2.0830453175837906,3.2807818145936753,4.047441781590782,6.791948725532189,3.231528617238151,3.214284690908638,0.2554893322953171,1.4419146829910936,2.6799657023602315,2.1911516322040923,2.889754540372399,1.9617112583436693,4.035510206627036,1.5816376613401069,4.245128399565921,4.473751950364793,3.98023754904359,2.8658047368016764,1.8504270061399932,2.566654063486782,2.3078335722258174,1.8584823704536086,4.136342326032102,3.7980251618799095,0.9231889360840162,1.1501878226632378,2.72874354618728,2.9514462001784523,2.5677053607954043,1.8040188413542788,3.4674820969018754,1.2276816956391867,2.058875637817943,1.81943117595228,3.6916258920562193,2.479021979694682,2.2705654066001593,2.263854139305421
bjn_Latn,22.528286398549817,25.130363658784283,22.419674122088097,21.751585671251977,19.350112809522436,22.392941063471515,23.848639163728144,25.076088953202504,24.134836558346727,27.110090940013805,24.44934452676314,19.638190798358877,18.179430679545145,20.604878689677072,20.893101548846957,20.747231538513525,20.58942399274252,24.940307369858267,18.437811334104723,24.600530892770436,23.191867922375316,21.37713265962087,19.631473505051332,20.77159423756666,20.537393038137836,21.69122383975131,20.989283816915716,25.36629868927941,22.677850596433693,18.18499933680202,12.159217379264573,19.992542090208875,23.127249006112095,20.6080215633058,20.242938070057797,21.838041285177027,16.465293265419128,20.828492286064616,21.274630675843348,22.34020499842901,20.369496404886362,22.108127752339747,21.00836112953772
