,bul,ces,dan,deu,eng,fin,fra,hrv,hun,ita,lav,lit,nld,nob,pol,por,ron,slk,spa,swe
bul,18.331930734722206,0.8122972228675174,0.5531385235946136,0.0,0.6291630022284505,0.8473576218605636,0.4794437857905285,0.5224768299593627,0.7806998919261581,0.5543141576364405,0.7164539128813381,0.0,0.31626728453753916,0.6994081011741571,0.9804582159373076,0.5830007486751496,0.2720206110862442,0.9067226840992095,0.45667727796235624,0.9590301874697786
ces,0.5475524016828617,7.191052936193314,1.2962250227394252,0.7820823591803077,0.9444573616216605,0.8952766071856777,1.385498222452803,2.820030583865469,1.2651447520318806,0.8054582785568112,1.129743752468622,1.6136833907108805,1.5423557452129293,0.7805157922386048,1.9884620559966173,0.8957890976715701,0.8749265153261598,4.6471176977058555,1.1373294472803526,1.7691305264009944
dan,0.5490400542386407,1.0751512825375107,18.4604674848076,1.3495700391648136,2.324176257482116,1.1683423130885924,1.4348196494751004,2.2745334890146403,1.337377612686847,1.1991837440009974,1.3651765413945451,1.743694242409978,2.637343010536725,5.518712828697144,0.8819928827986709,1.2862733664945623,1.9705060151815923,1.5142340859991883,1.3494637415977504,5.7396949224184866
deu,0.5054256799471197,0.3885927265911384,1.6031754714290996,15.54242131674719,1.5687762498351425,0.7225189105494274,0.9435108536966714,0.9381512047419962,1.08121329213661,0.8757402911268826,0.5110089039848038,0.9651860938943191,2.0574658052070216,0.9915115931735645,0.7775238567883922,0.8998098241749495,1.2551347054684432,0.9111067459012236,0.9822763348969525,2.1010285657220367
eng,0.7608423850777138,0.8447518031344599,1.9196556607922752,1.1323255425508556,21.101911090851843,1.0719671404476623,1.9489137180308043,1.4469665258379685,1.012610599705126,1.5960003407016035,0.6028632304914092,1.0255013000002062,2.897928491735441,1.1207103434512664,1.4140693976564513,1.5696982939807054,2.500679242002488,1.1837901055655449,2.142116398149554,2.483063568395231
fin,0.6506126318596868,1.1356512098582767,1.4757238454023147,0.9829162517436285,1.184746012153611,9.573434851748782,1.1982345922069957,1.9894554412656973,0.8459076910559391,1.02202593104106,1.2182566648166855,1.821153395607153,1.3593147659314475,1.0204010512534012,1.2451943991610355,0.8424601039134281,1.27389135626772,1.359555849834834,1.1928041531111422,2.1086672518656266
fra,0.4267448978386274,0.9928903808091691,1.7313700941752135,0.6939770358525024,2.996634034222155,0.7996474231958244,16.311747893948898,1.2274980000730773,0.935161282166685,2.518322774009392,0.6083551297760339,1.0206208942072976,1.7216466480336132,0.791362585516902,1.1775104916033703,2.133574025594907,2.07475555855616,1.2279128492952953,2.7692289060597624,1.5916485290959583
hrv,0.44606459144283594,2.4540833632234147,2.000499267860758,0.7149542922602548,1.0537975386406702,1.4924873211552203,1.3920230893474983,13.220159701167534,0.8796145487219373,0.9826843369145157,0.8427358855918525,1.9677166319396378,1.610960434173255,0.873680205238526,1.9975514586664378,0.9223734059610442,1.8178454720557724,2.881160841096177,1.4399693338831563,1.8747123551967793
hun,0.46063713200762646,0.9751204437998595,1.2396603056794477,0.5907071925444121,0.8889044101944856,1.0360815085431057,1.223535752876364,1.8690411323034635,11.832587253071898,0.8295683127796778,0.7558019328595087,1.1590625068924174,1.2112518367731377,0.8608988203254588,0.8795751240119225,1.3809582573815193,0.9291609657506363,1.3269200705002406,1.2265103386899856,1.3991080214720544
ita,0.5658425069392268,0.8472596655271722,1.616897390068531,0.8340406715850073,2.564661481908324,1.0397272974092129,2.4882031965943705,1.5019591835589186,0.6805223036811128,19.097068190067354,0.75956008105317,1.1784133065340292,1.6972714139678233,0.9152259396293392,1.2835653977454786,3.4725406223821267,3.6175059008849253,1.025261108353427,4.308532222914735,1.8739426136153687
lav,0.4995919676354781,1.2706427917756482,1.2339689143349322,0.7911278142578109,0.9583775564879566,1.40076942547803,1.3648115490569204,2.134114122798424,1.2502211550182913,1.0389642029581951,4.05299155475716,1.8249554719680994,1.1159308528634853,1.0906068746689357,1.5575277991163219,1.0147418745408503,1.2529599068561836,1.917312800084833,1.2368785047627675,1.8589777872354531
lit,0.5956993100587431,1.4028471087591292,1.5667628660259014,0.6636747671104608,1.0190211446555821,1.2915453084489812,1.1478988878847352,2.4265800003195572,0.8678187761012488,1.1016744511465797,1.7923060990094992,8.186319830362883,1.1499899420336765,0.9811431904186021,1.6312387635312966,0.8095459059683408,1.3514350278376321,1.6574793171326085,1.3268985534668243,1.7344860774721518
nld,0.42944802569039264,0.6384097350348679,2.642924767907309,1.3874372860587956,2.6760834971455907,1.158620091310202,1.1555191323386418,1.3759685590745976,1.2162673521811023,1.4284895122948447,0.4159667042297883,1.1690894540680494,16.557163068358722,1.3323254228552486,1.089544007101595,1.1698034651438491,1.755314493464978,1.3030711916608615,1.4991124675588168,2.693833026205178
nob,0.5500616982520576,1.0488291409886719,12.072633301656143,1.3161414169162553,2.2751359046385753,1.4512538231489014,1.3989663924632687,2.175120775016346,1.4186678622224926,1.1710063439034375,1.2606964859256582,1.8757484739944754,2.597617647487014,7.4687342469655285,1.1557926950734458,1.3428725235229173,1.7796076799797618,1.7209838934231136,1.2161324335686619,6.464166669136976
pol,0.5503124090925061,2.0448450515281973,1.244427811722585,0.5760051034090634,0.9571135965366624,0.6715776431146425,0.7267417290742286,2.1807370690456693,0.6426088623227879,0.59399012791632,1.2351143757032688,1.2160451599552147,0.9709460327070945,0.8857399271070223,7.25602450455599,0.6447222140164628,1.0647034932623263,2.8969372573603973,0.79017101249618,1.2732036221151466
por,0.5551853504050993,1.0361629173938143,1.4606892611733135,0.5837792488683629,2.0351255596869446,0.9050863597973109,2.0902483947718036,1.7995329915066485,0.9625933576815746,3.617250173342864,1.094434316630469,1.4238511868278803,1.760956618798943,0.8013914830328002,1.284493963647269,18.8812340510971,2.759324516458717,1.3383180772648942,6.73534144612745,1.4318671151647893
ron,0.5794940364153203,1.3883057379044654,1.9084383353564345,0.7710595276081977,2.1989021666494706,1.1755792502523068,2.136648684048607,2.148588294612285,0.7594768223042756,2.4793599918683302,1.2335765854622327,1.5732825175197291,1.7278386613923065,1.107872629145926,1.4327468819681393,2.185443657637175,18.729554282026974,1.3824890784090123,2.5822133325706833,1.8491724912892966
