,arz,azb,ben,bqc,bul,ceb,ces,chk,cmn,cnh,crh,dan,deu,dln,dyu,ell,eng,fas,fin,fra,heb,hun,ifa,ifb,ikk,ind,ita,izz,jpn,kaz,kor,ksd,lat,mah,meu,mlg,nld,nor,pck,pol,por,prk,rus,som,spa,sqi,suz,swe,tbz,tih,ttr,ukr,vie,wlx,yue,zlm
arz,13.097465772679563,0.04444219914519465,1.1184234684513275,1.716279052180255,0.9389982707241114,1.004873083798218,1.5878343838739575,0.6139185507847014,0.255671111625567,0.0,1.1113264603402566,1.629031113522604,1.9542372025227124,1.4220336668722862,0.613987095867472,1.1590485429292219,0.7953492028631644,0.08216642084147985,1.5271958054751948,1.6964773074707296,0.0,1.5892055086383081,0.8049469535255529,0.24790891552263794,0.5807999705972353,1.6887615126804008,1.6636490198341214,1.1957918411955024,1.3981689300586062,0.4140174573882849,2.244990293851064,1.2992371740709387,1.8507347809730526,1.28323466282297,0.5403440258641687,1.6163957434501661,1.5590327381126663,1.344536791343554,1.8816654600323162,1.929601684334255,1.7919566966178913,0.017673770942796097,0.8997251323381974,0.2723959848293429,1.4755955734750508,2.127482026207007,0.5575588194890937,1.4506525001762007,1.591048920173085,1.298717851554649,0.0,1.7407771033041541,0.22966017021067664,1.3591248137858098,0.4893200601801251,1.265959380613431
azb,0.448771480503936,17.66223428213927,0.8908921512703056,1.5032023007709903,0.7291845903286269,1.4482035691502926,1.6916920623125158,0.5071300109839783,0.20070531274197378,0.0,1.09650181646629,1.5795112544027887,1.7145658603357,1.7506229423992696,0.7237692967387677,1.3891061806398124,0.8941499975631562,1.826229931667763,1.4369826155868175,1.6795280253257197,0.0,1.8260769259802387,1.0980017529709123,0.40076285070946405,0.4182756437816746,1.3456578178770062,1.2325352108124985,1.3423164684151807,1.189657228244812,0.3106041585855035,2.2946968243112877,1.0648364250659377,1.6961732134183478,1.2635049720294163,0.8355691446478772,1.6585449143690756,1.300981479587005,1.4166888864637492,1.59822351473316,1.5855282850111792,1.9393605531529872,0.0,1.0478580244807745,0.15072808141589356,1.572160193552147,2.3962756331479014,0.5673313022377329,1.062988559345449,1.6193148018724628,1.425604624158538,0.0,1.2053328985135714,0.10562056837576961,1.8155194100368828,0.6684286990506134,0.7874939171477422
ben,1.5140680041552983,0.2845045182702659,16.943156354493393,0.7939597706538812,0.7445548590860689,1.4111444856506647,1.3723152503506277,0.37291765732834214,0.1987152102052132,0.0,0.7637107812803166,1.5972654950980747,1.701644653015105,1.8278873235745685,0.5935620824823431,1.3821146696361026,0.972722027498973,0.24875173592939248,0.9320916487293083,1.2782558744428236,0.0,1.4505450038982062,0.5538345808331151,0.14232730975666463,0.2566510092880545,1.3357594945026872,1.082860094167268,1.7287442395274297,1.0791837708372363,0.46233684544512066,1.9869124608523947,0.8026751401558769,1.196107804257835,1.3170419386158443,0.7267645010774615,1.494487579246055,1.2227637366665114,1.3433281195326572,1.5265203454031067,1.3748605466535295,1.3529226947340405,0.00032249939862083465,1.1624838158817195,0.19734994191562372,1.426670798275108,2.3393625623775627,0.3472366547230852,0.7124552785408191,1.185947161219957,1.447034032136365,0.12729700499434138,0.6246567046518479,0.338783363221399,1.6188352218818665,0.6901642778817632,0.299714403325261
bqc,0.6042211568376672,0.6652652690980609,0.09277171054978162,8.675340453369973,0.34671717534522983,1.3235110887009789,1.4234840102690427,0.17794231529145854,0.005143989337128119,0.0,1.107891068389815,0.6527224969397576,1.4107340204061494,1.1660858801584908,0.4476746024637688,0.9343554147974817,1.0910860536960847,0.17118743382963864,1.1771430535903669,1.0081979646418553,0.0,0.9436606813652624,0.2290674088002831,0.11373771215979289,0.39717299882718216,0.9424693355585223,0.9163458477835196,0.8826421558525404,0.46079521926459677,0.5638075389965849,0.19356898096225272,0.36766408966323993,0.7926226718060398,0.1882257714840403,0.7530093875227308,0.8048587557386142,1.4005622459194313,0.9782012712635542,0.810395492684016,0.9408145994681298,1.0058866957641968,0.2155968907113106,0.2055286068266451,0.19027146966466013,0.6706771719776334,1.8209088822014863,0.38853749121598113,1.0598629496182,1.2495171065122737,1.2447652765295878,0.25766719323111253,0.0,0.4809760868159678,1.3495871012827507,0.17215374618763946,0.3005523551434113
bul,1.2821910919507609,0.31244629304860183,0.20929404823098885,0.8042657965421789,12.04321312100636,1.2776569869156127,1.3515115320790585,0.26627702033314016,0.13389609269547886,0.0046150473593877805,0.6295845351443017,0.7838609808859935,1.5980605837252284,1.6554110215301812,0.5881732646988489,1.5445369052175781,0.8742555180102496,0.247907446490375,1.103473721160423,1.308165329785151,0.0,1.6604940644491428,0.2715398001987648,0.19413864120488533,0.11416883812136103,0.9899620586000673,0.7986580066952094,1.8310594152766626,0.9092677793998298,0.3726705842750153,1.6004119264076095,0.524023184614494,1.0833107292478665,1.0664747800313883,0.9794548471424207,1.1836155350752584,1.1143747524801952,1.1575900912693484,1.5068351374816729,1.0671390837393027,1.1408377241254684,0.0,5.471423389320369,0.03293173569922736,1.2981133664773523,2.000825942419965,0.6256658971911637,0.43833857380398555,1.2648256434214105,1.3179402617232014,0.4773811775001633,4.352407162017105,0.4813769379671733,1.6377075367003666,0.7531682286114503,0.15685963056667873
ceb,0.0,0.026042385880566954,0.2916697201135978,0.2135073960598124,0.0,17.562103148304615,0.4234090037688789,0.0,0.02892946863637036,0.0,0.010605363481456465,0.7350571542358164,0.5721146507376389,0.8341607643919531,0.25247352713743965,0.0,0.7248220856302332,0.12863265583049,0.9434240493343093,0.85579628284626,0.05795582857961712,0.1813359660262126,1.3735747479738691,0.42846192586644705,0.22562851694231156,0.8304373445098303,0.7639996712901578,0.40370751910668545,0.0,0.5056588899459769,0.0,0.4913941893226692,1.1837520230319125,0.22972912980926985,0.2978645479363049,0.6313699840759259,0.6998213248220768,0.9001151557743174,1.0560189720873847,0.5152846833539648,0.8209216985210439,0.24435063290624903,0.0,0.7359191301298242,1.966844924727214,0.8935371238263343,0.18025796735900101,0.6412028567350063,0.2507049046003509,0.8757816320212353,0.0,0.24429307279154777,0.19438333761245552,0.5505911187166195,0.24451820276638436,1.2125213444475573
ces,0.0,0.07496554645332765,0.503502574884223,0.28251274302774654,0.0,1.3132735884021578,15.492407390363628,0.0,0.19017469930735764,0.0,0.3847691815787755,0.601822669164461,0.6443734464283182,0.40193878949294337,0.1602039076242523,0.18682756683902646,1.2229588696272256,0.1319871124933627,0.4973532470321924,1.202040094555663,0.0,0.4174096194608996,0.43582076873719977,0.2583492704587762,0.1490086265712458,0.6102611260890001,0.587732365381525,0.5114463006743311,0.0,0.3245875095389721,0.048071842028505785,0.4057808244452623,0.4774020987635943,0.2427550503106417,0.8892232404004652,0.7384158595810231,0.8714128699597623,0.6825776725273549,0.5861402809004375,1.5436207202340029,0.8094132911380214,0.16352816724968466,0.0,0.15791417804887153,0.859128750750564,1.3033580070914432,0.0,1.0056640260909049,0.610959062053329,0.985910500050057,0.14039589526388063,0.421791714134919,0.2742351551489257,0.8856884379196952,0.3775794884022172,0.39436837475120257
chk,0.06300137418785923,0.33195045512915833,0.3474398143601558,0.477553112081738,0.29348459459047405,0.3568829836187115,0.5842552415359119,17.882238345333832,9.491128294154816,0.0,0.9620025381119088,0.704942016688495,0.46686425998743886,0.6227579484839865,0.6713612513854699,0.4286270469370965,0.32477973823621475,0.2690698973425496,1.1353584898429947,0.7001526724437142,0.538759797094789,0.6421151641760172,0.05204685505798423,0.0,0.23991063975500193,0.5260609442100739,1.2745345191832076,0.7913472585445023,4.290395241781219,0.2786051695898575,0.9024765394593608,0.5391577099018185,1.0177096757258255,0.7186531989217606,0.667922299405161,0.7279814163326384,0.6540286318400828,0.18994269502140249,0.9572086337253651,0.7384465086386847,0.740360547646203,0.09039672775785679,0.3777363928782407,0.6565802331184347,1.3080017235200678,0.9277494236661266,0.6714720450550953,0.8160106780121446,0.3180984616580371,1.0110791457048443,0.045391070368442143,1.1913907544635816,0.5762130730200106,0.6980555991264126,3.381938589919363,0.5109217607699463
cmn,0.3477383230117397,0.12283966160113202,0.0,0.0,0.31117858830889134,0.5487258310778476,0.38160347301055,4.215861327777942,16.78159227305827,0.0,0.30101819307883915,0.6162823960481312,0.7340629951611213,0.824514581142413,0.5985528873489461,0.9434251927443142,0.6580940082366347,0.18552770494260962,0.5207439781199454,0.46290414039855676,0.0,0.64730089646471,0.6415202412723229,0.0,0.0242783615590918,0.4057750797870412,0.044296701166452124,1.0040589824723387,1.6943909784323878,0.24913562957369884,0.47106188025378515,0.0,0.3876473117588759,0.21318361034286326,0.4067307346018687,0.4510798186645051,0.4826799367452139,0.4562285613372481,0.7169308598872952,0.41789851838076686,0.5913577969803363,0.0,0.8549970349071163,0.11995500112172408,0.6954139899991425,1.1024488566615602,0.42114863287502935,0.11706822465388811,0.7401068600405623,0.9728583051496678,0.4278938449434637,0.4841135725592238,0.9326396026501911,0.8953689426737625,5.661451803773929,0.0
cnh,0.1733326912972597,0.0,0.5560800808364501,0.1907242706312271,0.41441461806936886,1.6778781455113183,0.6977488434328603,0.0,0.10454071254225283,0.5706336758328092,0.13321570200327315,1.0410166036501138,1.3694824630053954,3.2822313454619128,0.15914763129154696,0.2591939827737004,1.1304240655503417,0.0,0.8541906867190843,0.7659797189171478,0.0,0.4610665682098407,1.516207514480259,0.6333024578588038,0.6062863280022199,0.8482824055930003,0.7829766696295426,0.3277751485749407,0.0,0.11992717766813499,0.6342524242968466,0.7097455896915985,0.9972037918995689,0.6326512455753193,1.1289705532535876,0.8427905279592025,1.0991730144944647,1.1807754870491909,2.9085581461584997,0.3723028916238498,0.8920669807302222,0.543536799531152,0.0,0.5110260673271956,1.171910700205478,0.8928598509648857,0.2798472784297079,1.1124485603712682,0.25649926229448816,0.9637877124678536,0.1452440569008342,0.06357917481573772,0.24357528635871617,0.4669088563475565,0.24717070608250502,1.1685135672167561
