,acf,bzj,cab,car,crs,djk,eng,ewe,fas,fin,fon,fra,fuv,guc,gul,hat,ibo,icr,jam,kor,kri,ktu,mai,mfe,mlg,nld,pap,pcm,por,sag,spa,sqi,srm,srn,swh,tam,tpi,twi,yom,yor,zul
spa,13.22835903089248,11.464208956030228,10.709953056848565,8.964800313661856,15.69486406540567,11.695916961780515,13.593428499452163,8.851265947690159,5.912100479895115,10.204531604091795,7.776948582695302,12.990473285245368,13.077089141635707,13.76965944454141,10.499024599054172,13.711472146206708,13.169045398654166,13.408627063300695,10.887353896441276,9.279261918589592,11.525167279767135,11.778133972388481,9.734781888224129,10.818652018248503,8.895341456147756,10.537280740324265,11.232997616899054,15.418353568102486,11.871722222004335,11.057097279404008,12.044925842032523,11.891393704780931,10.485457013934022,12.05340173852822,12.15251993675949,12.867869246444508,8.801710209263549,14.443107275339084,17.961865520668745,13.107020060472768,12.047045446691197
sqi,13.5777070910368,11.199804193882718,11.28978482872411,9.066953179927857,15.560872583976378,11.734131006923148,13.040204481209864,8.918712610360167,5.912100479895115,10.773708024501536,13.775421241426573,12.238391253176824,12.729674992584755,13.505942985116521,11.505110159257738,13.943959150158117,13.256883292946759,13.460454355094544,11.365673417003384,8.324573365103786,11.250087376507906,11.461109011205464,9.25670200563878,11.86057667675405,9.220501580435771,9.852861299252758,12.131080399735536,15.498770971461553,13.338442755599841,11.147567852817565,10.975989060857323,12.343066368005513,9.555126935656494,12.673459931884679,12.576677566357567,12.835042224291051,8.869623355163036,14.549599937762656,17.783237367832083,13.149822931521236,11.968019416817324
srm,13.242552773211823,12.522195957419033,10.839907965018904,9.295780193707214,15.628205137041155,11.92121307418395,13.03830410008283,8.022346450625601,5.912100479895115,11.72082991314332,9.261279227129965,12.639875101243007,13.53023893008037,13.573567928809668,11.070555281981667,12.633908098320562,12.8364931206808,13.458523302262568,11.5802138456573,10.031802024377894,11.735146790804729,12.290186131209419,9.582875083861033,9.862742569617659,8.922450626321586,11.146126494292428,11.848599226132347,15.039188081378283,10.188831795933297,11.384005194380558,11.414590360279105,13.077075947354935,9.578281000870689,11.604027689639864,13.433282003441033,12.881009341207648,8.5540008107471,14.347593225979116,18.41022489023719,13.156401725449673,12.485880748009105
srn,13.313008371556858,12.248903991326431,9.322079960521947,9.034644106906766,15.380285295391516,11.473399991184781,13.637926051429714,7.801283384481525,5.912100479895115,11.025056019015969,8.849659091968554,13.341447899600297,13.63563308386628,13.513547340492158,10.694190908223943,13.509150528371705,12.982752544331008,13.305037180666709,11.248672937847497,10.913946790565406,11.948169278720576,12.09626799955396,10.267593058719987,9.909043956122094,9.732856288363918,11.509757087348463,12.679134901848613,14.965707232784448,11.983136832857005,11.240929264580144,12.975955413175983,11.510738323468154,10.43778408590418,12.141568641534436,11.979379958109858,12.909552425314821,8.89727347784852,14.39840875279871,17.935707912797568,13.053092455350152,12.543569805664903
swh,13.01270807809125,11.29863082660936,11.294822937704655,9.101303127286233,14.807842609696584,11.50174831528046,11.462033258401561,8.259962238113149,5.912100479895115,11.484325128905665,8.656876156270302,12.76662730649029,13.312367182686119,13.514120018944977,11.207832658664525,13.528453861231124,13.485143233219848,13.508565035368706,10.935879607708108,10.135777209908618,11.285829067065164,11.591741621837269,9.76071050407322,10.991463838992594,9.642121812743143,12.885216561179988,12.17633656073004,13.922359631558297,10.548560842171863,11.591504741932166,11.778241541091102,10.754631126990756,9.874136216624393,12.069414006515823,12.989023602098365,12.94426667234974,9.107018334611059,14.8784700091327,17.52837665488173,13.152700049012505,11.729810163147485
tam,13.782248094855962,11.99180335196276,10.49568062097654,9.67200097622607,11.862920173636848,12.300281523279676,1.6223953896304057,6.987624552952859,5.912100479895115,9.661417063848997,6.731627200460155,13.708782205965155,7.689565219055036,12.902707625858653,9.822949002844519,12.644476679556904,12.427962262855875,13.545138899739861,11.532467528542616,6.918975535153912,8.17864404263687,11.210671699504257,10.536859978490163,8.246036944680432,8.28197832687102,10.24992057164776,12.550427706061331,15.279513531590872,13.631839214102145,10.751215051271844,10.81803499618582,7.4776972114900335,10.493944279307287,11.524146495992667,11.775505749275034,12.470988640151285,8.064681998125815,14.848974435540086,9.989670445273035,12.204295586359045,9.554428683894438
tpi,12.801870170385781,13.350554853840386,10.763584913554489,8.622995839338717,15.573794771018425,11.816068552254237,12.793510450515361,8.210597739828167,5.912100479895115,10.584542017615602,8.48507621425579,12.689540973603028,13.463602655833029,13.913343877212043,10.403289583220475,11.796960486691347,12.556356471195715,13.485754594079205,11.307792777019934,10.174043219811773,11.287919601555668,11.091942784438851,9.673273680196054,10.619491101540167,8.829312123558868,10.669512854240699,12.132519695345259,14.684705719426061,10.839370031286812,10.717729863044863,12.536364230541347,11.248003230074827,9.896758765467768,11.723334846088317,13.970014050061474,12.94867589452495,10.07729074126778,14.514966672661386,17.610673845728957,13.246233250447679,12.643378519509483
twi,13.754305531922844,12.24643164225346,11.824298570279527,9.97188326660277,15.469425782712607,10.908641692426581,13.250143685801,9.06109382343536,5.912100479895115,10.4940169291181,13.882688908636135,13.036149775983388,13.437354170993082,13.675280150868257,11.157247233863833,13.29722638347707,13.374136833126924,13.466945681671275,11.875380815678852,8.90873656760238,11.782106430644776,12.420189788423775,9.406097733788355,10.901743598113956,9.017173091910845,10.492632149898046,12.375979017234076,14.894029943162051,11.634509052142969,10.786206280933813,12.474578843348038,12.322559005517071,10.016871441111617,14.501426046991567,13.798781518779313,12.867591173581722,8.399445561667102,14.582727197655467,17.786347325331413,13.101475815420683,9.999089404973832
yom,12.368962265383884,11.921738108675639,10.415094391233062,8.78935700675685,14.567324666262174,11.064900711976094,10.331333690819267,7.376752243822388,6.106987150550062,11.066253343650882,10.477507255370758,12.973770680697431,11.474709238187632,13.206820750591387,9.994796865885199,12.3121866878284,13.063362569223196,13.349768000747877,11.424829454709231,11.146556655833944,11.404757779416661,12.20972631441517,10.012204899814241,11.117584140511253,9.683988957478972,10.869360656891988,12.517820529036861,14.386666566557288,10.262054596403804,11.563243524803056,13.900201969791556,10.967288787401994,9.671562763837466,13.600989558752635,12.260650818638725,12.948083885613707,9.78976798922483,14.90533349023782,17.63851687340067,12.973918705409988,10.723678038065419
yor,13.916004368823565,12.453035275035612,11.962950958284832,9.140701445451665,14.81949925125097,12.10160791191968,12.062934364846784,9.066707475173502,5.912100479895115,9.954865652462201,14.824065667544323,12.277788926385108,12.262517302081587,13.144924856644286,11.72416412917359,13.755503045790466,13.30939546284271,13.483038376026006,11.705739671950615,7.841515952666253,11.79697732862155,11.726669870976579,9.140443585191985,10.664558077644294,9.692306130572415,8.837137604342429,12.11563753022242,15.21383587024682,12.566290431253202,11.158723289117315,10.679733649316137,12.087912509644594,10.576377115593735,12.958416553804394,12.95651940985364,12.847772866989802,8.106532596307154,14.324920934365515,17.686677368754484,13.12987366086501,11.389399718023235
