,bul,ces,dan,deu,eng,fin,fra,hrv,hun,ita,lav,lit,nld,nob,pol,por,ron,slk,spa,swe
bul,1.7857200303203609,0.18196097939634726,0.0,0.09068122472362372,0.8581740613394135,0.04335429433043014,0.25331630641185043,0.12713445442036875,0.6643949232817823,0.10629665388727538,0.008472508252104285,0.0,0.0,0.7433434042858753,0.034150985829596636,0.30448802557013277,0.08984600726614023,0.04207836220468941,0.13787691055530082,0.11737028008703465
ces,0.026536400292207052,0.4125990475600174,0.1158708017517322,0.0,0.0120768690669657,0.0,0.44459084831536444,0.3455786023158378,0.4632958309267412,0.030067648698615113,0.0,0.13629963198325523,0.0,0.6553974386501782,0.0,0.0,0.31464326030534284,0.36417045744647325,0.0,0.14700317146868946
dan,0.0,0.17608149597891032,0.13651352837040265,0.0,0.2720158462784643,0.0,0.315795572071381,0.2036981074242945,0.4310949075220156,0.0,0.0025642879275738426,0.36342740409463214,0.0,0.6322902148402312,0.0,0.0,0.2972297576553595,0.34524764173712885,0.0,0.17500321602627888
deu,0.0,0.13069440532378085,0.124576261905053,0.07056721984461323,0.16761263367686796,0.0,0.28337071206360065,0.212305784133195,0.0,0.01637650085372533,0.0,0.30076118259073414,0.0,0.3721801306275556,0.0,0.0,0.28277428312191333,0.38149128270886745,0.07193158982461711,0.19318332219530454
eng,0.0,0.20644897682810548,0.08841054661613929,0.047315997438327706,1.8580833922699593,0.0017379450882553105,0.25837004870276115,0.26046247560000957,0.11701217610991366,0.04116906363517536,0.0,0.2619985029030354,0.0,0.1442666423293848,0.0,0.0,0.18506989103755522,0.6051106848697447,0.0,0.2082503088240073
fin,0.05012921931299075,0.17044758150342343,0.15752112792501138,0.0,0.0,0.44145240848498357,0.48875169151798126,0.310778001803369,0.46031750398855653,0.0,0.0035712960015027023,0.13426363511568784,0.0,0.24996515830750754,0.0,0.0,0.29240613186951414,0.15599965074960043,0.0,0.11986293259031289
fra,0.0,0.140811268273767,0.10008452674283058,0.13218557290745903,0.04980611455410999,0.0,0.5460524504424882,0.245845228644602,0.46033894094890027,0.04969142308353347,0.0021848000906400378,0.09863802092736229,0.0,0.7387543388825151,0.0,0.0,0.1996167684903556,0.40842351605516747,0.35482468698248404,0.08426602969617814
hrv,0.0,0.21959686429288805,0.11713297904849856,0.04952512481483584,0.0,0.0,0.3592241341024067,0.7655754303296893,0.11161574891741033,0.01873012161207055,0.0,0.1474892178100502,0.0,0.678541936168882,0.0,0.0,0.3615603570469528,0.41195193176500755,0.0,0.1717042860334983
hun,0.010567316107005897,0.07164210969838347,0.13699207699128835,0.0,0.0,0.0,0.3846506599495241,0.15691208910179366,1.09131787055966,0.026656355798018838,0.000698729573075374,0.19257167078339776,0.0,0.3880895530703734,0.0,0.0,0.2220434087131391,0.4168458844965892,0.0,0.07940179367125011
ita,0.0,0.1430367729621489,0.10810235357552617,0.06461902302114098,0.08149967162373573,0.0,0.5112488993219415,0.22799891279656892,0.3627122814717909,0.0944313021544625,0.0011631655118320428,0.3233122383612663,0.0,0.7409839689553746,0.0,0.0,0.3364278785548356,0.3101837734548516,0.15862146795194754,0.15433387946555954
