,bul,ces,dan,deu,eng,fin,fra,hrv,hun,ita,lav,lit,nld,nob,pol,por,ron,slk,spa,swe
bul,8.238463195270121,0.29290833424538404,0.25306989730948065,0.05423491568093629,0.1537074696837509,0.6273920970458668,0.3938494409268795,0.05662789003659335,0.4826405671287024,0.13703436485086348,1.0631165980195003,0.2005591280297646,0.1249579028043024,0.22165595174477912,0.13449358066562664,0.9652636970347905,0.22390790747768086,0.4387353619698246,1.635187171082982,0.4357745103787276
ces,0.126361972432705,9.170570733374188,0.47349185998893817,0.9107857155257247,0.27112901801860684,1.4707030108349448,1.0762570848760515,2.4759229269416343,0.5093987567051487,0.2404762512649459,1.316218540892345,1.6259936588672042,1.115641844139554,2.414045026714632,2.130039244245861,1.1283053855879466,0.9561374420197929,3.4265387529336255,2.9700132906787173,1.2550251825962249
dan,0.1660549443899148,1.5632828802305363,8.32247396540367,3.4488063943099556,1.3945396735108957,2.8970821682626036,1.3104315844322356,1.8225161473023839,1.0075306785710183,0.7048660449959224,1.942414232926819,2.7561316983803272,2.2664105692764216,7.973865202185133,0.9771141349241974,2.2008917776552726,1.7561716332355342,2.579321995886338,2.6366208426931728,2.180387361278771
deu,0.13530021790420857,1.330827123944039,2.187302923642936,8.842787546660483,1.8646340957202951,1.8821488257400012,2.3451483515406624,1.281870210608072,0.7276986745704868,0.4829423771578998,0.5627008484427304,0.6707698000702838,3.063641856128004,3.25688956775718,1.2486023427448434,2.0298528288844357,1.6628287691161212,1.2085684029531478,2.764828234576948,1.4537666099504842
eng,0.10230650794682178,1.2195910193578747,1.9544474811476855,2.478724102967458,6.529644605597856,1.498873502860238,2.1825204170472268,0.8181409517204346,0.8702736489474733,0.4717948489532042,0.37555818697084203,0.9474402412064606,1.6008957224296396,2.33460098225136,1.1568852384705732,2.3172173540212873,1.718380145375038,1.1986462996390472,1.2851079362705924,0.9037006048010214
fin,0.13726180618882797,1.610386734501633,0.7710000780548247,1.5081040767535459,0.4580708918697864,6.609174128304859,0.9714747766198771,2.0830011512008446,0.9022152035925262,0.3984817279052355,1.4603286005637575,1.7574882406972103,1.18979983020352,1.666209261213111,1.1493739994464496,0.7941165087044202,1.2398433996503049,2.012937271531664,2.383725470717924,1.1955308260515858
fra,0.11386408749340546,0.8207286762354922,0.8993353480799511,1.3400355818486165,1.438713760305022,1.0170566952294857,11.087209635160546,1.0676923644895875,1.241072248039149,0.8219990390144176,0.6318245328568205,0.8876006590197505,1.3611879784837304,1.4587057308797207,0.8567641061639318,1.188532410610669,1.6366987224412004,0.9836532386308486,2.3055604105733662,1.1941834007111847
hrv,0.1212915786632244,2.536573466603143,0.7490161268258371,1.0497727371647585,0.4662990017985314,1.4006436927815236,0.9869604252496266,10.011044027617448,0.8958455943469484,0.2473490621630991,1.491953261717174,0.8627643414382966,0.7343778337327533,1.916353707370225,2.455474110099984,1.242545350349625,2.136083021216823,2.346976579690674,2.7938010224529966,1.184740017273282
hun,0.13722549651633342,0.8248801186545667,0.36603769039116485,0.4386975195516092,0.31378005446240687,0.6257732102651685,0.8171474865949255,0.23311505438362928,7.432210375431044,0.18995737815436475,0.39427531148537237,0.7885955069181902,0.7437226736972038,0.666131982829862,0.5812602014608517,0.8787209367746346,0.9191714046684301,1.2690966690668615,2.367021050086805,1.3095453632863376
ita,0.11944228277141529,0.953396627427797,0.5913442092888714,0.7285010757950818,0.9805413579995674,0.8272606692546096,1.1510867374873426,0.8920571272303153,0.7726523439890343,7.528941384279726,0.7310254205081204,0.6016379939552002,0.8073056579519138,1.112359625007787,0.6219395021446718,2.3111688202452085,1.7593227994874157,1.2270552180362333,2.466212431542412,0.8833714057068401
lav,0.12905429563555465,1.2828973375625623,0.37462192690258644,0.220006756601303,0.1930045878639871,1.3534970132724475,0.6949462701424088,1.700144927748387,0.7833266231723093,0.2692921390527992,6.419375115752299,2.226126684223297,0.4399782104834939,1.428286125042739,0.6849156194427855,1.1538352321073637,0.6169506697668565,2.5831095275725025,2.640871392578425,0.9367625008684365
lit,0.13458775824321229,1.8345745539529328,0.48281692010818505,0.7629282604554053,0.3592832610027947,1.3519214074194335,1.2509051132515332,2.470954739306292,0.9858382379496914,0.3009973449356983,2.040132419081625,8.077404409044608,0.8063007510295885,1.6123430594571366,1.2563275081240013,1.1701553560300801,1.3815334475589005,2.360859899956569,2.71823050246548,0.993512398453972
nld,0.15084020913437504,1.5528103563483067,1.5879714596731649,3.916229063201805,1.6261580775839934,2.010023525310526,2.2603669573039453,1.5216384666139071,0.8533467964769548,0.7585265493641533,0.5563065673115271,1.409299975149367,10.454148611411757,2.2781134366733404,2.314828252331776,0.9463172230958774,1.8953114177334671,1.2259966039659271,2.3446093349361683,1.5044058339459194
nob,0.1484144038558238,1.4964306427971006,6.138176879146183,2.9417724637575513,1.5739614929724695,2.8042101049624835,1.309061242433046,1.9517797634571232,1.05443251098826,0.5821010478655242,2.105206424749579,2.4901746098338635,1.7022229682662453,7.493246289711553,1.2085716047225623,2.132508188586353,1.8545433267932518,2.5763751522301432,3.0618267904505636,1.851384972026417
pol,0.104344100553897,1.1321521294030221,0.23689094059393426,0.9995143513192006,0.2598854904636946,0.9318610569767802,0.9231198382308813,0.9971492173238227,0.5925031145079567,0.3877159677155424,0.38469857355752873,0.8274275064701259,1.1545380280902366,1.4233367499036935,13.434628558639396,1.0761735241105352,0.843032300506661,1.6774821467737948,2.544940953440967,1.1589061571051846
por,0.11582721286635184,1.0136585080936193,0.9295687228945901,1.4934500449780215,1.4898289505366458,0.794531876383022,1.3117176739007985,0.70653428900083,0.8312843132350413,1.6031188991957752,0.5648477596534414,0.7617284721886568,0.721994589165441,1.2073841842890383,0.6734264915346021,6.984006566816663,1.1220761373086572,0.9656416124234378,2.756338197701619,1.3781463564938683
ron,0.12555928939430577,1.2985855716770516,0.570689234150478,1.1182740353671126,0.563106502122514,1.227326486960913,1.7671584595605452,1.4791549601121394,1.1078955101381618,1.2532552083496524,0.5306432760808243,0.6828594018497811,1.196674436035453,1.6542524198142867,1.337630028392923,2.305735383901797,8.17818351413094,1.049689952472639,2.88446430622915,0.35953072351602977
slk,0.11701198900427338,4.648087445031832,0.8252292154268941,0.2641830354297562,0.5295169960307057,0.8633308405379467,0.8193557085096465,2.561367930174319,0.8177163651065594,0.1365444047371784,1.335435614798119,1.7704337880796666,0.6237104714205449,2.127288229188529,1.4977906921906972,1.3733957994697839,0.28588584020962954,6.319908335245017,3.049310686716716,1.0442680765564796
spa,0.1491549298769651,0.9082289036120546,0.48313124671646457,0.789590202628419,0.754344759740854,1.070525743896922,1.3738078507062428,0.38987079376593414,0.8538276528298108,1.554088426111194,0.5652484408790848,0.46595430492473433,0.7066246043088762,1.0443648763276343,0.9129984372291238,2.804120451919292,1.17807000014725,0.5614746585011068,3.1684672214616882,0.8815044717376531
swe,0.13112037023190345,1.727729383363647,3.6850407790366546,2.6296211201423643,0.8847103206454708,2.8420591792430607,1.3691049754411513,1.9409761400504146,0.9443165173924721,0.48405814365851874,1.6312464917671812,2.58002111777518,1.9248887097442027,6.062400224180984,1.0601445825007487,2.484366898920053,1.9574280617471582,2.5363821431626223,2.6510535316237833,3.051664049822675
