,az,be,gl,pt,ru,tr
az,5.302846070978907,2.476648128678507,5.0635576264508035,2.5540034502887696,3.9044147263363675,5.631776978271558
be,2.9079788055042686,5.727767926694842,4.543854694750666,3.1209658264661897,5.793674677503328,2.5659110576859563
gl,2.894126115866731,2.9873481717978314,18.274174109986394,15.580089500806107,3.7744166963701384,4.230484997978758
pt,2.629459953538276,3.1763008720821637,10.798322646409531,34.520279256787944,4.526329654619173,4.616838529750549
ru,2.599691709328852,3.7778417484828437,4.473463789610685,2.8777541798353825,25.209027333762492,2.40130174294936
tr,4.822078990578074,2.4586128833001952,4.533747063662612,2.101586581712653,3.6077966387492655,24.457594549278642
