,ace_Latn,ban_Latn,bjn_Latn,bug_Latn,mri_Latn
ace_Latn,8.932457818278863,7.905512664040174,6.4041523681251125,6.336351697676417,1.997141178076448
ban_Latn,7.50571059181665,12.533839481154535,7.558995881463419,6.518007745690875,2.013151056731157
bjn_Latn,7.35936680017187,8.671301583545727,10.38696929685929,6.579639279784399,2.166217289686436
bug_Latn,6.320844445987612,7.900145250510018,6.4704860785866565,7.858629392084435,1.9739818721237403
mri_Latn,4.4747594662594254,2.9080742619382263,2.8233369821179544,5.58461336747026,10.601825908692202
