,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN,eng_ENG
ara_ALE,3.6305072291193685,6.261493901110537,6.722069042306372,7.2534364239002205,0.7696554018973691,2.467632285865984,1.4506188806609495
ara_ALG,2.6737256047648743,3.1896535584154546,3.9932850868551246,3.9874102757380836,3.241071663225607,3.862986411933209,0.6852840655359754
ara_ALX,0.9927051130553683,5.63876496327085,1.7497539298108093,2.5018432385062974,5.274591786561026,1.697638066757717,0.1859539172269809
ara_AMM,1.6861395677850892,4.658160709288529,5.000488765412106,9.254937930138375,1.5795162131457388,1.6356345638131191,0.9349232002355948
ara_ASW,1.7506769121992634,0.8014061432096591,3.230082613053163,0.8749886782750491,2.2075100618561505,2.6539755117567307,1.3312456683668252
ara_BAG,4.422421004186717,0.8721313778326224,4.388084858065243,1.1322786808684837,2.0401368967108477,1.1680067439341426,0.1183103652435404
ara_BAS,1.5366197301533884,1.322786941660479,3.821926155168501,0.3394440689094295,1.523241450837006,0.6712962876538655,0.2501251593258594
ara_BEI,0.7656832804556443,4.33703201177454,2.22680777359279,0.5506730641987451,5.05694453154788,0.7667363696437267,0.4116748969273366
ara_BEN,2.34357453271937,1.881056394987794,3.343135887635389,0.3406903741106088,4.950175420087414,6.467189421229449,0.36319878299385994
ara_CAI,4.332774402479661,10.239746812203016,1.879200185936925,2.51361910327917,1.006782203400877,3.38305476395742,0.32582524288995796
ara_DAM,4.705236694771449,0.8844777602990435,4.273485002316341,6.427379225876961,4.176578225702388,1.6735905693596318,0.8817186831839474
ara_DOH,1.3115712176140175,0.9272774414546915,3.6748919580136135,0.9546829377867576,4.810589567162439,3.66253006372304,2.50039981990158
ara_FES,2.1239585409056465,1.2669533612116097,0.7282174636384924,5.957472198868238,1.0653918106023808,3.1605966632798097,0.07541107796028408
ara_JED,6.416161374417746,0.7487832964547598,2.4290077638175576,3.442641014395888,0.28628091401219985,0.8214661619864235,0.189640238924097
ara_JER,5.355980249650936,3.5148655704481566,0.5604388292488176,2.1016412264927586,4.320062728379326,4.499696658816264,0.09822877081034974
ara_KHA,3.1592117373606188,4.21335997998851,4.668428337272018,1.3596312834695612,4.996277727646626,1.3968111252666668,1.879382408122598
ara_MOS,4.661595914737454,3.672853156519455,4.677124590644899,6.303399392396192,2.0372252249184433,1.5526013378652297,0.772321481207937
ara_MSA,2.7973773296674738,7.379650214425417,3.764460661638496,9.335021139589081,0.34425103159599135,1.9494158934257557,0.2045878771055759
ara_MUS,1.5939803667873333,3.9900382760935518,2.769824866249064,1.9876551300252618,5.0925890925204165,5.0374700125705445,0.6745455089086597
ara_RAB,4.600476933143653,3.167231973539984,5.794498246464386,2.4821296509719564,4.436387650953177,5.771724924336847,0.270574892346302
ara_RIY,1.8800002557879536,4.256886590021055,6.354870085419388,6.832037158846198,2.372315388922012,2.244252371250554,0.2634651402820236
ara_SAL,1.2746132279631275,1.297997754345072,2.794601238105596,6.607113217322657,2.5918787788343827,3.8986459234991253,0.12075782947710494
ara_SAN,3.292056787538747,0.25847165358021296,6.139101035424469,2.6625925450710493,1.6487619476990163,2.314302144468396,0.6046782682257755
ara_SFX,1.2999852553660027,2.1155311280988545,2.989447702485068,0.8352081088792739,1.4313099543461962,1.3184113456376865,0.3276539751677975
ara_TRI,3.198490510186466,2.4048383984355417,4.095559721424334,2.177281732477741,0.17379820858058867,4.905005039573638,0.2858841038018992
ara_TUN,4.063823323342325,2.376229919358971,1.9372272445480585,3.2206169534812155,0.6996962962584354,1.3256850613764324,0.8855027238066838
eng_ENG,0.8424097268595905,3.25503682627662,2.657471111707457,1.2592104360628946,1.6330891351163155,7.264540339465006,77.31376783805752
