,agn,atd,bcl,bgs,bkd,bku,bnj,bno,ceb,cgc,clu,due,gor,hil,hnn,kqe,krj,mbd,mbi,mbs,mbt,mmn,mog,msb,msk,msm,mta,obo,plw,rol,suc,syb,tbk,tbw,tgl,tsg,twb,war
due,0.7578234615513407,0.9336607816550426,0.8725477998589165,0.6267424092118861,0.672077414027587,0.4980112854483565,0.6641918352826357,0.8682101478777412,1.4466756751405458,0.6600513971927275,1.1498503079824438,3.7203237218309986,0.4536902915530968,1.032796909656039,0.2883083583535242,1.147469038563225,0.6445593868484426,0.7669304076643181,0.8287252373126961,0.7006145836823726,0.9450745882684632,0.9307167635958954,0.32481926474591666,0.5006565503464815,0.9892187919945583,0.5783629821433849,0.26426253975877595,0.4455189796175043,3.3355513775119237,0.7903117627466988,0.4129435726136973,0.7801017801913882,0.8454180781524065,0.8625794393412537,1.1151181663802783,0.7372576488054908,0.7102532801433439,1.6564090554814008
gor,0.1956563310206023,0.5664566717052335,0.7964759994301059,0.384222902190991,0.5074566887802888,0.5694144591629065,0.569031508856186,0.4749169530942487,1.0538762224500675,0.7408947969014037,0.5213196333898719,0.5626030282877147,2.735758213197214,0.7475638301927182,0.3909966061495882,0.6555504085160193,0.24974522363917592,0.5176549367500743,0.7914708016863133,0.31461910045047,0.7189034123463389,0.4489732418155282,0.4001302441984719,0.48573433792362425,0.6665464754210186,0.2653652059604403,0.2356562205456253,0.4968026054053007,0.9151377174500719,0.20237820719395488,0.4409172508225342,0.718568031385594,0.43803033938161307,0.481378032965206,1.086007151946237,1.3830067357286142,0.6892273965342472,0.4680498532954326
hil,1.6410761133921252,0.728049654921469,2.7123217271131357,0.7160593419511134,1.669665396145651,0.6597864413330173,0.9638352847931693,1.613908161134173,5.1223461979031395,1.0913865232695938,2.8307659758387813,0.9698672831466321,0.2724362313210761,4.809358235031511,0.3812355692637085,1.1575550957062788,3.9608051819157986,0.7762139514889528,0.7709955321549072,0.8390985932261563,0.8546468300893225,1.33292136482439,0.38341355992611453,3.727372213414355,1.6393384416122225,0.9715326984987613,0.3616866958002106,0.4022589319728434,1.4952632304176545,1.883940319987356,0.5710831987659534,1.1214336434342742,1.9247722045027145,2.192936025383384,3.02928591608859,0.7582340108602043,0.7386043749450101,3.694881025884462
hnn,0.7906043311333482,0.8548899927723381,0.8569533943359662,0.6491032249353605,0.5026724850441155,0.603919533814414,0.8776804047668904,0.521208644246227,1.5517279347989612,0.6371829853917672,0.8870829975406976,0.9420025074359905,0.5354789311946411,1.209493974938771,3.3190297759438203,0.714513683284861,1.336631664252168,1.2052907564776074,0.8126275054762827,0.5255532535305555,0.8775855764446961,0.7871965539642722,0.5544253971539058,0.6320863989775087,1.2241334393777181,0.841819463110085,0.3531126458178462,0.4139464145972821,1.1349943336889194,0.4347064430306402,0.47756218467628286,1.0554539851443128,0.6870572056166664,1.1221395008089674,0.8566135678034348,0.9824017887292417,0.8740511234795485,1.239350966662624
kqe,0.6434094558778226,0.6478240261765519,0.852897130255228,0.6845420846815616,0.4968361479869748,0.4896943107118168,0.6078737658308218,0.4482277355261708,1.5487648654968937,0.7344094450897048,0.8723034099253347,0.7216959157704382,0.45859662395477957,1.141553947560256,0.35264761297879405,4.2551620548961715,0.4615171948465191,0.6366205763359564,0.7952157796308092,0.2463740931845321,0.8249024181958332,0.9835511999323796,0.5507441616876574,0.8253708378810718,1.7973298203226125,0.6560975910631639,0.30213309337691274,0.37559556753227846,0.9842418589951122,0.3369476472543058,0.4434328023419091,0.7654207271479484,0.8893970505977133,0.38125874737677096,0.8468796854259195,0.949925863686187,0.8850782626613094,1.4618146327370354
krj,1.7522437643120743,0.7100042007829004,2.291205279042188,0.6570049040535813,1.3432058393147324,0.44712180564224724,1.0719704521335753,1.404804816252697,4.733290792147559,1.0516763527014044,2.7168970815814846,0.8712242696313575,0.38175036945446783,3.727214293178868,0.3040615600191751,1.0935152428700707,4.607360129608266,0.6738517631205769,0.7212646581094815,0.644428893528343,1.2084120713589823,1.3819149117529934,0.4205239948362123,3.1311330346024304,1.6005350099411029,0.6924299804905257,0.35447316665955186,0.4105417156603669,1.0764567764353712,1.6123299450130721,0.2858827341786827,0.9532756198688404,1.1117159752692194,1.755897367789863,2.215105017884634,0.9072867934191945,1.1116777702460303,2.922980014398633
mbd,0.6616187127447551,1.0639504565181284,0.5774385523281007,0.8654341077381367,1.2152017192101998,0.8112409952104231,0.5352449434692165,0.4487466640142651,2.0006200415721014,0.9733314687275612,1.1897444296697721,0.7753210759043673,0.4094896406904971,1.3535016503605422,0.3307764738221583,0.5685302346328339,0.633335887585251,2.3817115319900872,0.8875308403161605,0.9820486262229032,0.8358021846639165,0.8234304182430537,0.29450968155179047,0.7500515406793187,1.0130682593961655,1.1618835771874085,0.20048272779792298,0.7929981091799799,1.0255381964570467,0.3579566448166618,0.556478008342903,0.7400210218971127,0.9341895890462047,1.0613126919550588,0.9806844681493259,1.233653400188988,0.7803582458219279,1.191618689909044
mbi,0.5108355419659077,1.3143897230046366,0.5519039914817425,0.9642526324891468,0.6581271715227462,0.5664010146135624,1.004468679658449,0.36287582405430924,2.3279415746305423,0.29527075671148745,1.0976591213068063,0.9212452852194079,0.40666328076071917,1.9035636724147615,0.26422869163292356,0.6856115775776093,0.09315153912464456,0.9594387690136567,3.4039520348631074,0.37937183610510267,1.205914140342327,0.7764488415596701,0.3477792253940271,0.2866962100668103,0.8642159640525771,0.5733109290511544,0.3123352308571948,0.5578920853093089,1.1977372982137966,0.16533602798367542,0.6144116035837348,0.8366906832801301,0.9253167357321498,0.7784960816352121,0.520110921329062,0.8707505937370649,0.8418495236044399,0.9495456370652525
mbs,0.7803917915214701,0.9581924979714139,0.8538353565953686,0.8168554658579088,1.5365263726030938,0.775568205520572,0.9341147401293993,0.5251509235876216,2.7690659007518317,1.0071635778865995,1.3151223458675425,0.6202813417714647,0.7656206696697457,1.7896536021838714,0.2991303406930506,0.764033828479817,0.6332615804245041,0.9187019350023791,1.2079283886773626,3.0004864304921965,0.9123289675755647,0.6823860625466536,0.35772035684218095,1.0305461421132822,1.314783576945322,0.6910716356218257,0.4222122355261453,0.5984741161786619,1.0936424121125654,0.5977492238805492,0.4449784819070441,0.6319246963578584,1.0062047438632093,1.0970424987666916,1.4850558525321758,0.6730105790552875,0.9657361764414613,2.144876196562743
mbt,0.5792042525209303,1.3931150094965055,0.7147077983526681,0.6740349433344075,0.7390449461894145,0.48919269232648166,0.9641633032641929,0.4449489182554895,1.5838505644311918,0.36096715111869104,0.975650025076506,0.958537371622293,0.4541022953160079,1.159818825771082,0.41504328867657253,0.9466441446691948,0.2038646800661249,1.1965659197347678,1.2295779717302782,0.46143690666798337,3.3519606927000134,0.6633035123097772,0.5420057764737093,0.31055654774356384,0.9436464563417849,0.5228681936679931,0.4706880431576397,0.6553206816456935,1.4275089668563699,0.3492890653018252,0.9098295297678298,1.451912826643609,0.7303463143746506,0.8703136947196776,0.9478840981262555,1.1139211403961926,0.8383434140378707,0.9293581453171352
mmn,1.1020098313253088,0.7257120503807253,0.872887874845514,0.6293625486523268,0.6561939966753507,0.6955362151805206,0.72321200721944,0.9259145629637714,1.5326612316260324,0.7112145437336436,1.576123178494265,0.5998629100389407,0.3618720095628028,1.1099307956535198,0.24239758303439624,1.2528133557159689,1.2560784215255978,0.8317172734408813,0.5877798618588483,0.2746052798578295,0.7920124020292774,3.4799760074138946,0.22255031404863726,0.6439314105537777,1.4727216698293886,0.6302850278628584,0.24840052233676937,0.48141744011456844,2.6495909744287807,0.5002221419830607,0.41552280457237295,1.0921195810012914,0.9447437102226842,0.7001159831250022,1.1633464498536514,0.4890637468071621,0.6383700159948555,1.824772895762106
mog,0.5639568385289832,0.8905917023500248,0.49830071416828337,0.475059976213275,0.6490821682730159,0.6796571682464472,0.6925748341403979,0.5572465786197578,1.5543565558814232,0.6280499923849158,0.26275893226393526,0.8434543513553174,0.6448287262393431,1.419915036599746,0.3642359663544241,0.6515418553955938,0.2624691139952255,0.3951118280305316,0.9042095272309341,0.18529776811973003,1.0892977326951818,0.6791816294194604,3.264065760713649,0.41583770623863137,0.7645004458693856,0.875142730156694,0.3292635897453493,0.21682280798979595,0.6652449178998097,0.1010465555998848,0.45226657485067384,0.7880910056405881,0.4378975088514758,0.45950556922946756,0.939858510365725,0.7500690256589195,0.8337884089901269,0.7013532438442154
msb,1.7079955049769544,0.8583174943090796,2.8891919306632583,0.6253139449101532,1.6490670986010856,0.5255358568952201,1.01064331668132,1.301660802657338,3.929288236723047,1.083162847032488,2.4181573997877694,0.9959816881072932,0.40636520444838486,3.366289811398027,0.4838923520482358,1.3178461633850749,3.1604800775587267,0.9700599807297633,0.6806651899094535,0.8555519028790702,0.9716444702505092,1.0786418458767348,0.4435409819873133,4.427236822991428,1.5216694332412104,1.4365117745580267,0.3454328958942998,0.305147164871094,1.6560876788075518,1.4637184967501533,0.5730047449205865,0.9886204996432167,1.487727396168117,2.2870692745232155,2.534640764733134,0.884855893723563,0.7837402133480992,3.237611917341259
msk,0.980811574072469,0.8546210599422019,1.7003726492974205,0.8178351919298311,1.496212889496148,0.5279120816852315,0.7149188552282876,0.8983576847263746,2.316867570427172,0.9141955731403468,2.0843868871668665,1.068481621338134,0.46583444272432983,1.583863416954254,0.4397948987288879,1.8805058015776466,1.1645205233042477,0.6634838940275003,0.952271072131927,0.7355809485525647,0.6821997807137415,1.12828810925852,0.4478573169362745,1.2744244208239628,3.7513350129131036,0.5967225022645434,0.2346184337639535,0.41200148738165443,2.7968534621734147,1.2119757242169578,0.41513355266307317,0.8368884003316961,1.3116385812511586,0.858085250487349,0.8251920072735973,0.7087035734710136,1.1522941175673374,1.585249707236275
msm,1.1224042359288144,1.167237217827218,1.3492280952125348,0.9539224641182842,1.8468220988764346,0.6555262782494407,0.6249935868463565,0.48242681660900955,1.970588700535992,0.763985472281953,1.5443881203919594,0.7525244552197085,0.3629970530199209,1.9903296076435197,0.24688937649567755,0.9739621953803377,1.606680968560897,1.7141810934156319,0.8560181704970568,0.901054860634866,0.7902365315563191,0.7758361843170148,0.5341447237417657,1.6594729993236959,1.005493703627109,3.4592559331816606,0.37625545698409446,0.8513101157643925,1.3605015733052106,0.6955796595726794,0.8116158246505977,0.8042038355808144,0.9427068427249106,1.7682264775606724,1.7236439531675907,1.0478131155947914,0.6916231912110478,1.6309378981021692
mta,0.5151664139009022,0.586306094045902,0.5790445800321155,0.610138464429002,0.7938229159263985,0.8833621037942906,0.42077113547521544,0.23650491367403048,1.1132135018998528,0.35709002286062014,0.8889654397856577,0.7590116588638118,0.7366351397780897,1.4294193351578808,0.19340999488965918,0.8016023842093916,0.1480549926241793,0.8449435331763175,0.9404176198069005,0.16186109790203695,0.8579528314771567,0.9096206418934223,0.25094050525068,0.19165341618328993,0.7169325550249508,0.4156413367814958,3.4841072169992744,0.35590610568247694,0.7621961433907183,0.3268578190979564,0.5950809943625168,0.7449689726060686,0.3949149737275611,0.6865818923263203,0.5434154775492612,0.8775031855831754,0.7178977067388496,1.3552943984222334
obo,0.868903158127979,0.9234816285239422,0.6819858195993596,0.7920889128081464,0.9669705612818007,0.696820273583912,0.7446109525103382,0.6122320045094821,1.6738386180662648,1.0064893142112725,0.6068801136496855,0.6293020414196893,0.3164880000002556,1.159434633598763,0.15185893554047558,0.8934786285668306,0.36613390243803334,0.7087799031309027,0.8572107121039179,0.3445307325089405,0.8426297418509539,0.8949318032008027,0.3314241204386868,0.702651643561514,0.818249126248906,0.7598366572709316,0.410492918824725,3.9026730368835647,1.413792722037201,0.2872275399261592,0.6680468761182466,0.9978482796072654,0.618418801083731,0.7189627428482532,1.1626342651778,1.2647844032980284,0.7572561030290229,1.556713046957743
plw,0.7205846163821579,1.0016806711330886,0.7965659772681472,0.842437785133187,0.5431110943829148,0.32333113526362345,0.8330497223709894,0.6331072750783842,2.29076144918286,1.0404835938034016,1.2930026171534559,0.7264233509331534,0.4569824633765473,1.4402267590833107,0.3112908562297696,0.6231444582915534,0.3403845257856493,0.6427807864673033,0.8997889261736371,0.943836257067428,1.0093415094669402,0.7454020301508757,0.5860132310876047,0.7029293528110314,1.8215992469413655,0.6141358273494837,0.4065619104100793,0.5763849043765596,4.19507144325177,0.30865070655345694,0.5973400460092236,0.8305279503740685,0.5771356144829298,1.286324062546821,0.7327169231263487,1.2898866296906069,0.8697762450236468,1.1389893472394699
rol,1.0795586314433507,0.7507203046456074,1.5286409337385856,0.797800095413978,0.9467159614285312,0.5352145220702141,1.0298809585485407,1.8088987752500372,3.980582715919818,0.7897859500844998,1.7177250477281965,0.7735146189364178,0.4779415681116363,2.711124213340546,0.3664528488103402,1.0896317918112108,1.9577207751870453,0.9060542077794668,0.70389736610463,0.8464556701403502,0.9934587768300245,0.9773316012615685,0.3833064845196746,2.1718819103524374,1.528689165222683,0.3373146999237076,0.24355322624607983,0.5183143166398532,2.544225827493739,2.542919636402376,0.6824763754731168,0.8862150784402516,0.8328627421980461,0.9200752497177064,1.5360647812654453,0.764180892008658,0.8015945035189228,2.314280654833004
suc,0.45246633433386113,0.9357616178995418,0.5707352578531121,0.6346980368137828,0.5767381929102184,1.0243033220029083,0.46723196920927607,0.45633715267489744,1.1850607156753497,0.941040044115128,0.9271275727333489,0.6130657764528678,0.5126676538837868,1.3215613689784056,0.11450561828445825,0.5711789645017321,0.12938508968737691,0.8356330790873435,0.7318517761830898,0.16003003657908316,1.0205412590425877,0.9317601871874915,0.1197840130173614,0.3622683368305941,1.0963735480739494,0.45284415298787395,0.3202382988016435,0.4739115279514908,0.6900726326365137,0.1258838239759102,4.655095850450799,1.2650615776708158,0.34929338851049985,0.7838334438046194,0.5617171565061795,0.8199851128518826,0.7778758717737467,1.3032392154087213
syb,0.5294318984607986,0.8893252146113754,0.44545955064883913,0.4897619163988607,0.39152062251248293,0.4745831813714067,0.936132067570702,0.43357811083012354,1.6056069142421387,0.8445359088118946,1.201276440275147,0.46473626760641296,0.6920023207319798,1.778482401220648,0.19240894901323055,0.6032878206115584,0.3048189861403192,0.6787858886644162,0.6457672757914785,0.2158035679859796,0.9562215523725537,0.8774473035209709,0.13746086090360665,0.84287726681632,1.1398337235624763,0.4408261345432445,0.40776332925900394,0.4717690171921385,0.6935631998744267,0.4405209310384755,1.4723460884979274,3.600603036204221,0.5808341473666312,0.856293175228187,0.5498018677163944,0.7037829935769097,0.8669190589014506,1.3535589945593092
tbk,1.247960957621041,0.5846033036905778,1.320002930241266,0.8732528740131433,0.7540685811880341,0.5233501701094716,1.021241300206218,0.4141783939440405,3.0626877755578072,0.7212948547194773,1.2032127945183022,0.6636512272621604,0.39158310337217395,1.3342695448818904,0.1799905123621074,0.734310763303965,1.0979711322928691,0.6315618542849737,0.18197534388289943,0.6375050844468794,0.7051904886401108,0.6601679381570442,0.4298363265437185,0.8003037933386091,1.0325339167544731,0.5755859804308973,0.30063915144491266,0.3413435269025071,0.7475671235450514,0.46493129865995386,0.33109156244368915,0.9929187484400778,3.551913433636152,1.5388054408527307,0.6815525824518855,0.7996204790930392,0.8776075042304028,1.5713626429584286
tbw,0.7115196337271158,0.6859950310462204,1.1231189745152266,0.6038611382189778,0.8083898761040397,0.7276422635553914,1.0639128005843412,0.5124058326394575,2.957733349644113,0.9665296669150043,1.1230774709455773,0.6715637068270797,0.49071619253376936,1.464723342515153,0.2306383951120522,0.5844160059941546,0.5184187070786841,0.7903117700742568,0.6456784702186512,1.112635223673782,0.9231416902192268,0.921136857740186,0.26076174719729006,1.7095730708223937,1.4809671727378506,0.6650792328148651,0.3417761538084807,0.48641523960279925,0.8729673571597447,0.2975498187895822,1.202702992348425,1.1982014394452696,0.9172558328315047,2.9616905795210737,1.4573811886947308,1.2731329102445559,0.9408468234858549,2.003165655751669
tgl,1.0344366694128437,0.691651088111549,3.110879811726637,0.7582352144669231,1.3415210754639342,0.49374181224589525,0.9700256862553961,0.703536207050599,3.709533953285093,1.1730884257585592,2.0184957696543484,0.8256522189180987,0.5606117483775555,2.1782752160815697,0.47705179458168234,1.1152036058988888,2.095589296360363,0.8177020950772339,0.7549194573023592,0.9487054044275876,0.6174323357214445,0.8274204018752644,0.35744810252411585,2.0500763880408392,1.6901589964867632,1.0206994973555847,0.41360674920655605,0.5635395603014285,1.28335757813139,0.9099837411685416,0.59781351026155,1.2386562981775144,1.9950079724892762,2.1774107449876494,5.416889909552712,0.8017873871558897,1.1914078202288523,2.3865330433257035
tsg,0.54268452587503,0.7918218129766501,0.5813127298317758,0.6859059075121166,0.5665021130059871,0.23829807781455534,1.0685876655261848,0.21397316857577625,2.1552918112073156,0.6553697490369702,1.4009895852498322,0.5244606187557707,0.5693748894821073,1.1576446538215515,0.7606448056065064,0.9539327705981421,0.17955744588281997,0.5234733965380016,0.7819373573144809,0.29226878787090455,0.91110852684956,0.8588714488691281,0.1583030713848354,0.7533984564133684,1.0303569694803665,0.5381817983704165,0.2525744761529386,0.3973270707383308,0.6978430639135373,0.44347318608522635,0.7111135862304561,0.8003069560853044,0.5578036355430332,0.93378909117097,0.8008595574771424,2.837110314685783,0.9977291651328682,1.2240219705071713
twb,0.4408122584729432,0.6337952087586086,0.7049968082008089,0.6966307342658179,0.6106798647759243,1.1439184118750891,4.084239744006111,0.32277134356604786,1.584072385607516,0.3076837541633107,0.8017833141524774,0.6260368380087502,0.39115398883155383,1.0743757901901443,0.4406960704999222,0.7132087028345173,0.4231257757895353,0.5644345647130318,0.5575665048704904,0.18764638462712405,0.6886797726553432,0.7012823034083177,0.485579617230236,0.408189645454184,1.1696836192593643,0.5207117346693608,0.3859765026540827,0.4956668916852763,1.0644020369007294,0.4483265602368038,0.6602306530788818,1.2527227608209923,0.5037037587958344,0.6338037698577696,0.9190876063903265,0.8093694286935871,5.406298937594888,1.5118069847791362
war,1.3246526676283077,0.6785992060410745,3.14017125350208,0.5125390678388286,1.8818168434711684,0.3492717326321334,0.9638516779606413,0.9664541568844109,4.2776745654989154,0.9534892462808369,1.8212474499479843,0.825000767234126,0.5434550486423352,2.6899034056459814,0.2813703956417252,1.2859160617114371,2.290788165271485,1.0779245436469826,0.6390183846102367,0.8947842103302355,0.9636069725938877,1.2645881289976024,0.40623695765099616,2.265373150273305,1.6179535335403719,1.3072614186845728,0.386616244482994,0.6107697821554986,1.532945371664598,1.6921784953074814,0.45143998925371703,0.828537771285474,1.1885177774063636,2.2251635112004093,2.5228892279390807,0.6100031972652206,0.6876202974015997,4.6700827285935524
