,agn,atd,bcl,bgs,bkd,bku,bnj,bno,ceb,cgc,clu,due,gor,hil,hnn,kqe,krj,mbd,mbi,mbs,mbt,mmn,mog,msb,msk,msm,mta,obo,plw,rol,suc,syb,tbk,tbw,tgl,tsg,twb,war
agn,3.6635375531285597,0.0,0.5716905566624462,0.29772933451649664,0.6717569065515523,0.14733651932322545,0.27599354094500583,0.8334970521910057,1.4442413987720286,0.535807012441758,0.7174055832556583,0.29744130384046663,0.0,0.27943445364121366,0.357281882185287,0.0,1.3253684310045513,0.12447136667896253,0.45964979325262334,0.0,0.26856461188335423,0.18358884685798849,0.06178161223932577,1.1901651789315917,0.1776410700221529,0.5780857757087201,0.21535443080823313,0.21021794542345518,0.3163246344661772,0.6211705000324326,0.10620901796147919,0.17453468425998064,0.5733290348774016,0.8257201387096984,0.5203858837348463,0.4277651732923964,0.0,0.15139551593464695
atd,0.25420349743654924,2.8325635388614216,0.2618491820389046,0.2742800861194876,0.6398458996889556,0.0,0.13555195308853207,0.261149834493839,0.4859167613763926,0.4948765809490041,0.21006800760494126,0.40577343674162236,0.0,0.12937552490129356,0.4618460448745676,0.18413419371450068,0.03529745486423064,0.9266555142715234,0.4643758905579638,0.2510561294333158,0.8087526023530724,0.052466405535938065,0.0,0.738592003243312,0.6033688283200593,0.9167212753147229,0.0,0.7239222819495748,0.15578860046832865,0.32785313160817076,0.19284067682251838,0.1564428122941246,0.0,0.31299496022092654,0.5235461823073901,0.1945383270177885,0.26194418952927023,0.18707532601426458
bcl,0.9090592756432105,0.2909172222395515,5.095666883517277,0.20226179278448342,0.440666185496962,0.067801212611446,0.4690470808730449,0.6561314708142421,2.873407149422434,0.7423240071485573,0.7275307944006784,0.39561466195956463,0.13715627999893343,1.1706923276246224,0.573518812360664,0.3909662702544363,1.5350136859036603,0.4478066514324386,0.5259301523397806,0.0,0.5801901241235097,0.4570834594272082,0.31775320050362765,2.4382390264121163,0.702749434793855,0.5027666818352472,0.29553729786009075,0.04742530557347191,0.4279662651426168,1.6102822136325,0.22342032019047942,0.256637373595181,0.5221036572961895,0.8842184482945932,1.4900491793307786,0.43712964249971975,0.10571133055408488,0.6858800146483057
bgs,0.1458250937804575,0.703848336624441,0.47875172714659087,3.4988151861951646,0.6074060086168469,0.05896197724207575,0.08231664910560355,0.34046104512147846,0.46689407321591325,0.20268502052977055,0.06160436268420888,0.07892562165065442,0.0,0.08329153900086173,0.1518924816901297,0.17574313732059643,0.163049528127317,0.22894061230596563,0.4557877107180168,0.26462734138335176,0.6941686027939742,0.23563475776914267,0.0,0.43328011144932965,0.49449024285359755,0.5053661396722369,0.20623359302103061,0.3558062556384325,0.12324834553866282,0.0,0.07808512772858833,0.16845691928191364,0.420410290699202,0.19364065784050588,0.1906119015175154,0.616698336890737,0.0,0.14613596037067733
bkd,0.28197467784458574,0.6449661993216633,0.3773682166328012,0.15923069438322912,3.9113330826376522,0.01466453327999595,0.4213321942154167,0.6237515871848975,1.2366883914953437,0.9443466553510262,0.024974959318321055,0.4182928569350999,0.21929147339658428,0.3229717758760744,0.44783505569076,0.0,0.6824835278752364,0.535376194584666,0.6690578703977312,0.466317499671721,0.2327621399460007,0.05870445787295964,0.10684142015567843,0.851797444769641,0.3016803920298088,0.6522578197605498,0.3956534402445895,0.5809928425379933,0.1295466502874909,0.5954256023069711,0.25837821355157686,0.07990537150826693,0.0,0.4169797089898992,0.48480559562070624,0.45421892111098394,0.4966432524792399,0.2561099849465496
bku,0.350540701320492,0.36387000604429787,0.071863020011941,0.0,0.620784503967359,3.234937874349333,0.0,0.3697575028308844,0.30389357031246256,0.4173368140813096,0.28854325352951626,0.3224154603046898,0.06517471400031383,0.13688583443008984,0.41097750943609945,0.20653984207726417,0.697849208281295,0.04643083987301644,0.18275745509613195,0.2745519933071261,0.03868570726776621,0.29690958983229,0.16610087318561284,0.3832446397080638,0.0,0.3882800592969886,0.03794681895979135,0.29704559220259696,0.3167898381997478,0.11711787718980382,0.22285994165966372,0.0,0.0,0.32653035393224705,0.8520669278038451,0.5621372169907435,0.28877409302266877,0.08882373904637841
bnj,0.2271233225928988,0.2190316201743432,0.22273746582690634,0.0,0.3575361392973466,0.3296669218390438,3.5485051941667294,0.031109299408063507,0.2728091261256811,0.5441967253783124,0.10323418366394055,0.0,0.09825224582450787,0.0,0.30613635985128695,0.1732138693860641,0.4749420147492476,0.0,0.2018838227978481,0.0,0.0,0.0266281167643605,0.21778370040143358,0.3008473367723177,0.09282273354595993,0.0,0.28962375546820596,0.0,0.16258864185942912,0.0,0.0,0.0013487128141429494,0.0,0.0011304120934081396,0.25671436991810914,0.2531084003461075,2.2959226793193093,0.028609277356440366
bno,0.9756746305877524,0.42088415572493787,0.4813989577469844,0.0,0.43911033814718436,0.2663742769512556,0.41885367996551004,2.405286658405024,1.8208160010920764,0.43267458311785134,0.7781683778899264,0.39209908139965854,0.0,0.7315961096513046,0.3145978738806665,0.28467111556510716,0.8188535974428248,0.04924716102995319,0.32827808718139195,0.0,0.17077989190169696,0.17562163062014946,0.01152848905377013,1.4983651172980323,0.6759213655088256,0.0,0.1842204634497353,0.0,0.29265438588485004,1.7531423026544193,0.014035365785525222,0.2223099771574919,0.16560603683824304,0.3126919862119788,0.9209856652915,0.32167228803266035,0.21293682605234565,0.1795385971992589
ceb,0.7542189616870516,0.14300872314546353,0.9939275602922777,0.2510322422916591,0.4980758733124464,0.08351595186293004,0.34948123325200164,0.5339079455167131,11.546798053243194,0.5972128098186875,0.8651347762785466,0.5187417680224709,0.24981260153140994,2.607021485946408,0.9022974229311993,0.447428662636181,2.390846589290849,0.20205114639006538,0.2798497847076842,0.348335827142332,0.0892515741542379,0.315098492064779,0.03207364331440843,2.4866818429803423,0.8359371595589984,0.4527726344560161,0.06021286662447256,0.24608793906691773,0.015964149616481293,1.9692715984743856,0.028698751934388866,0.026233533953735844,0.2745120177326612,0.5981117875425657,1.5643795749588207,0.7805820728454478,0.3208039828305971,1.0957718075003733
cgc,0.5678170348245093,0.0,0.5914356991392893,0.845419703949009,1.0623513334633277,0.0,0.15751685967591555,0.38214787029481645,1.2517933349612935,1.657194949456338,0.4427221205702949,0.12459122135174105,0.0,0.4589064842173256,0.47018380680531635,0.0686230359727169,0.6878701117284232,0.47096499676409564,0.3369003843888603,0.49087537220127153,0.485318620153107,0.416075510304994,0.0,1.2254506755025467,0.2111337368684243,0.7310055757848755,0.2489973942713508,0.4053931919660183,0.4981160880189819,0.4634757148537165,0.33263616427748666,0.11196002670260086,0.5071588048745808,0.5160396585084026,0.6043415430999453,0.4816091811817458,0.30846171348369467,0.2599080056889287
