,ace_Latn,ban_Latn,bjn_Latn,bug_Latn,mri_Latn
ace_Latn,18.48469098664579,11.732774298607998,11.378923948944156,9.080585451137049,5.584019833723093
ban_Latn,15.509950918420069,18.489641482617888,13.759791774633424,10.622222945506271,6.524611145182031
bjn_Latn,15.873183718879464,14.003941666676248,20.33745411593605,10.196151766115143,5.729149179108267
bug_Latn,12.992423990979846,12.105646872836116,12.115190356199646,12.208751998572795,5.310486586993736
mri_Latn,6.047782186338336,4.754221818370231,6.050731822405989,3.9991236265100967,18.905544569810544
