,aoa,bah,brc,bzj,bzk,cri,crs,dcr,djk,fab,fng,fpe,gcf,gcr,gpe,gul,gyn,hat,icr,jam,kea,kri,ktu,lou,mart1259,mfe,mue,pap,pcm,pov,pre,rcf,sag,srm,srn,svc,tpi,trf,wes
aoa,7.4812010415001655,2.5997125068354627,9.499487698040573,2.9690101841163927,3.469676998659464,1.8125270356348193,4.593490105076786,3.041102608231056,0.9545564859328608,0.21793235828202967,1.8850828477694765,4.6283894879605265,0.199652519345529,3.5872663288631452,4.604202613435939,2.860892709877531,2.962914829845266,3.010977162558225,6.486877248236245,1.2590964782767116,7.224565867870935,2.365400669743745,2.0240193632137795,0.7857415509002281,3.0547239995880706,7.397731349230336,4.197498659013027,2.4914880661064704,0.2559080223383944,2.0919944756897064,6.364440276535085,7.377100537717182,9.175952581112803,4.961857269004436,7.362900722755443,2.2024097889066625,5.437050419099833,3.971115285293797,3.9509658762197537
bah,6.530748769768976,9.01899434347259,0.373078921653209,0.6437959997728541,5.66155518003502,1.18808372050741,1.3775474426001415,7.849628625624193,0.03838301985594516,0.547607918142391,5.243194949395915,2.049415424115763,2.339001386585424e-09,4.90418038183447,5.044699815030972,13.16692873829622,15.197233262066092,2.3913946769453385,13.26339095545259,4.659837898105964,4.402637638035898,7.382856122800048,0.22110442334765512,11.610132633089755,2.834715791585613,12.232624292093355,4.079845966643891,9.533535970197729,1.527062203437071,0.29684181244205304,8.240054575031719,1.1608434937641237,3.8768453090460517,2.977869482933362,2.8309090516857425,0.008645576201075615,7.078843701756711,15.64638607259652,8.114470625059004
brc,0.543840452062344,0.4776700692076075,1.7649460639878642,0.7034711309152539,0.9293958811189685,1.3633774663188707,1.1461863682033382,0.8876865361830495,0.6653569249318383,0.6496983568610705,1.0594875987057524,1.1395394530652234,0.10856077040949662,0.85087988973872,1.0946593705131422,0.6613192479260327,0.8805622888673071,0.9339405151815796,1.204204894822404,0.5141032402036142,0.6652701240103991,0.652392033366141,0.5048188684486282,0.9553464216826529,0.9608298883904453,0.8707741491302562,0.5158733386994759,0.6029089181226124,1.4590519757633273,0.5324633216978714,0.35603878837431174,0.5584408378182705,0.7626344351713732,0.7535798048318326,0.33544592648979293,0.6418818662947222,0.32734450731639675,0.3817126711962451,0.905268538097043
bzj,5.8939575230021966,5.8347925557773666,5.6483700584851215,8.528351475190227,8.665217122196227,6.562874222513803,4.2771358813817475,9.244566702234334,4.710073400669382,3.8744789281364542,3.4120141336313803,8.295252952087948,0.9746807292012338,6.942423758055219,7.837474539695416,7.790957046898505,5.838016762165866,7.7621636224109105,9.031396601713896,5.5742206990620025,6.192727898508753,5.788216284618169,4.623501660972723,7.1368942698977875,5.629196795250779,4.522646871620838,4.996204295180655,6.085544702447437,5.1072625512380725,3.898647639649592,5.844407088763022,3.3264489606672134,4.598966356956537,4.34985962114955,4.876863406782175,3.712612081230305,6.170823308921364,6.025798749372696,6.1383257132490625
bzk,22.22132653259843,21.16822102339956,18.75027561373412,17.170703874658447,27.302184062831433,19.60631419320699,21.45407834321895,27.022488583551322,12.740501686740275,18.55403716612343,13.78038007796614,25.17511631650704,3.6290128929843384,17.737106753949668,22.669470595028805,21.848767632327306,20.97224557546634,21.957051038125705,28.465767912555997,17.065380894575537,18.72418647120016,22.21992551818615,13.466872236524221,15.448486814278844,19.774335847810494,13.578325427703103,16.762084353340217,16.96348663347226,23.43805051079759,12.681774202290956,18.876521631373098,20.70523518689546,24.42181792762776,17.021820510230505,19.809002711994196,17.108706219959263,17.96994675276383,17.17315865486033,17.370351640146314
cri,0.3214450164957926,0.28260402784416305,1.0267175441804237,0.48201372108767243,0.4003839920537953,4.973862806014538,0.42175591191261513,0.46257939051799124,0.1470221133439464,0.3939851517994544,0.6381219059158046,0.31387088156472936,0.3975515837008212,0.8618537087928,1.1414352979700113,0.33889115683937016,0.8085178510530394,0.47681293246040735,0.5033466685480626,0.43090230967060666,0.6547205840557724,1.1392501397811874,0.4172972161169728,0.2296383764862936,0.8286777810397911,1.1273948096702386,0.5703404174372089,0.5898657298873341,0.7747744218603951,0.18296796149599778,0.7232418184234116,0.7079632146201238,3.4070390230699923,0.3066649792278145,0.3190953398228768,0.2532575902244522,0.5437413918625185,0.3388485455160127,0.5821126829632123
crs,1.85724175043524,1.777150314728452,3.834449594326802,5.271815740703878,2.8289393348240615,4.420654691787352,5.362202956345346,5.12706529762418,3.3771097290689793,3.360476197896339,1.5316994079781916,2.753339813624644,2.5418357354256824,5.487576687105496,4.782903188371273,2.3611049668443784,5.282189041188243,3.791979482675867,6.116250159265529,2.596555114754721,5.97029802997553,4.169743243582826,3.4131982046065885,5.701615441870148,4.246561682860511,5.308284103076074,1.9902690088015096,2.560907801061411,3.683350292167984,2.081979943516774,2.0665882263113766,2.4417985513945157,4.48492049664661,2.3542430217142547,1.3571387563277633,3.075576348999189,3.8445866695415534,4.160378494105953,4.234289681974779
dcr,11.222965967570884,4.3149265539788475,9.429639533543128,8.490596516529447,11.044807519544808,8.559206899680273,10.862250778355742,11.213940423882223,7.664662161946841,2.8464412458915063,8.656967834834806,4.43294477948562,1.875802089692295,6.694249433082746,11.623024109701873,5.768805943504341,10.630500832489416,6.060777372493537,12.17110350176492,7.198770243233431,10.160952573756065,8.352248180067376,4.656842093998108,11.065212577211351,8.557570146202107,6.960679116970446,8.671582284903318,8.135336585907801,13.153515634768212,3.6205605917700354,4.9421625402533245,7.529203306923924,8.478377500139112,7.757787069948661,8.22346672431635,9.123406775131555,4.681536198310461,6.680283143628955,11.503064787337157
djk,1.941292146728243,0.40297367941611467,2.3498265544445887,2.219980138479561,1.6065509838613141,0.9050966726595742,1.810126815622166,0.7152013084413084,1.7046446468674028,0.5770565137357846,1.2111592404403604,1.2238617674863332,1.2358961665405541,0.6593970577998569,0.7612305196472032,1.5029491850861478,1.1387850181046677,1.6240316728586726,0.9858157150382426,0.876634576741517,3.2695175081315857,1.3499323222283988,1.0894841419017474,0.968848102142981,0.701328109276848,2.9280942846977935,2.4086614571883596,1.0406975577836268,1.0789282909420437,0.16313504467625284,0.7331837326686962,0.4092793341177336,1.4823486436982312,1.2003140967700416,3.2884655110881296,1.0084407764908172,1.2561510279355017,0.9775884708026323,1.3133088693731068
fab,5.613005445140304,0.7481824306009708,3.4555481760897147,4.419965043150647,4.579198369198136,7.17237293494585,8.538899173470627,3.4556562689904164,1.444937569928861,1.1643170352504824,3.399040993334581,5.958350903521594,0.08323546045499564,4.5162674685205255,9.59163973782225,6.37115748591062,3.196292963266231,10.079726717249777,8.936205126354809,3.528713377990863,7.92666060747924,5.097809290093412,1.0125435228216215,6.616162869674565,6.989741492549818,4.816054550943145,0.9246192930493552,8.772873447831762,7.4089912020413,0.17758777100540052,5.427065529530909,2.9102893364727436,9.307820726778733,6.25147581043697,9.558807409615438,3.546142034792484,6.540392418815048,1.7829357266647665,5.5056371387305605
