,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN,eng_ENG
ara_ALE,14.032855317016967,11.017827215822418,11.195657213566834,15.693280202729143,14.35466749298592,16.99352634243968,13.420744080429634
ara_ALG,15.972406838861614,9.422005353176608,12.65314007638046,13.11141277228888,14.458006438793506,12.92384599336206,7.459772853537299
ara_ALX,16.449431050191425,15.29703309149788,16.401306521147713,15.817857108228282,12.953778320498394,9.748978412356761,12.643078768086413
ara_AMM,10.485959280096903,14.390275455321843,14.092048376979616,11.971230151736965,8.894780669392818,8.82066361279831,9.694738257847048
ara_ASW,12.750802040134266,12.425944173833846,7.822109906296028,14.725878754615614,18.608245698422042,11.031430289158443,12.93129655986656
ara_BAG,7.706177925058209,9.663178916162542,9.59231350899215,11.24957064002944,11.004405217051257,5.9510554163727445,11.328178267885903
ara_BAS,21.400779498259357,10.278018674893932,4.271472393017435,14.812130250990649,12.622857390322311,10.820129965418829,11.815802842184961
ara_BEI,13.898684607213946,11.226872494671158,14.929353267211745,10.430493731392357,9.610426340518185,8.997555535423496,13.627191594367313
ara_BEN,5.548718100743929,12.865582347550347,17.318344941050103,15.44429122468633,12.157074097522006,10.528968490856641,10.226970427902318
ara_CAI,5.510228668219493,10.6007796552486,10.839928804491821,15.10536298862182,10.905259229308678,11.059009671482881,11.041204173173853
ara_DAM,18.323714618357442,16.65552545483943,11.700421148410193,17.98969279472692,9.950451160279403,10.256587535872072,15.075685828081841
ara_DOH,8.442886472585753,11.395877680636797,14.401430731580211,11.77009181555616,11.198348830305791,12.034853451188937,7.357018503922472
ara_FES,7.429969056507015,11.737016089182386,13.030289352677437,20.192043482541237,12.783067182369145,12.739185368956504,13.386202083839946
ara_JED,10.978316853879715,13.199638858932744,16.238455843580535,10.384874922442547,7.152915876157777,12.195568682808673,13.355541456267234
ara_JER,18.717736106581988,10.651166988678613,12.73822687517811,13.801173378943743,13.68218380733886,8.893726123195506,9.826257555818268
ara_KHA,13.372595226347164,16.360424636100948,11.297848854117047,16.82993978189654,12.366195272242875,12.366531895745316,4.938221260216233
ara_MOS,12.143302831865272,11.294987267462913,11.789687336531099,17.370720352009155,12.084680770759629,15.715013882787712,12.055763611587247
ara_MSA,14.756050967736979,11.53360043699976,7.709537277577129,19.771623554116566,10.523418371764217,10.277509809788956,12.735434780254998
ara_MUS,10.222358019149715,11.94295115692585,11.879341447150377,20.018700520645474,9.869869788495231,9.656318500362184,11.351021044745904
ara_RAB,6.306152907565286,9.489817807384634,11.283315806070995,11.207152563619836,5.482321103097616,10.483419617226202,12.109471073385327
ara_RIY,13.654056328161177,12.803765493008129,12.997173534991807,22.15439240408116,7.761118595600934,11.962619113268408,11.998840023893486
ara_SAL,10.061127873766711,21.20605241046917,9.726265694252657,16.489616191450317,5.40201133230191,9.90873032125408,9.634644696870689
ara_SAN,7.523175842863104,4.902921775468791,19.083046743910597,14.029067977080675,7.124030451332149,12.214022628637675,15.167128972520691
ara_SFX,9.800690759298025,11.667152463336201,13.487342335141808,8.2822603177316,4.44260249211411,8.753926009460946,7.69371157934663
ara_TRI,12.317615269626366,12.411473701151454,10.638537989398833,12.740481281583923,10.91978326413394,11.76729190358587,12.559118138431586
ara_TUN,13.018278860633705,7.9151293304979315,9.567620570792986,10.934734834818885,13.504910335228216,11.900387973079809,10.18443478618285
eng_ENG,19.61800906249728,17.798501842854744,10.37183274690228,41.7688148620755,22.326685759588827,15.928147298660281,93.64297561080537
