,bho_Deva,hne_Deva,kas_Deva,mag_Deva
bho_Deva,7.973573662477213,8.849625699467328,5.789054160808015,9.684753875838387
hne_Deva,8.085407715469126,10.268121028693075,6.0964734689165185,9.26171557088804
kas_Deva,5.728266372680152,5.254800357779884,5.501606950209853,4.7566645083903225
mag_Deva,8.26795673461059,9.71702143777503,6.166273495149253,10.91359533643214
