,acf,bzj,cab,djk,ewe,fin,fra,fuv,gul,hat,ibo,icr,jam,kor,kri,mai,mfe,mlg,por,sag,spa,srm,srn,tam,tpi
acf,23.900141392139513,11.779825609200582,12.33411995630697,10.941890903463424,11.617881437547464,13.77883042799623,13.019213880196245,12.03814743568337,11.799761635549165,18.294559480807443,13.007879999518131,11.502507161763155,11.551675771638259,10.475678856567134,13.768048364542526,12.423992972347857,15.693205584637942,11.119680059314181,12.992173112040017,13.822705393492237,12.832722788811715,10.83322266773249,11.24649769668241,12.215098130304662,12.527548679176906
bzj,13.718207761552145,25.50386810217845,12.25724004807972,12.729435472814615,11.970283893059836,13.822133984771733,12.102632798924663,12.64236452111859,12.853947744115231,13.049260410605049,14.589837577172965,17.266278750710363,16.634783103343416,11.96738898905936,15.35712832590236,12.856123607597755,14.221236531796993,12.706728522293382,12.841246144832036,13.22084718247399,13.190371883892032,12.171779583369391,14.752178948089293,11.988589835823767,13.056650131345668
cab,10.1843497885925,10.468335536651754,21.479731118171923,10.222306033544958,10.700856918527489,13.014432241804222,10.783669960559445,10.818540663136227,10.006916653874164,12.451208922396297,11.927628473467674,9.316211069747515,9.816954074977378,9.011056948313618,11.042395762522645,11.02536623216794,11.31629509777757,12.826842712241662,12.062401924239781,12.9821011871285,12.923274408878546,9.338218155069693,10.282059042016884,10.007168673463267,10.9367026784952
djk,12.951007548763451,13.19925257465924,11.971176855880609,20.7090743305889,11.519563385808771,13.342764562089796,11.600687145079537,12.434257006657088,12.891485311731158,12.640279280202307,12.756965177256788,14.208859227983792,13.733156877422289,11.270527389101604,14.40424721397117,11.332449203895736,12.400718988672166,13.060314532245302,13.213642221745925,14.15482411830383,13.420266023726596,15.433718926798859,17.606105193169032,11.50305645682488,10.790151998187124
ewe,11.49127266067633,10.722494326016026,11.772750534797275,10.420564379418682,20.243052488830717,12.480901391108054,10.900222063296479,11.968778649154391,10.312779589427599,11.239405626511111,12.583836031989717,10.281030576075475,10.764575560007135,10.498468285991407,12.17491231177399,12.471594064427936,11.359617878244405,11.532443571253568,11.681866910852442,11.455183290686348,11.680418059188522,8.8618521718363,12.831470185388108,10.9804344880704,9.241445578126841
fin,11.638033437976508,12.513828715312947,12.679660839558302,11.201529161974072,10.512356442630963,25.95677218997669,11.967598413750387,11.671413382737358,11.914759761774377,13.448046221729468,13.393822880947107,11.115058849178066,11.109553189226547,10.758241471390516,13.177021727503838,11.958584309912357,12.18190183135939,13.296336230864627,13.884283288638526,13.763470369597608,13.774352428099956,10.661259539949862,13.116799010928275,10.55123074995009,11.935821175101728
fra,12.696032532414197,11.318774821697522,13.127189182888246,12.01135402137687,11.749227938719716,13.93521809941658,35.556677786857854,11.323415094876554,12.996081625343919,14.060162362417467,13.574795364394143,12.071193938886864,11.194277827670227,9.555403786873978,12.889609362379794,9.274164141635124,12.894381883380623,13.184906380783376,15.709836364699555,14.64532537980466,17.454361228518074,10.705008370920497,11.70612523579882,10.47338515202923,11.860775107315863
fuv,11.030049366519767,10.75859792040101,10.938741037488683,9.185623727668622,11.84862661966529,11.805237860590262,11.041746179527223,26.21416695269453,10.737283460391744,11.50885072218069,13.047829686041268,10.663586900320073,11.365406966502103,10.322633889902061,11.548239718899824,12.155368300597802,10.681308696423804,11.331061180698505,12.520093817180738,11.407289193844127,12.137374410381959,9.849521632780748,11.54547150217983,11.305408472544341,9.522039571425422
gul,12.810413262331858,14.880158156929578,11.955774689825567,12.387432367018565,12.078304728611137,14.076794570999821,13.301467747485754,13.297118370237342,28.207463138367356,12.758572688504879,14.793809308708394,16.136673432985575,14.183345522743036,11.390729167508171,13.77843931615908,11.50039567882215,13.24255013072633,12.789169696861277,14.569076607825087,14.036619601425162,13.460942201183473,11.052231595791637,13.68646943499297,11.643802854266175,12.898938886648192
hat,16.24702170249474,11.476754484150982,12.41354379003012,10.989331316672306,10.883871795492285,13.162637058321272,13.465504498727702,11.291311222720132,11.737195136812288,27.1974106301762,13.331787234054907,11.367456147114442,11.435412542881055,10.09928786484572,13.497933786411915,10.700694234106624,17.0533612195438,11.96450689307775,12.98526928979499,13.909787779582341,12.974844213472858,10.203778602483265,11.07652708845369,10.342654234780621,11.916735355758066
