,aoa,bah,brc,bzj,bzk,cri,crs,dcr,djk,fab,fng,fpe,gcf,gcr,gpe,gul,gyn,hat,icr,jam,kea,kri,ktu,lou,mart1259,mfe,mue,pap,pcm,pov,pre,rcf,sag,srm,srn,svc,tpi,trf,wes
aoa,3.8175339029277064,1.7773160856233097,0.9299899216464121,0.580088453346039,1.1907930759715069,0.7629764798669529,1.3418251653237032,0.5613260933680994,1.006196685745708,0.9689250872849502,0.628639922100041,3.7944189225507894,0.3541626557008885,0.7441591044973754,0.5105520289803189,0.1957160847246927,0.3614313647494605,1.8745183826338492,1.0413241287396706,0.9686838710740032,0.5695564532840012,0.4088399219286171,0.4119383930833237,2.938209124647774,0.9066887430842251,0.3689377450792326,0.09396245241395552,0.6655049965396991,0.5844573702901841,2.1235800907235283,2.5562946801313235,1.335952662868933,0.9247764289580868,0.4489524796983592,0.36978082093647796,0.2902441911824548,0.6079882439250215,0.5846070348220006,0.5046979598858209
bah,2.475501534785373,16.819485642362746,3.079074109828341,4.695876454180962,4.913322171689986,3.70880111921362,5.654816632568967,3.797335573690761,2.881791328037277,2.4814943296703147,1.913902107103169,3.4268304513620556,7.066528335620601,3.4113381922296773,3.9234478762523564,3.726069439503008,3.5781622216145412,8.531901458147498,4.8587201461021685,4.693741365998463,2.469265502392932,3.227947193366863,2.510239185804248,8.21814008353766,3.65170635759575,2.302166225360406,2.492220540972203,2.7073918946335995,3.5052017214690196,4.62879635691805,2.861513564014082,3.5054049136209304,2.501836184749744,2.457189066652779,2.3708871686774193,2.866793854987613,3.025489808979603,6.388041714857284,3.606745365528633
brc,0.20504694006116925,0.6301210473968422,0.42821144418791907,0.21032242260103323,0.07189989971385086,0.46018422184826135,0.5470211193951651,0.44653364519056993,0.38836676601798364,0.15619030729895986,0.1587413109405134,0.19747220320129144,0.2904549902878929,0.12154745784355536,0.7611493952799405,0.3128608854236612,0.36665212448305584,0.4681168608912474,0.870587829167524,0.36771862713187997,0.11328001046909864,0.10892685605099808,0.30736824168176424,1.4543373804811524,0.9900907909826261,0.18845937853936878,0.10225740924449768,0.05476103094621936,0.2070573751759089,0.09960004673979736,0.18550857866475828,0.694456983285613,0.20349269988060506,0.23645471365432877,0.146796344921844,0.4940552284632498,0.067349965103931,0.34706818100432596,0.10943409670516883
bzj,0.5726474719009661,0.9581127695427925,1.4161359707625019,2.215131239996504,1.852310096638896,0.21883835181318723,1.2222641969609431,1.4599534827909078,0.6751361636103151,0.17157226174128923,0.28982970378139267,1.0511584266554885,3.212081410535358,0.27257612295651024,0.6363254875950408,0.6099532240677886,1.5957404110277509,2.3595050023556112,2.3088073250141408,1.676471349552425,0.30720527848112794,0.5521613642186928,0.15213483698372393,3.823361539394545,1.1527309645392745,0.3432639544255597,0.3940546503679778,0.47385483031271114,1.2757173134908424,0.9251286818033986,0.4380829901171283,1.2656135632554142,0.41989662953563417,0.8406409459596514,0.3751950568576447,0.6897794139507987,0.5175589002882552,0.38260437117541957,0.2426975858561034
bzk,2.4141987997460532,7.4178903116617585,1.965991466189533,3.712992872524479,12.747628673325803,1.6306820382643623,4.60929996324682,3.8888035790881426,1.3860371186713654,1.2641543268318807,0.605927836085571,2.8260386382597953,11.147649344828235,2.0277462828353015,1.758432420896785,2.395324984726816,3.8851462943061863,6.297422700003815,5.855963820415789,7.349541547870175,0.9216681292487273,0.8230271780695297,0.965548990526447,9.4715349903754,3.012877280258452,0.8881263884897108,1.1859372311006273,1.7023552114100728,3.3383519000200037,2.9192323873701413,1.0603287587047097,7.4998300316018005,0.6195683495256384,2.509924308584388,0.8042104961247691,2.621423350134497,2.0339342490696555,4.605713053636865,1.5866919523129965
cri,0.2102639298003751,0.3081804570056811,0.2569208018786403,0.04906339191197979,0.2534441016594796,1.5791973069304355,0.4106615556680804,0.147201589558971,0.3245171977826326,0.23934922352240998,0.09486634861953423,0.09993599078435086,0.2755669878289557,0.10939975975618445,0.1846910509433042,0.05597087289339518,0.09878121519945157,0.37518961012471364,0.08627383523062203,0.11505876488098529,0.22915154915522437,0.08264538372660038,0.1075673846507647,0.46828213149008224,0.3295729108681883,0.09008505923272812,0.057020068560957045,0.16226322281863972,0.1417098052358764,0.6061492959962527,0.09926507909753489,0.16908946252687232,0.1246804906768918,0.22803355364119454,0.027353443748219887,0.144052995791278,0.18866168321594431,0.18847358462763483,0.12069832855682969
crs,0.3200603351026984,2.701293644217006,1.3267042107665097,0.26480250659270965,0.6820662321702909,0.4685547673290104,2.294823605304719,0.2787942615060089,0.10920603584996566,0.7424473741787144,0.1718347286909311,0.4994006857422105,1.5309586038471432,0.6101740697082583,0.9147477286891095,0.491542295441051,0.6902051400557272,3.931780654453156,0.7514777749965971,0.9035193305822586,0.33309059626116955,0.1200539447082759,0.15892812670405002,1.334345669573058,0.7814318694454521,0.27454675842233106,0.39606490514456794,0.2763662686852984,0.6405669833621547,0.6911486991263586,0.45700481977586865,1.9363544939986024,0.23890223322043944,1.1207691468345333,0.24701656153064377,0.4193533067368682,0.6511367913476799,0.8262430160259816,0.3229089396603736
dcr,0.4299744096459088,2.892746491131411,1.086462176631804,0.6431538196963137,3.278963354386061,0.8493679283184352,0.9011766076431406,9.776585399936444,0.24024323179049126,0.49630059232639395,0.5350639010782433,2.0193008301210287,1.3106732928341691,0.4322205952246584,0.6406886094785342,0.5999488637356648,0.8857654344921847,3.341088650160704,1.9376873262859546,1.446151441225384,0.40242995355694544,0.25587922965080234,0.4942731762303314,5.810154766352703,1.2179992492234237,0.37722883007569047,0.7553714685062076,1.9584393000500246,1.3433521797883163,2.766509568673667,0.6151717938862304,2.7437992549947015,0.6044968284649465,0.8588043024806458,0.5234573667048237,0.6989941278954148,0.41662934492447556,0.8855996823614968,0.7234646289172174
djk,0.09433232652086601,0.30859334955123036,0.13433088571345722,0.1265813486122783,0.15127448651470707,0.4916131891823655,0.16773187524961808,0.15836402877768552,2.8944480097360867,0.17903744522269105,0.12159910172012418,0.2733996270382587,0.08509356276962826,0.11442705176813703,0.23736321767915958,0.046756029109709434,0.059178597318386095,1.393501443344056,0.16176084616072992,0.16427381718846473,0.18251086463935204,0.1352320142217556,0.16563139973606286,0.27105465146779717,1.6452749049004782,0.08020255533582912,0.12110519002959363,0.28076999076152637,0.2894168389854931,0.8370686620553092,0.15574847735881375,0.20177323570148456,0.043668816796940076,0.3477682792006118,0.060668994673816264,0.12502819142931026,0.36911358964875796,0.15621983427743294,0.1551591862384984
fab,0.6829768724573979,1.3545504342587655,0.6393040562652944,0.4394239252370078,0.7167929395424109,0.9776925082999185,1.4725331651234013,0.519988778062465,0.4336831636326972,0.8141803974780504,0.352486053729959,1.793409717495092,0.6753455056144176,0.32990953336763734,0.2613616278639604,0.6425614564367679,0.16952229936489552,5.274467664508908,1.0977855817736768,1.0443068827820272,0.5464554941117817,0.28022165283732176,0.5092442677356177,1.188022279828493,0.5604926653122846,0.2533994984632231,0.22683870521754643,0.5629358598770164,1.266737981371691,1.655285070942904,0.6612006230830773,1.2032167614596938,0.3287731315941544,0.3557855714893887,0.3342566183347997,0.5486675562884641,1.0731163672197541,0.763544563626983,0.056431709851888334
