,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN
ara_ALE,16.996255968697913,12.87774092830962,13.340010429261053,8.10971248444225,9.766377731799667,9.199159327187461
ara_ALG,10.035915756942542,11.782130258447616,9.572548961506314,9.149228938713485,12.30423977709746,11.016403433887813
ara_ALX,13.034302257961263,19.35871720663258,13.438685405163481,9.595663316630954,10.451146602841964,9.81847254337519
ara_AMM,16.63864127264011,15.883013578435815,14.589749616742559,9.626443316664087,11.42188255538093,9.742751094828487
ara_ASW,11.384128990261235,15.8169788347569,11.66827159439076,8.501742174618746,9.034912987475527,8.353309337881603
ara_BAG,13.989949357687433,15.000008034542113,15.045153461897936,11.006840140052933,11.756252694267896,10.757700326180462
ara_BAS,14.101277102107403,13.159516453234835,14.735476461427456,10.308265381257756,11.284847790439558,11.390945506422957
ara_BEI,16.933477139437244,9.748883201450548,9.737118233784726,6.828764600217911,7.561171473208039,7.103079398810207
ara_BEN,12.603475716297375,15.670465532719932,14.701653215112751,8.75762693710088,11.877651029161937,10.422645433915267
ara_CAI,11.957978412472995,18.616699953598594,12.375589623457255,8.706890154666056,10.289818505693967,9.309252575661906
ara_DAM,17.096076160761534,13.019507401830472,13.95665160301851,9.280821665619069,10.340642449102438,10.104579949130258
ara_DOH,16.178281473406113,15.980072999591437,22.340194885661447,11.72351252009514,12.604686601789101,10.58043013374463
ara_FES,12.708223248609306,13.215114018904,12.26477158075443,8.73404809944497,18.851182300819183,12.290172763877841
ara_JED,13.588314094607624,17.372200151850024,15.683344949006754,11.069313195478127,11.754488136467325,10.308639924664325
ara_JER,15.883941336861872,14.704768603715303,14.11778788321125,8.424778635693158,10.618092381606209,9.519507494113299
ara_KHA,16.973040165023995,19.442735881167597,16.14032482937102,15.85924506614516,16.286311092672165,14.61966351944003
ara_MOS,13.540595260105594,13.680760871229138,14.069832343663286,9.681425672106311,10.652224526524472,11.099499942615445
ara_MSA,19.10214222748373,21.732411734949427,19.71030320137569,26.60842288484936,18.557045642014227,17.01897230761766
ara_MUS,20.182157190328148,21.224307082835026,22.410105774510583,18.714248327845166,19.00421371938607,15.06675482221651
ara_RAB,8.86411834806706,8.879224069619879,8.225416878196087,6.323783100345316,16.23723073718781,8.863917363665594
ara_RIY,20.792750133968344,21.332119855780935,23.075319564896375,14.874699237277266,16.29866640137392,15.176741492826485
ara_SAL,16.487968196558587,16.704093837169104,16.357256920298155,10.122480221930052,11.145637309894392,9.991665392635376
ara_SAN,14.341453649674687,15.864352766671159,15.072999019826193,10.499342226735745,11.415603633580757,11.235995837089124
ara_SFX,8.119540713469522,7.915867801865846,7.165761155357748,5.469320466003758,8.351589693321849,11.526537578295406
ara_TRI,10.566252588863279,13.049968490986872,10.703850700967655,9.110358153692934,10.429775722515686,9.549970931895132
ara_TUN,8.406953498770756,8.632979615165766,7.4168316785975925,5.329812621590841,9.250906135878939,14.186603712145843
