,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN
ara_ALE,35.21334487947554,30.281410321220893,31.48416046591035,26.017879457914717,26.844883726398283,26.595330890378705
ara_ALG,29.06708708029425,29.745784797017322,28.807698486562177,27.809620308158333,29.969520064482115,29.210495069297167
ara_ALX,32.36923502375618,37.23007107335815,31.85433631110061,28.020517923890626,28.198583286676843,27.6596851368827
ara_AMM,36.580931303184116,34.28444883901973,34.59470442516084,28.868903595749266,29.922197684305395,28.4949199308911
ara_ASW,30.473149190142422,34.41268949189863,30.744439882227333,26.509013111555845,26.774362766762994,26.256090717984286
ara_BAG,32.88470391138882,32.138450540663285,33.364147675714584,29.299835323595154,29.53780763408473,29.115847060513484
ara_BAS,32.81031294735918,30.54693634944668,32.73907025759373,28.515218502411372,28.606636528356056,28.38067298246885
ara_BEI,35.44656741638739,25.928336981215356,26.96544467914674,23.081737973758003,23.89144793327932,23.418478030777955
ara_BEN,32.26002766959822,34.283578277208754,34.48191567551648,27.8445473750555,30.009027282927363,29.389221472366543
ara_CAI,31.030864037180685,36.67870135105345,30.678016024970294,27.09157324135387,27.326570822266167,26.434705819843053
ara_DAM,35.848581624820696,29.845696629470858,32.05780174084377,27.14784604577541,26.904206373381562,27.331292289235854
ara_DOH,34.78950130495092,34.02099699757285,40.39612443228572,29.480548367357322,30.170777287484178,28.95113546165275
ara_FES,32.078988602712954,31.394747684834297,31.438900107032673,27.7173590242858,37.32681350024155,30.813101588499713
ara_JED,31.597111978387886,34.10050126807239,33.66306618433751,28.195138138130854,28.987114550528847,27.752029161872986
ara_JER,35.40004000352223,32.23010952398039,32.7339018202857,26.112606973951824,28.057389563574947,27.150036611681223
ara_KHA,35.596146920847424,36.757374911249265,34.45809502769339,33.818034620341955,33.06236767138355,31.875523213673713
ara_MOS,32.870284141473526,31.803897361379295,33.308214897314116,29.729805764858135,29.38733037214846,29.62877679371226
ara_MSA,40.73976655410318,41.45803917688416,39.54102198118951,46.24810564447666,36.84367395801922,34.48893992795941
ara_MUS,38.96314524553286,38.70068254178997,40.860936489794824,37.95220622375719,36.24558367148018,33.57559892534954
ara_RAB,27.50958552011255,26.695633465719016,26.897314603208944,23.557822566951913,33.99618019867055,26.835604883566194
ara_RIY,39.39681510031888,38.74785186083729,41.96740730463526,34.519311699086416,34.453728480277924,33.56250517236693
ara_SAL,35.93670048352971,33.19668834020311,34.13348233156443,28.26087406403201,28.784859519747958,26.918247780708608
ara_SAN,32.82598630102914,34.24942346901482,34.39312768374778,29.263929590585334,29.35504102766313,28.661855512808028
ara_SFX,25.45475080885278,24.85829172242687,24.664708251494787,21.68180789518594,24.582433216996115,29.89238560436418
ara_TRI,29.671319513952373,30.995108829467195,29.726157076872227,26.888299108004652,28.17536775129183,28.065743469130034
ara_TUN,26.586702145932612,25.729127977335665,24.894772215125194,22.09001554979339,25.75268912540662,32.067850007449096
