,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN
ara_ALE,19.70601461496102,14.341704205258775,15.384940469488422,9.711703940993871,11.465618551863571,10.932418312514528
ara_ALG,11.794665392057926,13.202703515473814,11.555541360565936,10.599437127922725,14.05960546826063,12.890247978833093
ara_ALX,14.928024579278395,21.450106706126313,15.05776190524931,10.8651680403728,12.148104772159783,11.37528106090177
ara_AMM,19.023061630122893,17.799694979236214,16.475896065121635,11.077635949384915,13.275186712900053,11.035859779834198
ara_ASW,13.125395443286662,17.532427106892168,13.378732350833529,9.959422391766289,10.409759585217873,9.719864554055967
ara_BAG,16.159223736273685,16.80593152311367,16.87374817196497,12.433573798513244,13.659978636645388,12.119933028509282
ara_BAS,16.143987650892598,14.88752315254067,16.536990541234054,11.617271100344587,13.3578585237333,12.795365242785133
ara_BEI,19.67341487265849,11.23664084146848,11.171079189502995,7.8107563004944724,9.452041222015009,8.557953151471793
ara_BEN,13.703679994829121,17.334781965920463,15.709920567392574,9.842816825037644,13.487250828182448,11.280383722974436
ara_CAI,13.795632960694729,20.97085859460612,14.248933791145534,10.196488499375999,12.014845781436302,11.079663931466222
ara_DAM,19.268455907136325,14.480373176237478,15.673917135997645,10.130702098216881,11.771973322896352,11.477867199838329
ara_DOH,18.455402689191875,18.03705545847955,24.754613908914973,13.338114961933918,14.712712675842685,12.290772744667247
ara_FES,14.60210798948182,14.647871174258626,13.96109469048459,9.888638805282532,20.77024660956077,14.145590871573104
ara_JED,14.813155263461047,18.727490695620563,17.156493621761648,12.254520747071187,13.166615575413822,11.819707013220334
ara_JER,18.486137126570117,16.53984770999154,15.865345970388136,9.939711398366839,12.576365614644724,11.141212228910263
ara_KHA,18.790426965042435,20.954265131028357,17.699453341218852,16.62358160542809,18.141035602121693,16.351935945686588
ara_MOS,14.897246941401258,15.010256158962523,15.749468243879333,10.163475242858304,11.877264278217618,12.211909753647973
ara_MSA,21.216998903853764,24.29893742535559,21.516451364378486,29.298785452708035,20.52742087709231,18.935147221900614
ara_MUS,22.19814385223493,23.122095506475514,24.682483666807165,20.032074546732346,21.241204991724956,16.344665569683606
ara_RAB,10.861965952398661,10.66952086613356,10.343499130819406,7.399421287910394,18.54707768640604,10.870198738573357
ara_RIY,22.933492889066745,22.39985104391741,24.65672326297932,16.159064299960058,17.621429193998832,16.50015628234243
ara_SAL,18.862800376884746,18.22679250558042,17.738726029410635,11.57161289358645,12.9958982556824,11.694093614977751
ara_SAN,16.168015456357953,17.282365321235247,16.777961764427538,11.864209605331906,13.489294568967715,12.525393378292021
ara_SFX,9.946057485126195,9.882953764942522,8.736964754623282,6.2544123561932246,10.410100563455783,13.527832381622646
ara_TRI,12.1038787120218,14.549724387126243,12.415325249252154,10.265902420419744,12.036351838862682,10.85174893211328
ara_TUN,9.931654279123984,10.19706968943833,8.870750912343652,6.092074109516186,11.232994305819568,16.248003108116652
