,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN
ara_ALE,25.128509718582656,20.557853987276147,21.51644069701494,16.650822903354054,17.258104085740328,16.841303109828594
ara_ALG,18.84630904793397,19.859568505184647,18.47184098378874,17.9186552527375,20.091645118782896,19.27858718856227
ara_ALX,22.26522436694423,27.267787202499207,21.669958281443712,18.388779330686454,18.464694227250718,17.920662086300794
ara_AMM,26.381564211502663,24.373434631794375,24.402000173353173,19.103827762192605,19.973370388517893,18.75659202253259
ara_ASW,20.095960497272298,24.331407987627173,20.462025082486985,16.77798795487965,16.81522669330045,16.420760078924467
ara_BAG,22.790449281140887,22.21116587111802,23.085612583380616,19.752669899472576,19.746899652805233,19.258480832199297
ara_BAS,22.70161286791403,20.73929434965865,22.846670988518294,19.187301370990852,18.995031979403244,18.64778632830638
ara_BEI,25.471006315589687,16.365183045755984,17.098284533674803,13.82431909814886,14.462445566228595,13.95235431266985
ara_BEN,22.31386819128387,24.39558109549059,24.40239131160243,18.365451987980993,20.46217124034633,19.748925185788934
ara_CAI,20.849405008703606,26.661482853169424,20.615478026012468,17.404234306865888,17.60219945475771,16.72391034707075
ara_DAM,25.76904754204768,20.04267801588695,22.04483081308777,17.611354338017392,17.22325620588368,17.735109964895102
ara_DOH,24.855822273712324,24.39092094737635,30.50322700440922,20.071826753975728,20.297226125427976,19.39644743995031
ara_FES,21.66949396107512,21.257618389095256,21.116738925888452,18.157478599365117,27.322855342975437,20.698401458435296
ara_JED,21.71760859542399,24.558424017009223,23.71537236661214,18.73841428720963,19.361199428320667,18.115783463945757
ara_JER,25.323800375120932,22.437806216154048,22.829944948192292,16.64457715651979,18.452701059519157,17.43798951643916
ara_KHA,25.522181135837375,26.979144430807303,24.337420628261103,24.253867350285205,23.25484466830197,22.165333459527524
ara_MOS,22.826846190034942,21.951784307230675,23.088172744268803,20.27067375521286,19.468977207832324,19.817479668953588
ara_MSA,30.24256406015072,31.344943185719437,29.288003817309125,36.20011947956933,26.782699630288555,24.808576543407163
ara_MUS,28.87257622299485,28.898100891593,30.84833484313046,28.311741513998385,26.475497151836606,23.69760684870883
ara_RAB,17.22862340948194,16.522338774138667,16.47418237677759,13.695935501596473,24.061961434334442,16.690716111969117
ara_RIY,29.396212754599905,29.040658133223786,32.083024383523934,25.128880742406473,24.768406754085362,23.914203621818302
ara_SAL,25.946721250515473,23.41821273344597,24.230508515430206,18.80752163169416,19.26269609334625,17.282692858583815
ara_SAN,22.821171959407785,24.37478928545882,24.467823699763052,19.647740758552814,19.658970924235003,19.048357391761805
ara_SFX,15.53833834448342,14.960146637326183,14.705619082835138,12.375347667532624,15.08979314411074,20.223682764384577
ara_TRI,19.6357716236421,21.080658965835717,19.476077352118057,17.27087063228872,18.613974411863317,18.491883121992927
ara_TUN,16.381502167982937,15.995543510996079,14.765546248527011,12.567733686050683,16.131496905459564,22.401288330341657
