,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN
ara_ALE,2.7453223465346204,0.2119926352670296,4.816185397049231,2.1735294716937568,1.0916594027621158,3.6870923379425675
ara_ALG,3.5612693332943044,1.6568177689127939,3.8999942622649177,5.8418516440435075,3.6479531585961693,1.564289548069569
ara_ALX,2.434391588477435,3.317873454399627,10.298147806703291,3.6312935844649274,4.881789110605337,4.543423123108304
ara_AMM,4.803473781250428,2.5032838560144657,5.269417007555666,0.6080869897628632,3.7827551990624304,5.160821839004368
ara_ASW,0.7073975300072579,4.443959417936476,9.152240025479344,5.873050960415555,4.171739941591316,5.060519215373025
ara_BAG,5.003720143705355,4.307227931528131,8.552059356612856,2.9901258471762637,0.8231608741741492,4.310708255260444
ara_BAS,10.017438610503556,1.7543132604747111,3.79856266639318,5.966579165151263,3.968025669713377,5.000753060999736
ara_BEI,7.349227310737263,2.8621355001655844,2.908895739426538,1.9095841478218762,5.388297399933058,5.142883292467755
ara_BEN,4.973557326396117,1.346840753135681,3.472106824599678,4.8902875610541265,2.986305337265249,5.87591854220079
ara_CAI,0.6802401424747212,0.24968110547211392,5.329829279215014,0.42162985907144584,5.42641841355088,2.1819042208340274
ara_DAM,10.859081022751102,1.0064997481018754,3.0738210747835404,6.7164639264994035,0.5832672152948499,9.433737219932976
ara_DOH,4.557589259363372,7.269365064354268,1.340462829338919,4.1073853516559495,0.41163843001974915,5.627714157125612
ara_FES,1.429901171740034,3.422580276729314,2.8641293399444434,8.673533410784493,2.4202716739458303,6.897975365491364
ara_JED,2.042799928553523,1.13371478806778,4.0604505205855865,7.3467341113820845,5.502148234904233,2.7017791347482047
ara_JER,2.999571700211085,1.3311299809266193,4.835665001298083,1.38856401473561,1.036532820254451,7.572636856760701
ara_KHA,4.709068877660228,1.344133987342722,0.9857664564249523,10.058339943277073,2.419395729210162,8.796154625426931
ara_MOS,4.2681185222988205,4.090864192454074,6.946194015806491,5.991738790627201,1.0015720810786055,0.327700030831849
ara_MSA,2.3522536878077887,1.9838516941474535,1.2223136261282397,5.21180288735023,2.9056134720497027,3.214365721971437
ara_MUS,4.354527611027946,2.0857285240464307,1.1552038777719034,4.548667356863162,0.758780390035517,3.9289537250878253
ara_RAB,1.2690416515248197,2.4066611120351875,0.8999923424178485,1.4315913237330657,3.1074520824751546,4.766999609234211
ara_RIY,1.193275384536421,5.025659318331621,4.726814481960775,3.2567607239677656,1.9861653162160877,4.3652180492137935
ara_SAL,8.069542362434325,0.5140269291541493,6.048005670822764e-06,4.525833274735796,4.667591589491624,4.637916083700409
ara_SAN,7.086453616447501,1.6258801492922474,1.8128472207525486,1.166481323482466,2.645678793331616,0.1110188254499167
ara_SFX,6.150864030892079,3.1045248135813237,0.4831795120029525,4.445448945883016,2.874640506186319,5.11059641294343
ara_TRI,6.4757419033566155,2.2362548017047468,1.9262447540604848,7.3893659327306755,5.1160456460285655,2.145592838923893
ara_TUN,1.4636497641287816,0.8237479853355835,5.831087419183623,5.844639565812587,1.4607374433597247,0.18557663717765366
