,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN
ara_ALE,9.81861180403849,4.3251645754118275,11.366526113808218,9.267300279790394,6.868811848517854,9.395744054617648
ara_ALG,9.219454227057076,7.502123863250565,10.641104369961234,13.00678829740309,9.953105505753282,6.45484855542368
ara_ALX,7.849525116124024,10.590962990647299,17.3503488072791,10.359891189257695,12.486247388760859,12.491519265117272
ara_AMM,12.474681891916397,8.88380595668588,13.26041306227478,7.8681113132946106,10.1356864090301,10.153299345930666
ara_ASW,6.5431025584806,10.183213341746502,16.155500828543328,12.30971956674243,11.002975888715872,10.813162368767337
ara_BAG,13.19362760288443,11.682205778724837,15.325504916388612,10.600319890756563,5.779855784492021,10.738556450873904
ara_BAS,16.770908216290366,8.052717473284599,11.014432991693315,13.123519768636495,9.373771011471224,10.067808756310047
ara_BEI,14.719379237204773,8.490153677502626,9.231287019424748,8.827888890778905,11.677050060508488,12.0244005238356
ara_BEN,12.245530465581176,7.198979011623579,9.71341495945337,12.430623180113455,9.673358267216177,12.043954609133149
ara_CAI,6.509401337026599,4.899266147550849,12.664966945912592,5.679018680056275,12.815671335791233,7.762882754861288
ara_DAM,18.364908645338062,6.144376671831637,9.28169914732004,12.638360476817606,5.068762003767125,15.718662825097201
ara_DOH,10.720569369417248,15.178723563712794,6.913556376127591,10.395138885444252,5.791856749474867,12.651076369225656
ara_FES,6.523480327533617,9.928251126991913,10.227114441815843,15.27604589515666,8.352429811996533,14.769168421615703
ara_JED,8.055204909104052,5.758443395344745,10.441555223437557,13.772870766516908,11.743845056839834,7.433087525414409
ara_JER,10.892175557751024,9.086025567123793,11.552155004445915,8.277323801879476,7.975064698792835,14.48068582199529
ara_KHA,11.767924932985643,7.43284878029392,7.490395635562599,17.994117690823202,8.330521705527236,15.888654356291426
ara_MOS,11.479526045662276,10.169410876245925,14.92212992946575,13.43440977726026,5.986937601844284,4.92205675603964
ara_MSA,7.91653981626883,7.518244845558698,6.912009651513349,13.01844905888902,8.983203223639617,9.153561551487464
ara_MUS,11.480586273067221,8.313605275955405,7.319628345008253,12.29771316615259,6.565261702593557,9.82716528929848
ara_RAB,6.8274569461578185,8.360385432258264,6.059875206663053,7.94966115431987,9.67979161429925,10.326294019114528
ara_RIY,7.822313278986591,12.117861962237164,11.437136604854444,9.90852685660466,8.901321756524512,10.165721548029504
ara_SAL,15.527214098062654,5.553643560840598,2.303590713278438,12.43170425183044,11.138439612557614,11.216993407606527
ara_SAN,14.52619137853133,6.885419575978533,7.405702729270198,7.114451365922557,9.135320100939708,3.5515342432424926
ara_SFX,11.414662436716764,9.007131573085914,5.716202335485361,11.739270482779112,7.802157374909853,11.320872792755633
ara_TRI,13.553491325590723,8.605191613004347,7.962906952143086,14.35075444752767,12.282149347269586,8.338760353287565
ara_TUN,6.400683587020067,5.377911363571153,12.486254134793532,11.27526747735551,6.631621158142369,3.928341096819741
