,bul,ces,dan,deu,eng,fin,fra,hrv,hun,ita,lav,lit,nld,nob,pol,por,ron,slk,spa,swe
bul,1.9663870450382017,0.3444684590849179,0.1149751774769591,0.3167143889576662,0.5349386695769301,0.22070886621931818,0.7905066605951332,0.18847009889718166,0.27172829637682355,0.389350208431342,0.14664220211258785,0.48805997286302566,0.2501624836910669,0.5129677904819562,0.4821225896025124,0.0627532018515067,0.8137190836812537,0.20139207208048354,0.4639964886268822,0.12655847086428457
ces,0.1289034401315271,0.839219019606595,0.06460275142965434,0.07085265081749129,0.18368626014606787,0.3708355625024932,0.5585984683905714,0.416823357208682,0.03474035856654216,0.2957902133443978,0.09496389918485146,0.3392905939619397,0.3046725683730522,0.17488454191261923,0.3520261347872866,0.03843334528987653,0.6777730436126916,0.2868246555733881,0.16905452770532498,0.14328481838383386
dan,0.09959636572539028,0.10574068521336355,0.6475348558693151,0.06510714770150074,0.40974133781878835,0.34838364266611704,0.6384048573844904,0.2656565857231948,0.052047402803057446,0.20526994513479432,0.18922698300513363,0.21347460889957842,0.364928502855219,0.7566482246813985,0.24505385990225154,0.06252110556694336,0.567861350546897,0.06527356372462297,0.2617898212937355,0.42321587754749435
deu,0.14867885244774795,0.09256875794374,0.08027506791396927,0.7435022215081153,0.3195074662706153,0.15160636209423797,0.5196486870780231,0.18568794375623826,0.035101573361075424,0.15313664679535322,0.1136247760239516,0.13418309124589362,0.34247136735296646,0.11050798546905975,0.17958614065204068,0.04851529396128169,0.30091769266942975,0.055713435087718935,0.3544053210841905,0.07729105428435419
eng,0.15475281628539359,0.07496637056576873,0.06770870823660678,0.09884264224727342,1.4966273132718073,0.28597034920416653,0.6813500446955633,0.27942408109918265,0.013138683545720106,0.27855246663141764,0.21618560024170916,0.13852489408997642,0.486048524675751,0.1982977067437525,0.2783866955010764,0.06380341529702244,0.4729076679460222,0.028703818380240758,0.36404819164279806,0.14396165178078668
fin,0.19448600376903394,0.069453096039545,0.06167948394947414,0.07404123938193276,0.18881742061174306,1.2364460494327247,0.6457769595048783,0.2938861164102067,0.09731353004579128,0.2741436602862533,0.28343120694100127,0.26355374713922675,0.25211773579061214,0.19797312623852176,0.21489148451600973,0.05066149432608716,0.48574436614655425,0.06599802093907361,0.2289381842390887,0.1139266174103035
fra,0.14901778411319927,0.06589337065800457,0.08476268060201789,0.10993791818385955,0.30700340846685226,0.2930355770580882,1.2348257428667353,0.22340249242558277,0.015204093571614646,0.5027823709027617,0.11067765842757249,0.10362619452093433,0.4039577471304181,0.2035558886544,0.18736450291315748,0.05736808413153043,0.49698975532684314,0.028389220811416926,0.26851991649893825,0.07333762666012926
hrv,0.16055085725824317,0.12779726783067413,0.0736032677801929,0.1284018134884263,0.23911230761361812,0.3027107489252844,0.6098376494897698,0.9133579450318111,0.024874166998719083,0.26769045032850763,0.09495308196473001,0.15824260728900844,0.3265817486672093,0.20303791495377768,0.44952324032428315,0.0733282773108516,0.5364506054099121,0.12744087628231637,0.2097655730507076,0.19887444935519744
hun,0.12555007753704864,0.0826031264288795,0.08838422295635351,0.07013767401909649,0.29142090034252705,0.31184067387838477,0.5530878545590101,0.2675280711357744,0.7731866013963301,0.15601175257138788,0.09220507467358853,0.3275151784805372,0.2978584837915296,0.19112839124874492,0.2136640260787172,0.06263452553662015,0.5638464168083386,0.01885581366260659,0.2112125779575393,0.04209975400470546
ita,0.23797488185503798,0.06714327024867019,0.06633958315294917,0.10964229739064582,0.3576866555168344,0.219690371923288,0.6462126371467947,0.24134342358030678,0.02216832394643394,0.8670835664849476,0.09485082885830298,0.13086014215117112,0.3641950718278325,0.1575224478931495,0.22892879711530986,0.07241463278328361,0.3740511565589049,0.03204495182763316,0.33571967911244094,0.04877857603206757
lav,0.11568711888947139,0.27873408817223816,0.07725410285074753,0.08595218411393811,0.24585284882585576,0.42843091902963215,0.5567493202613016,0.3458241121036379,0.058270500438583256,0.42835753422491357,0.5891893517399733,0.3182404447680514,0.36918449179925017,0.28683378418444755,0.39225642824651286,0.039700282717001906,0.7736245995835294,0.10680193670422443,0.1662740190653811,0.15416219680372378
lit,0.12215443042673108,0.09402427314660135,0.09944424239808411,0.10828599020829646,0.22958086788946536,0.45035083494448536,0.57650750648708,0.41845905947125916,0.03639082804555209,0.16872213026474128,0.2260599007016283,0.3527145528514385,0.22200321324767422,0.2571092778797964,0.27768311686009395,0.05730907175794485,0.6907515036218645,0.06982642062912156,0.21753070955977247,0.13229849720390782
nld,0.043672020310609426,0.06316930862350176,0.1363619715224729,0.07130847063877403,0.4113026742227041,0.24596305878356184,0.6989458158269443,0.303074940039223,0.0512066993470308,0.2677695599086206,0.11002243503679189,0.1306866481959635,1.971767274327417,0.23258380571229154,0.21242914088668902,0.11716393014230146,0.5370414082549709,0.031463197671053,0.35941873991108175,0.20911369239301433
nob,0.22524533030563615,0.12158834609801222,0.4451208943993859,0.08277181362503494,0.39539288492744595,0.34136807224691074,0.7076855726228498,0.3040126653149668,0.06747135281005769,0.20102630203176364,0.18249419377906717,0.2474094286421122,0.31634069417908606,1.055421352437261,0.2344042030171575,0.07058570571645635,0.5646335381940981,0.07230903552202714,0.27163589396396165,0.4738964226565436
pol,0.1632745530771683,0.07456357605242007,0.07785069634723092,0.0644247998445186,0.24586971768671456,0.46072991664141266,0.584645018917144,0.30956687366845675,0.07518835607409091,0.33558226693899856,0.08823385563166544,0.25243221170525665,0.3304298501386795,0.19857267091880665,1.1079870418259197,0.05037316675243923,0.4332075218297459,0.05354332826852035,0.20345591095627652,0.12002301898225488
por,0.08741807312541519,0.06721979607919365,0.029904283965389453,0.07568774115383864,0.38955996323856174,0.1855538004392126,0.6561432625244668,0.2592843852971879,0.06085599865814707,0.5538995199451585,0.11748187543460627,0.24254417761679192,0.420573896018813,0.18947023636885252,0.23624151588929682,0.5227765395197493,0.7571643633898215,0.03574706209949823,0.3373656878305646,0.09185739583246814
ron,0.14880161682682447,0.07270030411237925,0.10941709040135174,0.11198488908864196,0.3976674309195646,0.3287398875489096,0.6579680874209565,0.2875244085992282,0.02348923085962173,0.4111563988681414,0.11523604617502095,0.21834864430326364,0.3112814102704411,0.16170164435681067,0.2329676115531002,0.04992563735607554,1.7773245944586307,0.022355208027500975,0.274695574761267,0.0694850327587057
slk,0.1349678325899252,0.34134911268924584,0.07057843732574422,0.10913613956371697,0.2403597526283484,0.5120631079639103,0.5772912910100659,0.41919306117385674,0.044067631429484576,0.0950329736759215,0.3137987674985099,0.317075196560841,0.3353847968293218,0.22600866558509514,0.36619157282530423,0.05095648509767758,0.636022476897307,0.5204528908413976,0.16776944630721935,0.14250743186539916
spa,0.16895670463547877,0.06517297316503214,0.02212857786116637,0.1455100207615992,0.2773819027275051,0.17187208232464246,0.5637862418421247,0.23210304089930536,0.011369528062913742,0.5449694977948036,0.13656515885299966,0.1404083170235858,0.3442872408205759,0.17796573558970413,0.14987327396875152,0.09962257937610701,0.7608418985078387,0.022501102144850984,0.8684875228074286,0.05656243496260079
swe,0.21128572605105225,0.07679702580909674,0.2758138300515713,0.07562325417131138,0.2809939935278593,0.47502691835216015,0.6986779201999974,0.35194811619212113,0.04918141062238345,0.25102692771595514,0.19477262725761194,0.24873917896768136,0.391029208981133,0.517807990531697,0.2592935276626236,0.05388335757825279,0.4911405874123552,0.08004287290466688,0.24789922702695216,1.2145839869156698
