,asm,awa,ben,ccp,ctg,gom,guj,hif,hin,hne,hns,mag,mai,mar,mup,npi,ory,pan,rjs,rmc,rmo,rmy,san,sck,sin,snd,syl,thl,urd
asm,17.705539638486513,7.392206080387563,8.575898300770604,13.073101927271633,9.244305100922615,13.565579266556394,12.456587582406813,7.667138234731209,9.170737800833253,5.3044620165454495,11.379680550427842,12.115772106216626,12.80364074553177,8.74166599927178,6.945355950060583,10.658120947389696,14.559163619928391,8.167036713459085,12.818326089136587,9.640153611587923,11.500513019640477,8.977997258676472,10.467510811481771,4.828085164267056,7.140369152811112,2.991732310309361,11.006978797890481,10.863051741628334,7.159516180301444
awa,6.4431374135433375,14.001131492051814,3.932479351037322,13.267713065886419,7.610803148846598,13.97572987786712,12.31663212441033,7.527329196020684,14.015418728285475,11.646218415548306,11.586648118448714,12.485683449188915,9.111345392763305,9.46132011568559,7.79908307887246,10.559370845497442,14.772950082444734,8.23473573147998,9.905310919395314,9.834038350702977,11.230452046477275,9.687349329382908,11.866249547579883,9.550662279782664,6.904358717833469,3.011406849371421,10.083693663289118,9.907052236657703,7.942001527945537
ben,13.63893844466071,7.388688778200408,20.497743858870706,13.485047468259975,12.009827894062791,13.337416833236803,13.150764013877017,6.974348582951836,9.72654946528025,5.99058945801112,11.3841620599547,12.01268128276554,13.6801546014918,7.294106554117981,7.523810435459545,10.06534748698692,14.50567664053057,8.208741493946361,12.625742237763479,9.731891413458268,11.574684278484135,8.71117905163276,10.204153999259322,4.728776896776599,6.87886465104981,3.0306761831874156,10.511941541047793,11.101234431756962,6.643110516295817
ccp,9.663569401091943,2.2088268742277855,9.962645148367184,20.278376632256894,12.258501369878823,10.5472535182742,8.174100936128891,10.354598234297583,6.034028995503899,12.197477178947238,10.21986549231016,6.923341397477137,5.933124527655181,13.27155771449487,6.779405904114485,6.982346038782912,13.159658083909932,9.590610795320679,11.177027154487092,11.775780249809891,11.31295640895932,9.842436191163467,8.678277171251368,6.2140706304685525,4.2352352983087345,10.498213325856758,10.979387716013425,8.694009624423634,6.397559947695607
ctg,12.378686425940485,7.501680385917761,12.288947929332583,13.31113685695035,18.335645489895565,13.777160521017645,12.16857217605728,7.64687798420195,8.495725035213376,5.10656723992965,11.708826185988535,12.413848385305341,12.71685910176275,8.678321110480303,6.093116532809899,10.038407698888605,14.695591878075495,8.162195680888109,13.964764729937492,9.779896692752411,11.284573557777044,9.32082531611981,10.329876323667222,4.9916039489722746,6.934579727454534,2.922959801857882,10.5714248127799,11.0490075312729,7.55389976681711
gom,10.202648373267879,5.937965817173356,9.391179005949276,13.40414378267331,12.022597926616664,16.422947007488983,10.414202311606118,9.492750094724936,11.067123253130411,11.752052086160973,11.105865786968593,3.828299368303631,5.295126331444947,13.55262642304047,8.438642416908852,8.300385639890756,14.309677874053051,10.282125966227545,9.965039346480502,10.927888445781027,11.435134865195701,9.474433118380702,10.206038941178369,8.545330548956628,3.5327206760642182,10.48472067039161,12.107503655714437,7.60523100370076,9.89804328243823
guj,6.502794149708943,7.819242590845131,3.8300031091899314,13.274410993476648,7.123112672608414,13.558519627251567,14.311919377526314,7.792134875302535,7.576955044012483,4.660777247945339,10.893240370862936,11.971516786659736,12.662922513414426,9.311254193543014,8.738111851431315,8.82221626092808,13.794527591696365,8.200385593261045,11.715963224701966,9.943241047190943,11.24856441939479,9.732589197463776,10.065364575047916,5.185868798763997,7.017984821464738,3.0617629868183625,10.113587085877441,10.838680797540894,7.639436401206797
hif,10.545701027558904,5.817636402823189,10.223532889620103,13.68170111464589,11.804753224686356,10.942745162679332,11.377868608292248,11.265753430601393,9.776921584150278,12.198282336324477,11.367611078630038,2.5193719816772204,5.311934040531486,13.561551496037383,8.265034149793445,8.524935669238808,14.28835699027982,10.503546240521121,10.752583411270066,12.611725940440252,9.92456785385137,10.040117331160053,10.059903944293518,8.644578903489338,3.944815688088241,9.555200300992883,11.903579441738167,8.12287856251967,7.541503525011212
hin,6.3045815340134554,11.790387538107153,3.8978109922363253,13.374327329921657,6.70578003904503,13.713297672063291,11.97841402158508,7.028211693518072,19.618060119233654,11.52611896395256,11.540628734490353,13.127030830376963,9.192885643925072,10.398997329733438,7.892019358033324,11.28359367073846,15.142079762489152,8.252036701844938,10.032541716313329,9.505743184220174,11.543775606379906,9.14581099250122,12.184949537315145,10.714552790790385,6.600304164080402,2.919101643977161,10.08644333148087,10.404281874189342,7.116396782785543
hne,6.20143859497749,11.37427040306361,3.848449046331777,13.162026251790579,7.301329940159708,13.802120533173948,12.39151602148349,7.490394537953048,13.47820912075011,18.488227394081733,11.463227655498278,12.513103697530937,8.627164982197138,9.287007827984809,7.038680350711594,9.144042844919438,15.1964658741851,8.153228716751055,10.360466308713946,9.652789143369635,11.181298844995611,9.260632971800616,12.114450436594701,10.424895710740207,6.941585330704195,2.9564144589024264,10.216114730819143,10.44039105690977,7.3451120905901774
hns,10.749668944906444,2.109307657385369,10.101855339414517,12.143360154821169,12.238811905387369,9.937344643051134,8.544730322061685,10.081451169950732,9.678982577736377,10.545463173515293,15.761030335642248,3.7590001929910306,5.426059954643067,13.763697125548912,7.254037169029072,5.759124891942543,12.33267272246398,10.524062283137571,11.301450816827339,11.664731058956464,10.388331694719913,10.199037721011585,8.494084879664038,6.018298906232902,3.0731347344923803,10.762947636495907,11.194066262790294,7.38599557608226,6.4109645264397095
