,asm,awa,ben,ccp,ctg,gom,guj,hif,hin,hne,hns,mag,mai,mar,mup,npi,ory,pan,rjs,rmc,rmo,rmy,san,sck,sin,snd,syl,thl,urd
mag,6.32286407771155,11.91253690634361,3.8946802643611083,13.206769293606117,7.580115741282606,13.784368799001093,12.250719155081951,7.415278653982689,13.701011548857098,12.1972531860539,11.46689247112158,18.745368558489805,9.573273463493285,9.547191549164982,7.1316539478377265,9.667915277628005,15.050579846619588,8.120485157885552,10.26806221972307,9.687878006615229,11.297810700231873,9.150341711008494,12.391224015090618,11.980757790757929,6.897418125977237,2.8709769075749887,10.102600283517223,10.740613868672632,7.372929634752934
mai,6.400733992882243,11.76259398994287,3.8958413161966465,13.190640079312619,7.566542980314931,14.023805695279052,12.239570112533169,7.718302909065394,13.512740194465112,11.108931599555838,11.586382659593895,12.160432818555003,14.00952353603493,8.4534063085575,6.20284818852303,10.815863026731948,15.075281172629346,8.219551724519695,10.46252212263677,9.878095515492378,11.19715551007679,9.921923995678018,12.081178014482866,9.601289817401847,6.973866691317847,2.931456486776002,9.748418501417282,11.287510708986517,8.193999744211997
mar,6.958427416896698,9.92497065006426,3.5997376649818684,13.355213270609505,7.448390865467087,13.218416104137734,14.02187637962952,7.53037224073208,11.987756954246743,10.141004723089923,11.082895728082102,10.445274824888145,9.691293218787454,15.677465597081996,7.145948432659849,9.600011714623392,12.98556075628774,8.162688002870269,9.962751328773562,9.97119031379604,11.275977967095685,9.248271937938874,11.579587711443422,9.030034476596006,6.922642474631504,3.03157172941632,10.800923148892975,9.75241842263806,7.024907465136393
mup,6.405352375410361,10.62600397982254,3.9402177248332504,13.42077908217366,6.55073195372141,13.807905083010347,12.183236133948286,7.134156350686145,13.170251517655384,10.136113569199523,11.543891814484141,11.56172345561133,8.557067301359666,9.744776569725321,14.97435451205306,9.716481336616384,14.570121911350867,8.259138227642513,9.450040690589919,9.550953418627874,11.476068480171284,9.463255106241315,11.94904988418971,11.005244214540223,6.612059356946336,2.9420275188598626,10.24510198374288,10.490360844285327,7.739068659225193
npi,6.9647950202376725,9.856776128354015,3.8518729153019793,13.513812990500758,8.630486495808753,13.638629210178571,11.81539916476951,7.5587417800407435,13.815031195151676,10.898003112762664,11.854812753510933,11.177079640824985,10.36540830903807,10.173553221743878,7.523663639573158,13.5325129278637,13.557401717209085,8.228144646539805,9.675855232831854,10.033470562627707,11.468721875531163,9.464903576407085,11.646568303490731,8.429480164772182,6.886054425071247,3.0176851727341427,10.700800677342356,10.126877691102122,7.65438643646658
ory,6.3948685758987125,7.561851092697575,3.484877835482786,13.558950952550191,7.3570982494599715,13.335367284209386,12.86423663664404,6.873370326405803,9.44101820573293,5.85096489811349,11.434730847398702,11.620099318727343,13.885219261640493,7.521934977681297,7.22852785145083,9.692635221738538,17.783656074626307,8.221718105762037,12.905150400477842,9.52758995158286,11.466241674521072,8.771590267265129,10.20877492351871,4.654086547661683,6.883287173570713,3.0308061932911983,10.687329626494423,11.09569665868888,6.662535417589073
pan,6.329517580394716,8.06343843665808,4.03787357622131,13.275533522182952,7.461605648090158,13.801295932265933,12.402736585576616,7.580885369586297,7.778494290131817,4.270875747980968,11.487351258142992,12.77378009583959,12.549276421468717,9.12160029711908,5.366391762362086,10.121876418535876,15.571073664317856,13.527546758192111,14.320692333866644,9.67586561362771,11.129127530553399,9.802323753012331,10.786153745838272,5.0614458500913,6.942974026113097,2.8279339395159457,9.792659170790989,11.25385824561927,7.9716774773175265
rjs,6.671536483577641,10.470997185209669,3.848406656823461,13.308869069093895,7.679365695623392,13.716986454509971,12.315944887562846,7.454134388922855,12.244091185314957,10.955816400211722,11.731928793680499,12.237009874565027,9.232707704087375,8.095019276937261,6.420618672740987,10.162226229378836,14.181584680873588,8.164599057427926,16.580243468140925,9.774092359196263,11.519519940123455,9.160041536502657,12.182629457074157,9.362571573182315,6.810843716302728,2.963409063963909,10.492578871674924,10.886277166740543,7.653555661716339
rmc,10.36345185448642,7.772071742532237,9.228778264944673,14.424793867164778,12.941427597647118,11.466587783544197,10.834232873406703,9.231263346079157,11.314235176527978,11.807771306760676,11.04848814411242,3.5441657133623963,5.087941924460653,13.94745399583967,8.993379181280549,9.74553721833787,14.271002842899202,10.066197059381393,9.870371935431782,20.41952609162281,11.101623627102072,10.369298348436985,11.028489659831532,9.380444368744087,7.215069313231619,7.993810977674189,12.93477738409515,8.666719028277225,9.722140239973598
rmo,11.194709979731504,3.964079834529687,9.916815284571259,12.395903322989655,13.215427884270165,10.16171033148837,10.028175971395221,9.697680875146668,9.321563708461284,11.94180164198829,9.758306238406306,4.776268724165078,5.243513833455944,13.596522136634595,8.274424520309637,6.684375917297891,11.951734083678737,10.352563305106766,11.7817224301273,13.432923044088252,14.061008734863945,10.982814068151413,8.420599692983036,6.614551301494149,3.343359701270189,10.215896763641782,11.407945924115547,9.604274072471593,6.107536940904755
rmy,10.825474105479396,2.6740675223425536,10.824356575654773,12.021760175446463,12.54222084627084,10.74141900732519,8.8297614540953,9.310009156504163,9.590586769223375,12.109411643296815,9.111032119455304,4.1304151960912545,5.13225743397972,13.612812312265616,8.030032129670367,6.634979206194762,12.759312523469578,10.079193069132076,11.897790158305401,13.218881714516343,12.113020828056698,14.881103997194037,8.230841159568374,6.877560250147374,3.4894281840702903,9.78836964060246,11.236420391061746,9.191709120839771,6.029691163239895
san,8.641388187403122,9.663095819374352,3.1211957839581914,14.098215397604955,8.556151660416921,13.040230960184097,10.337526043384315,7.332258426778399,11.908367104042618,8.675273799905025,11.860454246419403,9.870716706287295,7.684691199962779,4.464217052011664,5.6360105040130914,10.13185602141021,11.460793393350704,8.2253636228874,13.265092131715406,12.136776097854696,10.553604900021416,9.20456539861064,13.974317693891436,4.86620644407257,7.341449349080843,2.8339230435837983,9.969352423237018,10.392989847339836,6.602673092502657
sck,6.381771012819981,11.50048041349122,3.797519880919828,13.215747842382426,7.609531296445744,13.897678987795139,12.266870262851368,7.55885536409316,13.318091277175082,11.820525711431474,11.40129044096287,13.927748770159395,10.078348268529535,10.657982675921893,7.642218951887209,9.898987467305194,15.32596502996759,8.135964437595094,10.249523481924808,9.623872946240244,11.200353197982018,9.288074062659806,12.42887821376385,17.497583609958717,6.927081380912417,2.899020474154687,10.246088935214322,10.525354753909886,7.323841837337611
sin,7.074386425520261,7.531252978938189,3.6440808808077834,13.422454945107212,8.414360445156449,13.384725115951992,13.298637239241758,8.042006522502557,9.030486938836015,6.333421423668203,11.129959192098134,11.193825898681741,12.613125906469572,8.669819536638911,7.534287809692455,9.264690657273905,13.958404861714302,8.175217188784165,12.49774543765663,10.831016896854836,11.24979639473868,9.157412390221149,10.87820842480581,5.034000420781938,12.528699661500747,2.9819223583202654,10.747172919679324,10.921698117007029,7.053908739262761
snd,6.77740757245018,7.56381338487187,4.071346612529343,13.227215950985915,6.86255460841023,13.591793531080759,14.694919166978284,7.421348725986383,7.604524203781625,3.494336052080751,11.570628830026243,12.82933147919103,12.22943623449023,9.880307794913461,6.188981849925358,8.779513359710432,13.550926600834234,8.251900605173265,14.174428389916471,10.51422432013744,11.152129056681561,9.968606165235018,9.913474914564906,5.187716131309148,6.656161351213126,14.38665139653385,10.223498724504134,11.289271292743877,11.76973751658437
syl,10.789676155437531,7.785869280664956,9.544465418461067,13.69846088024485,12.358740709594592,12.030413057057084,12.083462585761964,9.212362846493932,10.945038446067933,11.362242924251758,8.827621326898331,4.753773536713865,7.036638955532862,14.262915508140539,8.9712627834147,8.254695447629738,15.087607945661983,10.303924526759737,11.99570134932799,12.738811778505365,11.661244666175193,8.42372588189039,10.618645331819602,12.10468107843672,3.7425611553277256,5.4587080147123785,15.797719184353001,9.967607015324898,10.307106895676858
thl,6.841829568649992,10.525257128135527,3.87577449198177,13.241809365502816,8.13598159940386,13.775874585409431,12.439512379601938,7.583934596229789,13.039909063105906,10.46647063715574,11.781731462778477,11.334120398226487,9.44193810401663,9.19362742127722,6.462754790127503,10.916905135214202,14.608025950239789,8.15382051300942,9.928536272942237,9.730946138093074,11.364237738729708,9.340712063613715,12.06732734170622,8.89425535593427,6.9246770843211385,2.9063635947301703,10.700024077413687,14.614770210087006,7.477263642424757
urd,6.373316799121204,7.859068152412623,4.063918657868861,13.57090534477598,6.581276897164555,14.093026596626801,13.186748775489098,7.399631160926587,6.801131261037234,3.3409955984111193,11.686546110604027,12.577218987002817,12.137180954774475,11.376158956024627,4.957205562792569,9.814644832268687,11.534636894963855,8.269808532286586,14.686543956828741,9.803449420037195,11.132008562815415,10.151447134095717,11.181431883622729,5.143280264517209,6.89078401886662,7.967767293122957,9.706579966536049,9.64388319261239,13.253243864084267
