,bho_Deva,hne_Deva,kas_Deva,mag_Deva
bho_Deva,16.273352005831292,16.118901493890682,9.813114748345493,18.169779026455284
hne_Deva,14.512284073924096,20.81137328016525,10.314177871408916,19.561049269158858
kas_Deva,6.809396952888121,8.672974679910338,11.293460860564968,7.31902136741495
mag_Deva,15.859971766971515,18.50650578326498,9.919835102215336,21.92582841263155
