,ace_Arab,ace_Latn,ary_Arab,arz_Arab,bam_Latn,ban_Latn,ben_Beng,bho_Deva,bjn_Arab,bjn_Latn,bug_Latn,crh_Latn,dik_Latn,dzo_Tibt,fur_Latn,fuv_Latn,gug_Latn,hne_Deva,ita_Latn,kas_Arab,kas_Deva,knc_Arab,knc_Latn,lij_Latn,lim_Latn,lmo_Latn,ltg_Latn,mag_Deva,mni_Beng,mri_Latn,nqo_Nkoo,nus_Latn,pbt_Arab,prs_Arab,scn_Latn,shn_Mymr,spa_Latn,srd_Latn,szl_Latn,taq_Latn,taq_Tfng,vec_Latn,zgh_Tfng
ace_Arab,7.370638157124414,0.5838243826546741,0.7274296106687954,0.37866549513991554,1.1739247047850423,0.5088545886898252,0.7294826022489866,0.6068019654217354,5.057835183272308,0.6352884922893232,0.5614123235670903,0.5982712898877036,0.5483837721820901,0.19226078789744605,0.6447035266024939,1.4741227260913714,0.24474826069566724,0.9860184123328146,0.4352539062481967,1.3764851244806735,1.319583087104542,0.6877010990109813,0.5188069241785804,0.9011387911075408,0.3880194318136838,0.663926022437253,0.8223234774249324,0.6780195858483373,1.3180298732584745,0.4956637379474058,0.9911819143231391,1.2321588948223514,0.8854490896975893,1.0693977766290548,1.0682303449622488,0.6137948644629958,0.4050324796494369,0.8828219567939275,0.8532059807185473,1.552759432312449,0.4006879789335507,0.7855892938876483,0.8188345023038703
ace_Latn,11.237303845293104,19.66500297741941,10.056995833018181,7.466516274167876,9.944483526929092,11.92590507001728,7.305276572320899,7.278156891145553,10.811051827898668,12.710825926853735,12.645158074851269,10.351356668650324,9.806968248048657,6.527738382066458,9.562815368128234,9.924730007808742,11.39770499791271,8.56689123610762,7.138585721268445,9.099085365613139,9.488648190192354,4.650072660092681,10.428389346161874,10.46497117954893,10.54833150920563,10.52179343296454,9.72024937197985,7.2736530813817915,8.143287120367448,8.712591976192357,6.699734399641288,5.7405950791455105,8.931925980808833,7.591649165776877,10.139753605313421,8.179541477903383,7.788319726894732,10.956777667438253,10.559273574147412,10.226693531362386,6.662102724297844,10.522939987194425,6.70433325850958
ary_Arab,10.451963212087247,13.994124292136664,23.01924467696412,19.42337958840402,7.8186013541094095,12.402994829924738,13.774094644338234,14.318135199697128,12.578097595404767,14.824609219962008,11.479558179570015,13.968546683325892,3.664106109219417,0.7083347402026973,13.501436375886398,8.347934026542422,8.029707642607697,14.480167127313242,10.479470727027834,12.801129361379076,13.318356520099352,2.396859240009187,6.380749761707353,14.476159030141618,11.47018677018784,14.21234223779719,13.923907139966321,14.30515267722654,11.000393267089427,4.615578809990695,0.7267310559394561,0.7177420737985927,14.850342559338527,15.619278021927602,15.331151979698335,5.311038155158894,12.578009703044259,15.631486429524244,15.086430851361547,11.299657927931012,0.7254632385220281,15.411202408422223,0.7184985279066147
arz_Arab,13.093404192338474,17.622363807118873,24.434773242112694,25.968248084919704,9.490262901499484,15.488604158323461,17.300428981862744,18.203459741249034,15.02629082450042,18.381108554840033,14.291227778991473,17.678313458535207,3.77512515218592,0.6370185703949742,17.082606553155756,9.861922825063443,10.485304100205953,17.691956117523233,16.371969495032907,16.44598502502037,16.043284292267465,3.08681031919396,7.269841003494188,17.680903269432612,14.427777458710365,17.75877896996184,16.762158314754544,17.78172602392067,13.89470529726482,7.222572131077062,0.6204751229713594,0.701172358513631,18.49960398237706,19.864280020053208,18.111732091596725,6.304050811193044,16.777677999877916,18.58794251871639,18.306436552108153,14.138930771683254,0.6309065428061773,18.93747339549791,0.6179715572188057
bam_Latn,5.870906082577481,5.099658676195196,5.011244144463465,4.593009808925622,10.454107205110104,5.103181666437177,4.690328387770547,4.794747369202478,5.1182369732014354,5.56471908485257,5.667732276615817,4.969644505435902,6.3554246681061315,3.7769453044154773,4.975610489305987,5.838420162757915,5.549652625254913,4.580676356790551,4.746653686965633,5.813539637076225,5.361361454718837,3.2315317402938586,6.268509773023592,5.311378904097342,5.0352311102869916,5.4832256198034095,4.9905108059979,4.796012422783287,5.212017239344332,5.574353776848007,4.665184644118469,5.981009989234796,4.952951853678309,4.48634042516839,5.142899457341155,5.167958171999313,4.717682235149752,5.410737594824516,4.9624594062903515,5.7630136780421815,4.652882967579284,5.214352855371807,4.727340755283496
ban_Latn,12.7117567664211,15.512789410162856,12.300722011808618,9.921014460659322,11.158901385607995,26.40663686104134,9.304427450480626,9.158654189331926,12.654878020653133,16.848503744760848,15.817287400869054,13.134208745260487,10.060580662281286,7.130145906645788,12.309374231029167,11.509279974803714,12.04823869696022,9.337131526068704,8.369608416121853,10.265184480152763,11.287526552897548,5.160984479968208,12.11322005696363,12.624084410660961,12.908438429569067,13.116814850782031,12.44148083414876,8.400730419192948,8.996007997052859,10.012956560043031,7.195513038112736,5.438359803218233,11.636060308891887,9.617598883974452,13.110584755372164,8.878632498399032,10.107307692038189,13.92613762147596,13.533576307769987,12.298911735070252,7.070119512255905,13.615299065972662,7.104178007892944
ben_Beng,10.270091989103621,10.316540830653356,14.744677416333042,13.904646539183762,4.9080509089015605,10.833377962026232,24.43816069366843,19.026735767934245,12.783087433068776,13.168120724936012,7.740743590016352,17.998612736321718,1.407840973959726,0.8055914198530066,4.292247232437239,4.960832123396785,1.6322196099748005,18.497071876725943,5.908371337291974,15.316619749673512,15.079345732416645,2.8956109619430013,4.423220100770828,11.001444224486416,10.655242616138288,8.873049276731276,15.547142621894006,18.622686525994514,18.923780941330165,2.5248021900281405,2.6689218449466896,0.7620406390337614,17.85118336336494,16.054769321276176,12.744253150665685,8.974520017475472,11.864738989492338,9.070744570312792,13.730789060121207,10.654345821557317,0.8050034565136939,11.045915345156219,0.8051374338758834
bho_Deva,9.451185267090588,11.854843722287665,14.262917849676716,11.79416051805164,7.838655349362325,10.021749113206141,14.722493382716106,24.16706667137386,11.032512472244198,12.382360090145072,10.642980509129192,14.558348179346307,5.032792688173869,1.0153233118804668,7.696707728233209,8.053359006901996,7.133751397679847,20.025077483613103,6.586579631357732,14.188820125852423,15.641326915448015,2.5794323378497293,7.7001253866932,10.709282834665785,10.39398755858603,11.033473796663404,13.173469373420808,23.07662641297265,14.28429956466699,5.697507190063224,1.7574498204118494,1.2134917779902696,15.004888671527823,13.53996751284416,11.827412990346552,7.364140761401941,9.60853330363977,11.709353037271242,12.197490799995478,9.3675803301368,1.0181546457780608,11.507770910734559,1.020967623957723
bjn_Arab,5.253231206457343,0.5155425609379627,0.6636751448980647,0.3641819467369576,0.9725807379341997,0.36741083082932846,0.7540728735823201,0.43789528306887426,8.760100756185023,0.5260293535616256,0.45995305316953683,0.4386475172272597,0.4587186167087154,0.20023078539048722,0.4380499861141596,1.3463706648678908,0.319254201330768,0.8295930575099852,0.274415540780123,1.1663583456003614,1.238106981882133,0.5728745771818815,0.7819690397990815,0.5543733409686293,0.33671776771495887,0.39674262133629856,0.7156148604858714,0.5897563233945986,1.0414635383653579,0.4475033637962236,1.0704641680896962,0.7334801252500753,0.6331078116357949,0.94606574334769,1.0561642549059034,0.63967940716398,0.22574644383905884,0.8316404536025512,0.5349620515540945,1.50335594755445,0.21447574735935082,0.5194084064445317,0.7360268489282014
bjn_Latn,13.862560192793195,18.557185834480087,14.326035668687481,10.687051805912516,12.72001829071266,18.713051222104152,9.781354945927276,9.475106931621319,15.379451032007454,27.515678095676073,18.11760305663559,15.418163268417523,10.655426490020393,6.351436105957994,13.030577506934277,12.639883792809307,12.638283900328261,10.439758476439778,8.22694084644317,9.841443049774737,11.123334780452097,4.984847980131429,12.474272685025396,14.213303512990645,13.768455683360491,15.262564449333333,13.929460726119583,7.490521082157427,8.957206696079828,11.519350830506404,6.38067842627618,5.163977055750868,12.184512752679462,10.353519753843521,14.363231827778506,8.456107413324284,11.543566393669643,15.608317914227795,15.543909462090962,13.31937444073984,6.371994561797589,15.409715241166888,6.398874014266017
