,ace_Arab,ace_Latn,ary_Arab,arz_Arab,bam_Latn,ban_Latn,ben_Beng,bho_Deva,bjn_Arab,bjn_Latn,bug_Latn,crh_Latn,dik_Latn,dzo_Tibt,eng_Latn,fur_Latn,fuv_Latn,gug_Latn,hne_Deva,ita_Latn,kas_Arab,kas_Deva,knc_Arab,knc_Latn,lij_Latn,lim_Latn,lmo_Latn,ltg_Latn,mag_Deva,mni_Beng,mri_Latn,nqo_Nkoo,nus_Latn,pbt_Arab,prs_Arab,scn_Latn,shn_Mymr,spa_Latn,srd_Latn,szl_Latn,taq_Latn,taq_Tfng,vec_Latn,zgh_Tfng
ace_Arab,4.183437732062493,0.502251350620632,0.4408630001249034,0.3090357299422415,0.6987284285104615,0.55474800869904,0.44962750414167285,0.3657350671572129,2.621952798424843,0.37995357256431866,0.37861042074412926,0.3885262896117425,0.43061066407247994,0.22238746960588462,0.16902412588566748,0.3392419332649705,0.9486313160321381,0.31070146074972704,0.5722307087024189,0.17221545649080208,0.7604146418312828,0.6405300819844718,0.48392793985541493,0.5591096538515562,0.42520057175288645,0.18656353570854992,0.4846587248525954,0.4721077155469525,0.21797338670973088,0.6893302624732296,0.3029540823707008,0.5663299508478238,0.5358856708055473,0.39619062561255325,0.5853595983262155,0.5929319314003536,0.41430840703624194,0.14629017651853177,0.4230848180431785,0.5469954872302463,0.8181938878710403,0.15931950840234055,0.4852846405190592,0.28647289406260296
ace_Latn,8.966712211569863,16.081928434472196,6.420805746728453,4.347207150285166,7.438047312294851,8.288357964552729,4.3741976952646375,4.4270604640196325,8.118165646954726,9.308686621544636,9.001646752405534,6.63723570516958,8.160791384687077,4.0956674430675095,4.115009198506266,6.452986134671745,7.680675937423496,8.328569538432806,5.222086068088572,4.387908018819594,5.406893464239652,6.04257168163868,4.274729810257111,7.47012104927767,7.388238910306717,6.927309137962167,7.533088853474636,6.502167415105428,4.491825860985794,5.495270712733557,6.2974215884080635,4.196788526511253,3.9101523736113055,5.24320016449041,4.485269138010977,6.692187504926021,6.143480915329295,4.576449593091351,8.012928855949184,6.768027249769573,7.661054166208422,4.141814197598508,7.192715630840053,4.194597424895857
ary_Arab,7.197914259726521,7.807291393505671,16.92362130733782,12.236124098183524,4.214231652993387,6.644161682906201,8.249594065076893,7.489984618522456,7.85539142006795,8.715489943445933,5.9836596118690615,7.719134025535137,2.420908142741055,0.8469045516963483,0.8673603428636801,8.258004921045641,5.148119368598738,4.474748101013573,8.060813514452612,5.640976437087456,6.860020486776832,7.5651825125208205,2.0322745745811504,3.630204895595955,8.839033269746757,6.027736129736262,8.368529017326303,7.604652027888357,7.829380212656782,6.63778307159583,2.8699427275974023,0.8645262994167127,0.662230039890692,8.214116013128782,9.056100464463976,9.169371343853033,3.565469998991023,6.2678173074526065,9.582627881732456,8.273920215927966,6.867615107580105,0.8598582048293123,9.14025713408004,0.8448860714427704
arz_Arab,8.329064134777301,10.283333940281976,17.416468850515276,18.21807652974757,5.285398494357523,8.914294612325266,10.607564037276461,9.817256866103214,9.324187944637567,11.131210051942826,7.6640591781430505,10.114974641976254,2.266794381174456,0.8271483462591624,0.8282593369525894,10.331545720266247,6.0720784743985865,6.023504567907788,9.98058385835171,8.859831273973084,9.336499638726517,9.472299727701824,2.2913918521874397,4.063506441926558,10.877746665736474,7.601441415165821,10.574226333978864,9.291686212561148,9.779432177854794,8.13822733598998,4.218632889548873,0.8306149071239229,0.6824106629393574,10.593059439631634,12.170538289986087,11.212205535416734,3.784641687313512,8.783794415932729,11.447533684586022,10.114951874389288,8.642216916996839,0.8292403501575657,11.389539658986312,0.8138216855669652
bam_Latn,5.960044460721083,4.957230357006153,3.4457603573768507,3.035752218713097,9.890850144481963,4.45336323298083,3.1736865052809464,3.213059196152886,5.000322205526185,4.767585348896725,5.675502391831168,4.093990414615417,6.6401883707059515,2.8061588215570716,3.09919052871386,4.0431707043647584,5.817754012672498,4.972382192021911,3.4221165876641755,3.1548264028199093,4.984929903573752,4.108282627887762,3.976164939118041,6.547625784387111,4.360037623045627,4.012003881713073,4.593492802017891,4.129299896084422,3.245176487951496,4.223844860251577,4.864878582753603,3.246749466373761,6.287575551835552,3.419176134026636,3.0234373289769128,4.305693011552044,5.282135156148128,3.0790450462171814,4.319225736730803,4.33326622618527,5.834024778299301,3.0617750250771167,4.3088516527936775,3.2279178502523154
ban_Latn,9.152725856948686,10.89995371208804,7.787739402740849,6.065157868655502,7.712904125699956,21.09423801252867,5.756204555753368,5.689170917900095,8.854666375709835,12.313010937006219,10.836038608303154,8.230920641931775,7.488141403685315,4.784545885331318,4.798749381909863,8.547370137377975,8.20684431887346,8.185255771872326,5.481280374069286,5.626897105067109,6.300825801775804,7.418695238182094,4.4604897017987195,8.406307506587181,8.775970169694185,8.302285062310151,9.076936322275209,7.859254109696617,5.557789479678381,6.046517952622599,7.048407931912366,4.845549738937649,3.5410160397098305,6.872667946244009,5.837299611936169,8.68398333719888,6.26238725376012,6.1616409992696815,10.112634457832439,8.588036282426822,9.093545696131725,4.79229304768911,9.251813891054475,4.806538663577765
ben_Beng,6.167193129114329,6.086604162670724,7.493984862224196,6.6136032047130735,2.611011283640712,5.25469868504061,17.36957749799734,11.04478532522899,7.203106161247394,6.337660687108811,3.3958815479310793,10.358189883941616,0.9615723337451367,0.7117786456346884,0.7081873075326632,2.264082090985896,2.8079989143095188,1.0810201125715566,11.34771264957143,2.7967563847882073,8.821052074001697,9.340031916159205,1.7519265472220555,2.353049062220459,5.494953383753219,4.958736299442667,4.340033020728188,8.503822848675744,11.049206153829234,12.754279972901001,1.392546355672068,1.7397067102249102,0.701453764258059,10.920014632733226,9.270471305762623,6.1907333816702845,5.295914000049484,5.052332116045959,4.892964886338881,6.384500545363158,5.608174979216305,0.7237060898579982,5.245793048548446,0.7400708453925824
bho_Deva,5.449318732778546,5.991763334234779,7.539697733500576,5.342157550767867,4.188808087282863,4.827071063001182,8.37723036140813,15.89831310029031,5.7713047120511805,6.272489313692621,4.872765676651302,7.902203079951012,2.5573037781611556,1.0021480923922503,1.004091950606202,3.699875683116371,4.078365180817065,3.559021200564614,12.58051630379046,2.8493342597641558,7.821171762236194,10.020803937361379,1.8658394538478538,3.7615436391580133,5.198279813776598,4.992228043784861,5.469758001444368,6.94240728633305,15.855679698488158,8.638530210468717,2.7148904487609538,1.206671649465123,0.9096759613080346,8.729030031237945,6.844341047587213,5.828114822958029,4.328618525905242,3.911435789226638,5.838395887363145,5.64242506296639,4.760038322824273,0.9986059408904828,5.474551196365101,0.9996792189652929
bjn_Arab,3.067762019941265,0.48850626917081913,0.46344178830767013,0.273966918436407,0.6002246101734006,0.3609320390641253,0.5789640259650396,0.22072806316924934,5.568089912130627,0.3888019911621146,0.3315947035035866,0.4355948991766881,0.4092060602290266,0.20262436381112617,0.09692512548446111,0.30063769516568145,0.9044554106741672,0.17786057303496403,0.5349735795682924,0.0987820353462155,0.645646167504485,0.6678065558662503,0.40834518130677017,0.6361383553591625,0.3763779713266603,0.11038847124107536,0.3048043659488627,0.5046672666057521,0.21905595563733363,0.677820233951009,0.1910300129489246,0.5746742219003695,0.2736417191658641,0.3109660966275123,0.5564610405785972,0.5573573584721961,0.5164582828988035,0.10042502573997025,0.594237030137276,0.23596565672691963,0.9272930843343664,0.09477514537597605,0.42581777889971284,0.21548299997823298
bjn_Latn,12.052725902952405,14.859258858528088,10.670461506287053,7.89890801905028,10.014128179796534,14.64669393238414,7.052413403303041,6.960760400685365,12.626870874278122,23.8159361362811,13.683497054269889,11.084339697687383,8.646717582927536,5.165919667895521,5.166461203554659,10.192925302636388,10.381745533277595,9.851145623402756,7.339971638195671,6.518251627723232,7.121552920190454,8.34057952048939,4.731501909567753,9.81825905504028,11.36111422655845,10.138377295843695,12.161420198709472,10.043468069459365,5.976070461842686,7.269516913385529,9.102536795263724,5.216203732888469,4.017146078099488,8.532151637439902,7.373278603127167,10.7223660983606,7.024386098597215,7.947136026584093,12.417319085634286,11.029645025473812,10.801863525029395,5.176628461643493,11.5086483774357,5.327979248494131
