,alt,azb,bak,chv,crh,gag,kaa,kaz,kjh,krc,kum,nog,sah,tat,tuk,tur,tyv,uig,uzn
alt,6.662382751540791,0.7292343015698448,0.8995336515239175,0.9983601282052451,1.088494033818244,1.8900445498389957,1.3488405650203052,1.6289078309772966,1.001465827783458,1.20221897831745,1.1469337181009296,1.2837898959311786,2.1829667685705987,0.8025210576203852,0.635330942652694,0.37363220253634843,2.0342550123818772,0.4524948107392438,0.553588975106687
azb,2.051656060888463,3.5737562002805174,0.3080930903163789,0.4879958573334343,0.3303897018965132,1.2258859081150377,0.24285506406864385,0.6710534197826256,1.681083284951169,0.6280012676269242,0.4656223595677072,0.8590003022070375,0.25362339102589865,0.49890831879504344,0.36380980306345173,0.3354186908296762,0.6917399036940599,0.2565782931655404,0.14891406599009377
bak,1.4627989009237028,0.9351219544365558,4.216714479970243,0.45299289972843154,0.8824285302795929,1.2432079679391572,1.0657591034340708,1.3752797472787937,0.8438207766352465,0.7281020760864148,0.8062843432571044,1.6230986695662581,0.8095565779058889,2.4805154009255315,0.6365732731848834,0.31697906884828536,0.7251502024969045,0.4614864947083786,0.5598682672031865
chv,1.454562823976523,0.9973413279696273,0.7808581077719486,3.930573447486473,0.9899894594153347,1.996990566911571,1.1728975507214834,0.6301612273861954,0.8131958474567459,0.6674487977422815,1.0948711813288936,1.0261693597725203,2.034600544238267,0.8145726075401591,0.6161579587020558,0.34073103821917516,1.120930095335598,0.7505646703474046,0.5258578708570525
crh,1.2632526542473588,0.7161034219494218,1.249827278036371,0.4671555156047317,4.82008020841686,1.1209662846149975,1.5384495727045442,0.937409504447625,1.0872217253632153,1.6399882696058483,1.652385290118265,1.9530982216822321,0.8115397836421011,1.0038193089752043,0.6696506050016291,0.3332934635657127,0.9051106980156977,0.48333717120543446,0.7269653889324152
gag,1.4943566648664388,0.6470797030502824,1.3962554404551542,0.9519280575576253,1.332547599346465,6.128506697609929,1.0081479262995399,1.166447985564521,0.8909354107801287,1.2412581639632256,1.1812819964012429,1.52789881281852,1.1780929091025742,0.97934396243622,1.0021852231636688,0.3835424634002915,1.6099573794437423,0.8871332387169769,0.6498633518718592
kaa,1.3899068192405792,0.8847840171932918,0.8808447998656911,0.5610025815687503,1.5141079934539248,1.3116750092095464,5.294683033617359,2.0317710532379496,1.1458295842472421,2.2480960353306947,1.4377754873812167,2.312076918243985,0.6795907651284109,0.9499839869826645,0.7014914829828635,0.32073479001789645,0.904484373692867,0.4713972835686946,0.8518445762006097
kaz,1.4281514791612047,0.9917339467621712,1.1780781639669062,0.4984017261378261,1.2962627108987508,1.0567113841716318,1.2703255619899358,5.3164409722962,0.8967792242051805,0.932497036105601,1.0343216377387996,1.6901361569833409,0.48257120365452766,1.3589954482931004,0.3616695724108029,0.4057181626125386,0.6008340434765838,0.49897828026215096,0.4981994804878925
kjh,2.097849465880421,0.6235387355854135,0.6604686179939547,0.618669024544851,1.136730034300866,1.8513843643426917,1.225688793242946,1.5433523453331643,4.130132718175345,1.0586581531611408,0.680462476248074,1.002197481872934,2.1006959685058675,0.7726245938264258,0.8905307957338756,0.2965440224338038,1.4784878426899681,0.6142132596420814,0.4355192488307547
krc,1.1005809891439904,0.7936883738196847,0.7751131900638885,0.5523104305545453,2.1002632284670892,1.2811328158991617,1.5318021266675625,1.4977746105091652,0.9206830460342129,6.240636233218032,1.672583940906959,2.0610526409290935,0.5593302494775495,0.8942062753052757,0.6570609613288305,0.3474973666508792,1.1066232974630499,0.6194897035922162,0.7398696664252989
kum,1.5649787023566561,0.8865576362036819,0.7794275681082665,0.27688482310096424,2.3444510018900693,1.050984233595396,1.236361527674572,1.0614924052540975,0.9770181027647715,2.516561350449793,3.9952110987288445,1.5843621143427762,0.7498168232647382,0.7495764141883756,0.6347663872054323,0.34122408481112865,0.7528274171967746,0.5711702496967885,0.7648106086132586
nog,1.0530966056836004,0.8723923751005948,1.5918474733478505,0.40259824574059294,2.756340890648259,1.0548516668537409,1.7664660953442635,0.8332753687514985,0.9803379237175288,2.170532849887735,1.5663040785050601,4.218141110234183,0.632777181129272,1.3352222089184627,0.6218487700634571,0.37024416242800856,1.14420313320127,0.7958567690267352,0.6353474222579077
sah,2.1629251425037244,1.0167302469312047,0.7743931168696274,1.137998550814039,0.6883663659148562,0.9873348327378284,1.074697830316512,1.0650222009492178,0.6740485437400683,0.78596170575938,0.641066999129528,1.0196417096324097,4.43226074349218,0.7303921216404493,0.5809410759636584,0.3475594684109082,1.1648618974038423,0.32858002079644844,0.5625356470135229
tat,1.2829184957772792,0.8706182145547852,2.0795488870627405,0.591552724451145,1.1002481653285194,1.020374376200979,0.8478721766724662,1.7936285188043435,0.7793308906634309,0.8549567437387393,1.0845361674695002,1.86304817867658,0.6787548195943152,5.390404155660627,0.5890673157178796,0.3499484148771672,1.0792297407102283,0.4518939631524024,0.6008338773652102
tuk,0.9320895369671678,0.2747651891344051,0.4616813704435451,0.348117883646042,0.6176913427550096,0.6317160131837096,0.8206804034291583,0.6720551376426354,0.7544557299596273,0.6044844180136011,0.5635638424870885,1.418486354854354,0.1882562188671722,0.5246914940220835,4.782164017305989,1.3315877874761255,0.8250024302838613,1.1168242129911685,0.5476119720237627
tur,1.176019623204166,0.388066906993468,0.5353842857365178,0.24082586382560384,0.6135340481951163,0.4156548389289465,0.8851020900141511,0.6761342650874498,0.5479828219380775,0.6887145232030245,0.3879576863570689,1.4539214258841846,0.23612992051749457,0.5630932872734102,1.6268630174022056,4.780320246838193,1.0686402379043827,0.9631950430624696,0.4869073277251731
tyv,1.938905432524137,1.124107533354286,0.6219611928274512,1.003609297868464,0.9993477086918655,1.4011351280490376,1.1784809432876,1.6038465669734743,0.7561732687808282,1.227560462108824,0.8696903307543352,0.8992079928981074,2.106933428048025,0.8681191116604418,0.7286110590199179,0.3618583462156063,4.671101175393606,0.41755645615019044,0.812153761952438
uig,1.2328927825597111,0.8405915610501319,0.7839189360528218,0.3680354175991573,0.7004928440540196,1.4521740482229861,1.119087504091189,1.039337360426692,0.5725035912682943,0.8268625547615309,1.0987425478357236,1.3727178709951757,0.5958886129614027,0.9326296052097778,0.7022009041813545,0.27179285886252136,0.5480713416674763,3.5005091117560787,0.8713211882082956
uzn,1.148782760176588,0.6472682809324015,0.6182785777737702,0.5175066294116035,1.1927867140814652,1.2297187579197368,1.0663404364961193,1.3558219137045924,0.5766373864921046,1.157897030218313,1.3902964492563423,1.6781948650447986,0.7515401416965827,0.8478078002614696,0.5790611107936047,0.3498219592336591,1.0375918223512188,0.635361815516677,4.02874449187908
