,bul,ces,dan,deu,eng,fin,fra,hrv,hun,ita,lav,lit,nld,nob,pol,por,ron,slk,spa,swe
bul,0.11419167475304803,0.2243002396108491,0.0,0.0,0.0,0.5020402869239313,0.019804246213370486,0.0033689361332977646,0.06200166150396791,0.05576863627957074,0.0,0.013158876873098801,0.0,0.0,0.0,0.0008904764887101568,0.006308615639759284,0.0018049629263039435,0.0,0.0
ces,0.0,0.19082534749796376,0.0,0.0,0.41577371170616884,0.30929269297730233,0.09682001364190795,0.0008084599943286308,0.16689439762056557,0.03234870778097554,0.0,0.0,0.0034632969873435032,0.0,0.0,0.018010740871693742,0.02372363886655718,0.0,0.0,0.45614110247319095
dan,0.0,0.2383734283374186,0.0034408483467170616,0.0,0.4331464047323861,0.2523458183464067,0.22069336263489614,0.00048459771294393633,0.10687162075294032,0.03945900257608703,0.0,0.0022240312089705228,0.0,0.0,0.0,0.016259710195424715,0.006426164937057666,0.0,0.0,0.31085221851799494
deu,0.010336133063224118,0.19482173790326285,0.0,0.0,0.46367089470214173,0.3897201499558669,0.18712331641483382,0.0009700356123692605,0.1342152298093155,0.021296082431239594,0.0,0.0,0.011832655548796173,0.0,0.0,0.07760144519965706,0.0,0.0,0.007289092158827379,0.32019920666017
eng,0.01001709730422462,0.21420872323728113,0.0034408009896194757,0.0,0.26316942435678436,0.24646960222165415,0.18924716664323227,0.0,0.13314506020999994,0.053720691250908836,0.0,0.0,0.002296744902827174,0.0,0.0,0.060162758371155256,0.00048088498406266555,0.0,0.0,0.18920783201699543
fin,0.0,0.27964507381847215,0.0,0.0,0.41120763006154615,0.22693911217245089,0.1741986138208329,0.0,0.13334485614197789,0.03264292846846417,0.0,0.00280281906279356,0.001164231091535687,0.0,0.0,0.06678566945471343,0.0,0.0,0.0023750964734989416,0.21888643389436346
fra,0.009944298338274926,0.19130561548783187,0.0,0.0,0.3922934958125679,0.18881892398879163,0.10850915545560769,0.0006460718412742011,0.124999421794043,0.047257411835805896,0.0,0.0,0.0,0.0,0.0,0.019157796226103696,0.03689958528881121,0.0,0.0,0.4116170354962825
hrv,0.0,0.2086884717197448,0.0034408483467170616,0.0,0.31336130601858203,0.09289946870061039,0.10606282543020695,0.0004840635042911434,0.18322358585978482,0.046922202296558746,0.0,0.0,0.0,0.0,0.0,0.011988333709911925,0.0,0.0,0.0,0.22494057316020166
hun,0.011849120069599373,0.19530865641173722,0.0,0.0,0.3733932617040283,0.2976326506442408,0.2641175982284749,0.0004853517672766955,0.11260224485466741,0.015416845554932945,0.0,0.0017755558628007595,0.003999838148242903,0.0,0.0,0.0,0.0012712854118853562,0.0,0.00015601989972810482,0.1915725683802756
ita,0.0,0.1789002754137634,0.0,0.0,0.35464474926265677,0.07720417639180188,0.15818471479832752,0.0,0.14822813005390023,0.05016822022103645,0.0,0.0,0.0,0.0,0.0,0.07792877031370182,0.02020108384204311,0.0,0.0,0.360583992209921
lav,0.04679953460487596,0.19732409110940852,0.0,0.0,0.4137511592344585,0.3219872513415063,0.14070582559499534,0.0,0.24031146844110174,0.032983002140529516,0.0,0.0,0.0027524522978475095,0.0,0.0,0.13443556764728604,0.0,0.0,0.005344064224313244,0.2729396977718608
lit,0.01376780557821089,0.18658947509325885,0.0034408483467170616,0.0,0.3672192970598229,0.19862850164351276,0.15083297277559438,0.00032335911018940844,0.2133996655094651,0.0314279922157662,0.0,0.01545705569624789,0.0,0.0,0.0,0.06363149474499585,0.0,0.0,0.0,0.24040232143263296
