,ace_Arab,ace_Latn,ary_Arab,arz_Arab,bam_Latn,ban_Latn,ben_Beng,bho_Deva,bjn_Arab,bjn_Latn,bug_Latn,dik_Latn,dzo_Tibt,eng_Latn,fur_Latn,fuv_Latn,gug_Latn,hne_Deva,ita_Latn,kas_Arab,kas_Deva,knc_Arab,knc_Latn,lij_Latn,lim_Latn,lmo_Latn,ltg_Latn,mag_Deva,mni_Beng,mri_Latn,nqo_Nkoo,nus_Latn,pbt_Arab,prs_Arab,scn_Latn,shn_Mymr,spa_Latn,srd_Latn,szl_Latn,taq_Latn,taq_Tfng,vec_Latn,zgh_Tfng
ace_Arab,7.202434196063293,8.83533236940932,4.686374443015439,2.578413239819226,3.3979916830394385,4.926300954862521,6.021654818859021,1.4691309275652804,7.554632256543302,4.34222308659513,4.210104420260851,7.0000810315266895,9.250492728247675,2.065572392121466,7.653612222897034,7.978385180419117,8.307701181755805,0.9456179800107035,4.251807303145158,3.823836715695917,4.013939799767744,7.216765676125887,5.896936919824045,8.407459397331577,6.097759625104244,5.423546592071136,11.0659883561929,2.7115617061772794,5.051057315842637,3.8144366401664382,2.7365995542101538,4.111356055336109,4.919604683462557,5.397472252166969,4.855569940506458,7.063966644965937,3.609512404902614,10.438173499381648,5.61977597294359,5.02478883369908,8.486306896445708,8.732158754027996,5.112915176769188
ace_Latn,1.8989484169049091,8.061693073365118,3.6055103888442734,1.7416720155011227,3.0554405590493627,3.6743864182729213,5.614976882498029,2.6513869297502524,6.248401501272103,4.820548996427256,3.6761031764201673,4.366482089252904,2.137555090274635,3.6917554859851434,2.527856237423422,3.908564610235479,3.2042246369664045,7.190706123953112,3.0722786824907593,2.039409106566734,2.508423205820788,4.122355098049394,3.002039966777157,3.5833963298258014,3.329341649273052,4.233914416105293,2.7282509268452237,2.4026889983935735,1.0245757418252137,4.566972569120377,3.5309295827910194,3.651555206696086,4.17081559103329,0.7649798627516109,4.83351793524477,2.959017775397501,2.6090901360165755,2.0437229719708685,2.515392704545817,3.140671597327681,4.168085393911615,4.737856840992055,4.99236852317763
ary_Arab,6.9073065319393026,9.8739960309074,7.8783582794664335,6.3848255836695635,3.696460460029198,5.400092839634801,6.2571620511293515,2.348389379419971,4.910385252898392,4.369869836232366,5.211614256335319,7.308575204955653,8.522826910108833,2.242179288814768,8.22369962771245,9.886259975419245,8.741415366834786,2.180912035010078,4.700030024687776,5.309317517848894,4.8824900972184935,5.521670848669594,6.135958229387506,10.830350597881514,5.963726659795672,5.94049053820621,10.641121184832093,2.695847646657676,5.241537864922683,3.8842725661422564,2.8049829712967687,4.145908012962337,5.924759885188314,6.574209970627111,5.612614258859438,6.166663056391135,4.435932368652887,11.210306985163534,6.32701291071595,5.940595882117929,10.438007667474576,8.23520533271493,6.182347840996996
arz_Arab,7.116595822945894,9.675294412936859,7.545543834402338,8.085521592917463,3.6335079954236402,5.20848433088525,6.309430390101779,2.1323316223673503,4.959577546207907,4.414652162685809,4.939308339655999,7.33972709486856,8.425684505346831,2.2083348652045185,8.202738657419916,9.79857919777614,8.596251021413623,1.8948171710278068,4.352657011031209,5.44376807292569,4.807155240947339,5.489893604479419,6.097355315035245,11.119929086087629,5.960138196334013,5.730975172427861,10.756276357305936,2.662178937559463,5.335616958609692,3.7940445012047013,2.7889410018741647,4.130729589986781,6.023002358237168,6.932246695134446,5.46584138476719,5.969450873472551,4.2716844108289225,11.406680799619584,6.534238233897568,5.768411233040896,10.465289641562503,8.43724176857528,6.0157793258848296
bam_Latn,5.578670841412666,4.639983788984053,5.065139181994067,1.5933835815173971,6.155026009334026,3.9534494273206615,6.319782173163153,3.15372173535012,10.240561085340177,4.501628122755361,6.298313393655381,5.324006188115349,2.356607354620835,4.094209176766273,4.07225974806392,7.04725668315844,5.054703297006816,7.452263135600483,5.112012505539028,3.5186649476467795,3.0456334310649353,5.822002525559236,4.132952848620933,5.0681677177384685,4.153091193836618,5.455507992234957,4.210269824695163,2.484230159301136,2.0885900276153206,4.806150971156535,3.5496067036546224,4.57443485046185,4.294767655196606,1.7804156358007523,9.775334417324471,4.591180787341676,3.1256486832319568,4.010971493406544,3.0745248463287083,5.782213988467538,5.2694887731516875,6.502993552362472,5.131146431780653
ban_Latn,1.6426380783791046,5.471824737302791,3.3816368569293993,2.2300939391734143,2.9439922134394556,8.316861339783474,4.990539021528613,2.127692534516082,6.625019907571686,6.6265613602602915,4.651050230107483,3.7336544585783478,1.782367275848953,4.623122867886805,2.409411422310853,4.451282614392406,3.3028943614111137,7.470673941558852,3.2421827645943835,2.4200196801284557,2.3552848331600127,3.504749670251625,2.970275565488211,3.162925931794527,3.522262828320396,3.6743061889765336,2.679164079177753,2.698939372880246,1.0051348134168778,4.679352424521395,3.0592479560151955,3.1589459826995174,4.138678849478455,0.8082230654732594,3.7259185440933034,3.808420531861982,3.0527597408755875,2.555352625311972,2.4636204277573737,3.525866426929194,4.30830925665285,5.252800199160969,4.448896210271257
ben_Beng,8.199655399604152,9.035998159851129,7.889809273563878,3.967898044680357,3.743064869664175,4.848936694840806,8.930598589398343,2.0881891926753466,5.427007385707969,4.610044797360002,4.936735603042921,7.380734993519399,9.16576375157335,2.2405408460885576,7.100543360570573,8.800282359627577,8.606290984564607,1.9003040168233298,4.731582182331395,8.55258364781566,4.025044648632824,6.135554567537083,5.976111315437772,9.890062620042304,6.120969608623065,6.437885204891046,10.920540154471308,2.7613648619224227,7.66620236841021,3.735919455104982,1.7164596255888929,4.207558644728772,5.096781459497792,6.071912084571894,5.185813320214375,6.337123472682888,3.73620729011724,10.042611758058458,5.12871962660488,5.598167333990369,9.227230770655751,7.85541870906542,5.586075262132403
bho_Deva,8.785691559751632,8.69056229160947,7.848463704558411,3.723473150284664,3.4135930769171865,4.501521762670511,5.132289321509904,7.973573662477213,4.756665283057479,4.456612803642716,5.13427796434238,6.683219429025914,9.455182779046375,2.251362130485031,7.183462210581336,7.613294619758943,8.171644983957915,8.849625699467328,4.447135372040871,7.669009672544293,5.789054160808015,6.165055691016986,5.919704384908572,9.053881284707206,6.116207337120345,5.972112373482636,10.807020708827011,9.684753875838387,4.732526657919803,3.986092739098986,1.799937876683919,3.9197055918862045,4.715301483686659,5.979912580294785,5.228279189215561,7.024244254701058,3.7009310032322826,9.823528532700966,4.835816387431293,5.7212611864085,9.123069009609337,7.889225064500495,5.711394732398975
bjn_Arab,7.081543696607949,9.374651964099172,4.712915082500505,3.5142957046945007,3.526041430858134,5.1873761189105565,6.342793383676186,1.4945078010503332,9.129418847758236,4.426643538619546,4.189096860056196,7.234172104268414,8.930379904552082,2.0708468605809074,8.013383641175052,8.731325398029817,8.425025649405246,1.0167971177461659,3.941969853703773,2.9240347835045775,4.219320150228931,5.807074835869931,5.987625543857234,9.695998418809973,5.995291851018372,5.2015822898984805,11.014992545911552,2.6952648090229103,5.185532368740824,3.7249127790168854,2.727825478443188,4.106899919483811,6.142825395312717,5.569683984393458,4.950877201724898,6.329101829207944,3.907002778271581,11.4406290168184,6.137544190704751,5.0462408965947825,9.565731784274831,8.691630309396647,5.468551366366002
bjn_Latn,1.7620328210947254,6.275753549728121,3.5044484008633323,2.3298677325894097,3.455705877611126,5.5564293906015765,5.118365650365783,2.116033545826265,6.193417109088718,9.149072816654094,4.246317527674515,3.918895484414786,1.5196891225801308,4.151029299175763,2.5586303002233026,4.7815672706299965,3.5091818812865423,7.296390414747081,3.1858561750722445,2.8724873522243377,2.4081551063033224,3.4715841031113777,3.5218136325951335,3.129271160509843,3.4123014839565298,3.432627751446799,2.2626793531208738,2.7050094452648517,1.068094309523214,4.901329524346884,3.1024586660301883,3.4605195878617443,4.235344745162661,0.8195952764434293,4.041885603024258,3.3610041472528587,3.5580504105101265,2.337910002395983,2.811640430686629,3.9568175900168217,4.2905759684203755,5.210527801658637,4.628518200581347
