,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN
ara_ALE,27.000633072219664,25.28064414004466,19.44300361022947,19.91198953130315,23.197917117525048,21.863024211833725
ara_ALG,20.695926220488914,19.841788777701048,15.300641910367416,18.592061161297952,21.751491001138422,20.201407218283364
ara_ALX,30.670362077963233,33.062340864092626,29.772172699794243,28.3662751557531,29.609997502571094,27.2796197986799
ara_AMM,29.794483225572616,27.983135351328052,22.209528787954113,25.272148690149,26.11977870470734,25.760878491015937
ara_ASW,24.650848685038394,28.109862449564854,22.363065056244707,23.743785778265305,24.929538019255055,23.765497954553386
ara_BAG,26.0453622701406,25.95622205389271,24.152490977460204,23.07697152831418,23.88996206036543,22.934365464052675
ara_BAS,26.6350653955931,24.43106134604008,24.35541317943182,22.540742755157474,23.754999531271174,23.342263210088472
ara_BEI,24.057449165549563,18.658293499894413,11.30055396722802,17.15952306307953,17.59802851745039,15.30517993771793
ara_BEN,25.620793640343198,25.276364244138552,24.347593808365712,23.497568615215943,24.684369246717463,22.774814545777147
ara_CAI,27.191593971658808,29.735403395071145,22.57012212499966,23.095824799019837,24.260331318756325,22.44553211346644
ara_DAM,28.713662015667627,23.900715953657745,20.019769715886888,22.074887630927094,24.043429295491805,22.952514298626514
ara_DOH,27.32539811005951,27.144793305830966,24.629202772076326,23.32421903360446,26.07826666393351,23.584039239330064
ara_FES,25.56729054629661,24.4559525697373,21.0064996814673,22.6551296177089,30.429796594155647,23.814756742891156
ara_JED,25.382140571103395,25.475090427795784,15.497142346088351,23.19008908458259,22.824514379352298,20.852356513172783
ara_JER,28.451225988844648,26.69946493541593,21.963234482215388,23.555831197315314,25.779930421017063,23.892066906518142
ara_KHA,33.315470773260046,32.682981794919144,25.635301197034494,30.806763178586817,30.70052577546984,29.133917875401583
ara_MOS,22.19720898184782,21.927409431236022,22.184592254706235,20.321369083571884,22.271080647702956,21.733915145275798
ara_MSA,35.8870356900637,37.41779147863001,26.662213104115676,41.62417164021555,35.74379866297707,27.482039940875058
ara_MUS,35.39487573477404,34.50423129742655,32.096826314422714,34.560349097585906,33.85791545217337,31.28476039499979
ara_RAB,17.851536432911665,17.766334458746552,15.44490183895234,15.264433951233393,23.673373781473458,16.65252294231798
ara_RIY,36.261045675235316,35.9084907722364,33.50229654265401,33.930326838160845,33.281145890624806,31.148452548200225
ara_SAL,30.98327239296384,28.251464316396962,18.44991406382982,24.910128097099214,25.66741614865316,20.429795087737133
ara_SAN,24.573784132200018,26.55575450207278,21.92089016332562,24.027507292028574,23.420692397880387,22.013124474680758
ara_SFX,13.49215861662719,12.706698958764738,10.633123215450148,10.139852861132361,12.57884990815383,16.6206545893169
ara_TRI,22.687174212699073,22.363600893261918,17.99793676722003,18.94470149986537,22.500471146645705,20.564627350584296
ara_TUN,13.993699596571181,13.416744222879752,11.22997593928474,11.459768443621831,14.496371825711611,19.02012007633629
