,ara_BEI,ara_CAI,ara_DOH,ara_MSA,ara_RAB,ara_TUN
ara_ALE,27.853535231504168,26.142628691141823,17.34144789934581,20.62503272354015,24.108518471167447,22.26142540553494
ara_ALG,21.23695185123348,20.30158933357943,14.38022447100429,18.945789782663237,22.047970795795774,20.606568124076148
ara_ALX,31.291816764647205,33.5559029456499,29.572012290741633,28.89344973666111,30.14065457336928,27.390396434075456
ara_AMM,30.653309333209418,28.019150259062712,19.7372852692546,25.823092721677636,26.68740547424411,26.200982854245765
ara_ASW,25.212902956682683,28.989410176219227,22.554100603181098,24.306527843174354,25.425939037563325,24.101009020663827
ara_BAG,26.65123710210014,26.707118309756588,24.32136458704445,23.64354633037895,24.370269052557326,23.22601472159969
ara_BAS,27.62942919924434,25.316724995514235,24.920009767926544,22.647680136266793,24.42386301626153,23.694121269156316
ara_BEI,24.276760785543598,18.742916208851803,10.04889919450161,17.19172315927002,18.232388543993657,15.299965145847777
ara_BEN,25.877175449521822,25.527673230124815,22.940262995606275,23.6415824422189,24.8465860822588,22.71630775517755
ara_CAI,28.019482949022695,30.387525831507073,22.71557430879887,23.648062673116513,25.12390142988337,23.248619597272853
ara_DAM,29.455487439266605,24.326857093882793,17.709102611805616,22.683861921657968,24.89798774420255,23.41931607384532
ara_DOH,27.659542118912608,27.72134690377731,24.401497355204985,23.979833825483297,26.661012289214398,24.010907472556923
ara_FES,26.246761384036276,24.988337693859545,21.061633599298716,23.033896088332163,30.86245188663306,23.922217796855904
ara_JED,25.387424147053814,25.471632173949477,12.498601219343668,23.27018048678097,22.914982926881027,20.83317642098398
ara_JER,29.193434807240994,27.03146420859458,19.896061027974746,24.20038228379063,26.359735421758284,24.11720009977062
ara_KHA,33.477680958029595,32.556043693398735,23.810341524643672,30.39291192757081,30.900037095437714,29.14745361710348
ara_MOS,23.025759369484152,22.663964357473525,22.74301805146919,20.750487040633278,22.946527371120695,22.24385067555772
ara_MSA,36.75765496935983,38.023615480796146,24.825099097819013,42.76870607140604,35.753667911218145,27.209510825845324
ara_MUS,35.629819410637246,34.65745859207296,31.032552988105532,34.82290558601558,33.939110546008116,31.38797702337738
ara_RAB,18.4639626619536,18.372526313248052,15.25492365928504,15.887478492702778,24.591589036314836,16.956772534022974
ara_RIY,36.50259494587217,36.33475831317345,33.916182130266805,34.69167615259854,33.64213453582159,31.303400816422585
ara_SAL,32.11769762233872,28.49442183666123,17.896955878494413,25.685121615071015,26.724532219430667,21.044918922266646
ara_SAN,25.154220092094093,26.65630132580003,21.92724661059399,24.478783444906743,23.67045880432724,22.327769817355414
ara_SFX,14.162743847147267,13.288690405572202,10.667284844679589,10.280008036662553,13.244152089243826,17.256319804492406
ara_TRI,23.26485085625751,22.66403129076169,16.776738411098144,19.024382438326253,22.733412355241022,20.587058191741324
ara_TUN,14.407519031501062,13.749460241149533,11.098486515269675,11.575713324386506,15.134392120015336,19.724646641977774
