,bul,ces,dan,deu,eng,fin,fra,hrv,hun,ita,lav,lit,nld,nob,pol,por,ron,slk,spa,swe
bul,41.1762842547959,0.9825561159637424,0.9215603699801553,1.43838323807796,0.8355064222199635,0.5431523632639141,0.9330961223941197,1.0696778700939173,0.6085238995804101,1.0878814996578088,0.7629319352860424,0.7405229245277614,0.6047745787001473,0.8018550722939746,0.9885538401259595,1.0554359323689742,0.9027562736597723,0.6833730437457417,0.8614113556794507,0.7379424102436283
ces,2.439733305376934,37.671535865476606,3.1888788339989604,2.7269567032878603,2.7296019636799103,2.6169002220650492,2.852025701116634,5.509109176995187,2.8110488257912545,2.88777254375624,3.0422118595873275,3.2657926031838134,2.9859296173698984,3.1718877210489,5.077563585113733,2.715968611770528,3.0358621957873835,17.69892691080771,2.829288746967096,3.1988185397907927
dan,2.603548653676117,3.923434209084562,41.65147176622591,4.375952608253161,4.5269298305093475,3.065168379579011,3.5696148531105933,3.8547665995686766,2.8331856098000703,3.595266626388393,3.241002109339963,3.4458767853623917,5.03353227498949,24.816818424096848,3.648661190416008,3.0486345624715416,3.7456021280862477,3.494145670624924,3.196568007107284,12.191974323363974
deu,2.3289681920650565,2.6602760522280526,3.841791281741532,38.70164705027764,3.293426523940948,2.6074910775349065,2.896562512524054,2.728197415808988,2.322844624616091,2.9862040307112054,2.7037457073055444,2.642129003416871,4.222826386455412,3.5993824996709307,2.709357317186831,2.6310782862595,3.059058481126221,2.5433935672723007,2.8824631100470524,3.646963693643477
eng,3.15763260213046,3.91631895330317,5.6583423316290435,4.095396739796599,47.536470018274876,3.414747346273998,5.818803474479795,3.620578397783316,2.978057394831752,4.839520916002401,3.373988022862678,3.3929440861139466,6.150952977996319,5.211546938187277,3.808629481843003,3.9875578429797347,5.4921653937652595,3.4555138433020645,4.3937226966651295,5.224288404911157
fin,2.533012648523971,2.980304147012137,3.081747452927949,2.8297219516985774,3.061657536412789,34.264710686012286,2.8780551572680357,2.9939659048008265,2.6154465426318447,3.0483673973356886,2.944672800418126,3.1093192120428963,3.0516584251653835,3.2946552683596964,2.9032068399700215,2.6751255297797916,3.043384094336843,2.995429939431812,2.8921719426615713,3.491034458150745
fra,2.2462951712328283,2.9861484277371884,3.39942159625241,3.001891278849336,4.874853110232847,2.5461171084314183,42.658488061000014,2.6739492610195676,2.361996789730134,4.642876436601843,2.7090896030794784,2.7295763859744384,3.462375138802908,3.100017521418632,2.7007541417608447,3.966590518418343,4.574831093612073,2.9015700621269565,5.075187776129912,3.215442975397577
hrv,2.4949420968745994,7.658746226001691,3.8803591164586835,3.0069793819693946,3.1130629967890084,2.9811336748219723,2.916828469988703,37.728780727305825,2.7162852677280327,3.1900672180118406,3.9795272399244483,4.666704234600173,3.2972822977926635,3.8961093082226537,5.611441955152981,3.005220804346272,3.822881920466389,7.181479749678157,3.2190747441692804,3.7848110758226188
hun,2.3022637087498117,3.459050889700425,2.7592886641177965,2.5149356669408967,2.586077991729474,2.4556982768993865,2.7005091284287683,2.846665334771604,33.626446413880785,2.6140185572442003,2.466891210049382,2.635433525292071,2.7058389301557844,2.7838826946523216,2.842585240426719,2.8247429195600753,2.5734301528523127,3.673198462181464,2.7721777736834095,2.742596066987726
ita,2.5079201776093294,3.264121781157177,3.659332287733372,3.1623261099105293,4.387899657447853,2.9649922412119674,5.076227558082572,3.7860376114710244,2.607289830006298,41.93822051093228,3.195912129423838,3.2529725736059447,3.675727531623203,3.584583986468685,3.374373231056781,6.2868516298016255,7.134654373399718,3.171358447169821,7.773206174491528,3.693639924538366
lav,2.340622982116232,3.3942384236171295,3.1051078081498438,2.6372010584434804,2.689113953233265,2.661776009909447,2.7501504893119493,4.1899074661031825,2.5470649782701393,2.7733251165852515,35.144188128758735,5.585352040281478,2.928090724489619,3.1841728518941115,3.403553720670522,2.5614754223928613,3.10120563208302,3.306467297344014,2.733701053929054,3.147093043370377
lit,2.2393381626211726,3.695910630559779,3.150726236914187,2.5646467640376445,2.87731156893765,2.711935021093919,2.5828155020026453,4.402217860303136,2.4097294056987355,2.8259021887483913,4.8052571341191594,34.35587019580369,2.8447161445336557,3.163957078174228,3.842505012198383,2.642909160778249,2.99967069628281,3.535564273213037,2.8114497121924558,3.1213118559445587
nld,2.4935020287346887,3.391053893228288,5.1450785812616715,4.597555196244641,5.0462821548953,2.9824441906354076,3.696361391653631,3.4140328719963544,2.7419392526117567,3.814310483661791,3.0309611444310254,3.1117030057154427,40.03138568681337,4.749128849800366,3.2710021550576363,3.193468092127921,4.35673976767423,3.2833523871744625,3.3496490099927496,4.440884140761571
nob,2.651076144745709,3.7014702414210805,24.037360827247703,4.163658667661477,4.471062459598073,3.1339025039708277,3.369988191435382,3.77585199383844,2.8351967046982254,3.543605704374212,3.1614217238788878,3.457532996374394,4.751884475421551,40.50851410614119,3.61246090786471,3.1081190293079466,3.8027610884177063,3.5400767718505293,3.225455686265539,13.63842019069049
pol,2.27899976725792,5.459595932885,3.1111165119641164,2.716461438373134,2.86492634205349,2.5148793141261567,2.448938606281277,4.60756457122604,2.384611765137584,2.6829907502385577,2.782421417025332,3.367485278094209,2.799869353462938,3.0759414110000582,37.15124750167671,2.565681771435159,3.1393063728538158,5.097100181514413,2.6503994517997054,2.9663020438638212
por,2.460098277999801,3.4286115283927554,3.224973909591638,2.9186964390600356,4.038376242463234,2.726621168616454,4.702159911167844,3.6025290802141194,2.745013032189832,6.86338970121534,2.974167183685166,3.3418338324937027,3.2782579595747907,3.177426764410105,3.3762380465549864,42.72808372200822,6.210086011703706,3.4833262576714814,14.76878868671093,3.2477246447057206
ron,2.4129692659049886,3.6067620859005327,3.7073994195774063,2.9845313001933276,4.352572260032373,2.6599064956081824,4.610006810950099,3.8803560382940274,2.4931703914670287,4.663568583624252,2.9817174102523882,3.2420923989523986,3.677859758027121,3.4155912308707683,3.8435662667567723,4.133491555057608,42.0287795358561,3.371424103570911,5.047269214112526,3.5205496938589427
slk,2.430329617112003,17.27273223817489,3.0482406206583437,2.7441765523421537,2.781912153856376,2.5222585560584405,2.7838688376899237,5.573148991840813,2.800388143110937,2.805667190872231,2.89172342479461,3.231896479961113,3.01327901146787,2.9906626063022435,4.887475108928863,2.7986172224418304,2.8932254266340274,36.39472076905332,2.806228377393681,3.0165268670728707
spa,2.2541561657321685,3.0347882950164142,3.0421708901736952,2.727351873377415,4.214785564531671,2.597246484930708,5.156322636501102,3.201093710171761,2.533150320427289,6.867745366057354,2.8522688061873924,3.073491945444599,3.290399843502587,3.012519529870543,3.05054051914197,13.627298775994635,7.254931053837023,2.9707668710235673,42.37368078935448,3.0802010711097108
swe,2.5605881327867,3.6858335521151124,11.68243621144195,4.269315646542221,4.074627428715161,3.266193827969844,3.478210488245159,3.76249339458396,2.7861984703367733,3.44182116181754,3.2563517425761233,3.308228771814222,4.234236050887469,12.233195431191314,3.497221627673095,2.985316321179911,3.675462021311652,3.469659094287575,3.238360411161665,40.69833301429156
