,bul,ces,dan,deu,eng,fin,fra,hrv,hun,ita,lav,lit,nld,nob,pol,por,ron,slk,spa,swe
bul,53.28730872310841,6.038736055349502,7.308516108417034,5.160324321971593,8.65783908967007,4.004935018691508,4.9235037668171024,9.684814554170094,6.28790587118772,5.280198809500438,6.977703468226845,9.53020559087713,3.073980761440227,3.248803273024206,5.839037699797387,6.397759186093727,11.435151460503516,4.5785112686914164,4.93994643404422,4.3790135198411875
ces,4.149891019487052,49.662520406624786,5.786728938665686,4.681231362385133,5.618623020217928,4.912129946349399,6.005443904849751,13.724847197710094,7.694655249124116,5.041111061817873,7.316317693397778,6.923333214102397,5.564612171959891,5.492636357446623,11.69920924001727,6.10615475694812,7.34075132585276,28.883435156614755,6.548302197526727,5.291853713661225
dan,3.6388867946783345,6.894417095451745,53.34089842936554,7.322451039916425,7.634722411838305,4.7319640134178975,6.292014669627753,6.64344941328768,4.918333179013063,6.053566156388227,5.392619274383699,5.5117862005564735,9.72292398106843,36.043366958683606,5.7985623469151015,5.299786327247562,6.291645147979015,6.60199409214892,5.25857122059655,19.375409686087863
deu,3.3195727872052014,4.8947716707926014,7.16892062739278,50.423925451570305,5.766375562012023,4.50360083926781,5.052563757799493,4.739043171023764,4.041704023278428,5.255713090680287,4.565473255497451,4.175665121216743,8.175687301020192,6.786753802091917,4.752454037893628,4.600623174887657,5.397494856490648,4.846321068465118,5.143783067192583,6.316114593239925
eng,4.473737121393334,6.56789815364664,9.099328383507126,6.281889176949769,59.70100479390378,5.013104825989786,9.456220002978414,5.742261990458888,4.72073274821191,7.555326471882797,5.27796187622259,5.199577015028311,10.366574940450404,8.455995108627496,6.334513005232177,6.207356663897958,9.087282598749418,5.908666406384492,7.18875573609456,8.134922972043583
fin,3.5018539923544654,4.845107916228673,5.054283830544745,4.623843735213869,4.788562904872484,45.9810376191124,4.636065048428339,5.38099048192944,4.067193358207193,5.013977768892049,5.622252564372101,6.133708329444201,5.033651099832229,5.556270440250392,4.450654538241798,4.2786541124204565,5.130841722415247,5.9080850885485665,4.891800113161317,7.518272381389147
fra,3.1525908036934487,5.696211558925614,6.067580453942717,5.1137943794294145,8.832565809182903,4.093072444861431,54.50298246129223,5.33533146948974,4.238740971905373,9.851605449937308,5.152665721957076,4.66535889315336,6.780201670400697,5.852623544353587,4.592217794820285,8.53609381858251,9.927070550037403,6.649560909166966,11.455663945798914,5.497032919573068
hrv,3.4117111621003837,16.465740094347563,6.514698616409532,4.688000086539528,5.101404595640928,5.507699231818916,4.596877683155566,49.538129147384,4.681856606659732,5.535425452434088,8.381991650996792,10.637022415694455,5.771009922941818,6.647334912480781,10.92061010739024,5.24383076630425,6.687660695073274,15.740275004483308,5.581428969747432,6.450198678297013
hun,3.431642832169199,9.404273860680027,4.9317362335968005,4.282467571604497,5.3796388966034545,3.94583069902786,5.270359219079797,6.094433006361583,45.31357090753942,4.596457416625172,4.584802826366223,4.293736719467608,4.621804378531662,4.858060943022792,6.624207017222353,6.28866101384172,5.225121882302674,10.330819437146072,6.423005512240347,4.81796561759742
ita,3.464407240709013,6.06115171453901,6.142095067687863,4.982112537638446,7.50468993506239,4.704056348277827,10.227134536952848,7.800754408893291,4.347220174728529,54.027599506448986,6.219417466290773,5.889803680936168,6.199209875698548,6.145069260020643,5.670193277371255,11.742733702581472,13.629383182114681,6.156493499101342,14.593516630483483,6.22846421071764
