,ace_Arab,ace_Latn,ary_Arab,arz_Arab,bam_Latn,ban_Latn,ben_Beng,bho_Deva,bjn_Arab,bjn_Latn,bug_Latn,crh_Latn,dik_Latn,dzo_Tibt,eng_Latn,fur_Latn,fuv_Latn,hne_Deva,ita_Latn,kas_Arab,kas_Deva,knc_Arab,knc_Latn,lij_Latn,lim_Latn,lmo_Latn,ltg_Latn,mag_Deva,mni_Beng,mri_Latn,nqo_Nkoo,nus_Latn,pbt_Arab,prs_Arab,scn_Latn,shn_Mymr,spa_Latn,srd_Latn,szl_Latn,taq_Latn,taq_Tfng,vec_Latn,zgh_Tfng
ace_Arab,0.2945465966939782,0.17734016754040471,0.0,0.027437711296216527,0.28701050012963947,0.29595352801673336,0.09186385037438782,0.0,0.13784963585894072,0.0212185784236798,0.004113128091555396,0.09249541456301191,0.10987307627496001,0.0,0.08380169146644256,0.25997098681976993,0.05509135665678855,0.027536538314415715,0.4269270546998829,0.020667781500285365,0.14865776918629603,0.0,0.5070035355559064,0.023105786273894147,0.2381738735351835,0.30963768550405213,0.21873557081063133,0.06637196347080287,0.09529987764917536,0.1697864932402693,0.03234440888432566,0.1799546755036321,0.07501116418378384,0.07792533687771996,0.12863132096992658,0.1159736869787622,0.38203932322499057,0.20574329514745493,0.15295887544872766,0.39364061465152034,0.19703200969144863,0.5270570074322904,0.24919759403820407
ace_Latn,0.08245858420891228,0.9359729535494852,0.2719586861826748,0.06604326632655777,0.2362187638851383,1.1495360961207082,0.03288100535053262,0.1911661041676016,0.16203603173306558,0.82410882465956,0.2948567928440875,0.06186375016776058,0.10077931109608151,0.06034356331423485,0.17497510228086366,0.11950807380645045,0.14424518110175288,0.12710261639608067,0.25825895616709804,0.07367383677285977,0.1294905227240104,0.0,0.024477956488240693,0.16946704373369892,0.15853091776195427,0.18623715808034103,0.07165223392650866,0.0,0.12773657715349884,0.13372118575796588,0.2898459545567018,0.24616559175881658,0.18870211709270102,0.04034385623136938,0.18480457729202948,0.16531926783294182,0.14075878502692607,0.18220022295047045,0.21072355322495628,0.12795509948175843,0.31641920466543816,0.14471206717764584,0.05451507502344821
ary_Arab,0.06438949767606061,0.16831835929476213,0.8012955169523801,0.6952183331033881,0.1700937088751484,0.18350087912192858,0.14099618162327765,0.11152679388163289,0.03445242943805438,0.1301834502111623,0.0,0.07509127317253128,0.17494941602829073,0.037240440339240344,0.29708080344868115,0.1096514894094538,0.12047346127595393,0.0,0.4428625483403028,0.0,0.19440071781780333,0.006422173654961227,0.4032582072265427,0.005829823154024361,0.20417607715745856,0.14178257031352182,0.29851145690196823,0.0682651671455008,0.20553020153486656,0.20203606815996178,0.02794825389056399,0.16475956522513258,0.1839933184599083,0.27308942800328495,0.34408390080102436,0.2699476704599366,0.32035515522423985,0.1241697242421349,0.08810499349830714,0.2726678163046081,0.2693282838822695,0.3599678902589858,0.3664644132299948
arz_Arab,0.10613265547114104,0.19025969848139823,0.7503124444735665,0.9461298173775239,0.13914321516945183,0.1923076284703198,0.1586317015773,0.1400371647323837,0.004792448689735718,0.13107679651276172,0.0,0.040721959869404856,0.11878671066476798,0.019275264179269946,0.18998655835380518,0.11683807432082993,0.05252346709780209,0.0096031627388391,0.35030114103302523,0.04888436154582543,0.1603389447892658,0.0,0.3877147696094756,0.013375042152235395,0.24079084609386303,0.18673668524693543,0.2419028056466157,0.03737065016185248,0.21203534097274357,0.1737219722141914,0.0,0.2110278043143854,0.16853089694898138,0.23595183482381898,0.2930343830834943,0.22936125953254738,0.24711462136433937,0.31238761135006143,0.08269268757578097,0.20650746825617183,0.2368308994133308,0.30052776868996744,0.22485326042056641
bam_Latn,0.0027118619117576515,0.10426089150637541,0.15665312556939615,0.05788539491050848,0.5876915165142353,0.40756051594500153,0.10531070207538118,0.18207173734588444,0.294867021359444,0.3213034714275089,0.22295881780358506,0.1367963694623331,0.0,0.06813326153091559,0.12289265179583175,0.029572713689049568,0.20714505742141487,0.0,0.1347310066951115,0.05477446494657823,0.08758612709595326,0.0730216730417812,0.1355047384900363,0.07399681941600811,0.1352070740322011,0.0775207205697992,0.08088123143162385,0.011380683704401484,0.114934858140332,0.13456519063912076,0.04879667026210299,0.22556228543441392,0.13980922606533053,0.0666443145024953,0.04156856091408656,0.2539137009132091,0.17581068958343904,0.2640856396090765,0.0985652238253083,0.16737873567645867,0.07448641287929458,0.3393713220501757,0.13482362844415618
ban_Latn,0.12601724838654516,0.6149402838425813,0.09115544742896597,0.04513136620221081,0.2805647076967004,2.9148712838627073,0.09834946444702286,0.10456282972964681,0.23184191167083323,1.1281439380284484,0.2610376708128683,0.22320109765971985,0.04541888519027548,0.17629185779289447,0.2317451545203939,0.20374960058607394,0.06823405975599961,0.17030865261635153,0.27693596789499697,0.022815032472476737,0.20643791784114374,0.014568102173083464,0.0,0.2234566435363865,0.08232247873694298,0.11948630440756114,0.11225932329690158,0.0,0.02499431014845177,0.09162758137401106,0.4074765756068892,0.1343226482273705,0.17193790313738422,0.0587773424113025,0.2814080855245371,0.2877194077023164,0.1825672944650507,0.2422113109736097,0.3290098928139873,0.052858223861137255,0.31012652191261036,0.2766896651087398,0.12041654401505264
ben_Beng,0.1654449417642585,0.31801976444383584,0.2751523944492522,0.28076213115298465,0.3294149641948172,0.439205271428178,1.2804233934893219,0.0,0.0,0.12528821147469937,0.05561632626602986,0.15135186993223915,0.36320608403891974,0.05550625387583086,0.08977764327074134,0.49840103654796053,0.21531689599681503,0.04763180422997726,0.503557180337241,0.19083817719925644,0.19036789521343334,0.08792903635780203,0.7374366207179186,0.20822547875294717,0.2256925893018522,0.3627307214176998,0.2769187273973941,0.03750467423686432,0.38037065194204533,0.31128430713636046,0.028351134833118685,0.2629648809451073,0.27035720716709033,0.1278861599453487,0.27460606685884414,0.3289903786760018,0.5151013850305128,0.40612329233037237,0.1595851485968245,0.4616449033179304,0.18310035685837445,0.717722200751238,0.19208347403272086
bho_Deva,0.05256333174486727,0.21867012823302723,0.07763777432531249,0.1374526444780475,0.27454582850088105,0.2240195635131581,0.05976371432169625,1.374299025529412,0.0,0.17307440808857244,0.004212990711063291,0.1698738228383414,0.10985787026348959,0.1365156777911123,0.02798464317685223,0.382546112111557,0.19053653516627556,0.8516241545412235,0.3761032206381536,0.0,0.21179319472654967,0.10000183519987882,0.557816925109698,0.1322449965217345,0.15541256459559616,0.3632827508610337,0.1575157507528271,0.5346046999362875,0.021349019662237012,0.3053598434785938,0.0,0.1784013112809717,0.27264161493246863,0.15240135926404985,0.16379418338828167,0.2941873896643159,0.5385251054568165,0.29500622162992585,0.19472315112415828,0.2554324947237747,0.13501220467668684,0.847598292408442,0.2105180146142942
bjn_Arab,0.14887901393391,0.14169062740891292,0.012749642032432895,0.0,0.2534351477573251,0.18743279308068939,0.07961834194319017,0.035795033151022615,0.21528972280137726,0.03729934586368078,0.005124352412578581,0.16794511583791127,0.17812719736123128,0.0,0.2041254667023722,0.05747258892319085,0.0,0.03415955288745076,0.3670448609519621,0.06493825082141047,0.19790676361484127,0.0,0.4941268179275582,0.028299506615572678,0.23048543185416293,0.34561620570834606,0.24150659773527394,0.07105611503796672,0.13673831783839052,0.12097142959693308,0.017998979587756203,0.20185015535439987,0.08755188160613425,0.11597250120054348,0.30100219704539555,0.2424750722755924,0.2652169815737597,0.21245872692733592,0.05465236918800365,0.27805699013364205,0.2162565041177027,0.2719630658731571,0.2716862973836225
bjn_Latn,0.14441405735241641,0.6263814153360583,0.23613474898023767,0.0,0.2896034464898456,1.3962576609315578,0.07558932859119549,0.204763709217751,0.20215130190757025,2.1083993060740838,0.3765069313146192,0.18932579937450278,0.14265274683415852,0.07706044751752561,0.14550120265692712,0.14634936659734832,0.05479623236929232,0.1651348537591879,0.24979801304042404,0.08206611233844763,0.14588464067134144,0.032041485288938354,0.058198077515706714,0.1944466246102401,0.07800811863244217,0.13616811691588504,0.13367889564080793,0.0,0.027010950871980688,0.15115339644063086,0.48232263544340537,0.13720120933309987,0.1868394181676063,0.051284038027709755,0.20179849846497344,0.21659752892442485,0.11917036470369036,0.18514823992970353,0.31999707353434825,0.05018399788500005,0.3380956035724303,0.16725247325055959,0.1349508684280365
