,ace_Arab,ace_Latn,ary_Arab,arz_Arab,bam_Latn,ban_Latn,ben_Beng,bho_Deva,bjn_Arab,bjn_Latn,bug_Latn,crh_Latn,dik_Latn,dzo_Tibt,eng_Latn,fur_Latn,fuv_Latn,hne_Deva,ita_Latn,kas_Arab,kas_Deva,knc_Arab,knc_Latn,lij_Latn,lim_Latn,lmo_Latn,ltg_Latn,mag_Deva,mni_Beng,mri_Latn,nqo_Nkoo,nus_Latn,pbt_Arab,prs_Arab,scn_Latn,shn_Mymr,spa_Latn,srd_Latn,szl_Latn,taq_Latn,taq_Tfng,vec_Latn,zgh_Tfng
ace_Arab,0.036718740373107565,0.057615008222358655,0.028158963284634648,0.02645738005658142,0.03909162028932341,0.028096209803621958,0.019004572782353932,0.020249772397611762,0.021529847461522544,0.0001516274735968153,0.005187124181385679,0.027806227705181933,0.031266859837593176,0.024388164334051905,0.03824829482746821,0.017826201913098725,0.04832810755124579,0.012974844884995632,0.09758547772140637,0.02353696849862474,0.050399002383035005,0.006045388711193418,0.04500053264691464,0.016214370133016697,0.038533392220226635,0.04525473294264672,0.03941530999918156,8.14901834489572e-05,0.023994089107167164,0.09041421540959965,0.03364281164182316,0.049510305371408714,0.020113879467139942,0.04263146545236003,0.012087376735700747,0.04364213364443457,0.023945124778059077,0.06971803833376065,0.013383505354357741,0.08049885401793323,0.011612647108774408,0.037936940128443605,0.05646194026339321
ace_Latn,0.021629616394546698,0.11166019185999825,0.047074280577679734,0.007786773552448113,0.05736641959621583,0.24831302887033307,0.02598171273645289,0.04412235827688991,0.019388854841914275,0.09882367629402335,0.0672703887771118,0.03482332999099372,0.06194969640725079,0.02812017415518027,0.06509740901206666,0.0052087771262544795,0.03052987208438249,0.03873324342110261,0.00706103878197369,0.01929252974695919,0.0076495399640993415,0.012188830251667825,0.03307949952348371,0.003527821589292062,0.03192939183141663,0.030945550118190963,0.012602245912632117,0.016640324725087405,0.026349809493900953,0.007314418096065984,0.06386998503405932,0.05764729097969515,0.06356524934859602,0.03156934344026802,0.008072176764353246,0.03554973747088247,9.02959683718018e-05,0.041056363617200345,0.06766977477633654,0.014605741795551462,0.02040535182104089,0.0021492645110821533,0.013465508701010827
ary_Arab,0.040265644450554916,0.0841723854292659,0.05030088865792219,0.07702744480582152,0.03387514698931927,0.0191860674499952,0.019699677332702233,0.026428565120036746,0.009971711842712852,0.004308077328902193,0.005470923840737654,0.03432867696936224,0.0537396122878751,0.02556929293958186,0.045252614317583977,0.029350418727459585,0.04487647406756175,0.012561557332119812,0.1990072752586743,0.02097813278069138,0.048238914398505486,0.0055272381822076225,0.04366061040204236,0.010854513640348585,0.03700791429635261,0.04663918236764334,0.03067585285654272,0.00012452800824462829,0.02985755963875754,0.05714762886477156,0.026929501367815793,0.05413917104256798,0.02508138635981841,0.05318236578316025,0.015243868385375668,0.08179280062135764,0.03293500324978586,0.05216728717913874,0.028698759213081577,0.059834045051899674,0.009071546506229827,0.11331514480414963,0.04294706476373102
arz_Arab,0.03465360271537681,0.09697257034524676,0.08404765932116856,0.07988379394248261,0.033254104164642515,0.014927959602163962,0.02032458240512204,0.03655944636930875,0.011171011527347072,0.00446307255097754,0.0053813413429992015,0.029837147020619483,0.06928183618861541,0.02690136707635611,0.04396362700650347,0.03407425341058258,0.04071452489102507,0.017004201088602285,0.19193975776288827,0.016921026031175856,0.06677330059538249,0.006061076979972215,0.04241986528186465,0.013994981755916921,0.03788847027773813,0.04894944884402292,0.030621004363809826,0.00013212751249587726,0.029919196317338127,0.08421907252383365,0.02680883062228766,0.07866003693940612,0.020723611674581782,0.028910521045130515,0.014128398314936907,0.0913769061522342,0.0329739630126744,0.0720387800655395,0.031429604589365334,0.06262112668251604,0.004301937801362895,0.10925196945212613,0.05969624461911816
bam_Latn,0.0358097948930372,0.06433144948516824,0.04604816317426731,0.08438238428386008,0.06136738139723621,0.09432085547633502,0.015105354965970708,0.04661830697917335,0.049757086205461445,0.03626316303539943,0.03490555337534218,0.0423490076723278,0.11509888517292881,0.030739036880813565,0.08306682737742609,0.04212621877247799,0.0351323937616926,0.037053440102661026,0.036116487402277735,0.015202203225769565,0.05019479554395058,0.03126263365763012,0.02059638509345628,0.008884034584584607,0.031317424853978315,0.09651180062834208,0.04012503228680455,0.0020893423357415206,0.02340158371112183,0.047528014574339174,0.03658272006416424,0.045313783335025046,0.03997200303324305,0.04001708369200878,0.01625308840513853,0.048369012304587386,0.002160380789063126,0.06820641123049878,0.054510185859392955,0.018509194745108558,0.09347493883245019,0.08667783900531376,0.020687720184910736
ban_Latn,0.01784594066427994,0.06695249344189716,0.01039760221199635,0.0017273695053854927,0.07918468335933461,0.3943794254902515,0.053772781376500156,0.013401636742879067,0.016264794988129706,0.05609771838715077,0.055134450630529276,0.036857251098550786,0.049613120482902215,0.027024813100308912,0.06090030648758593,0.007844739775669457,0.03808480328338138,0.039052724755747205,0.008049195297712357,0.012170674667237565,0.012265278358723848,0.011944653323223397,0.037282397735860555,0.0033585061808813653,0.04584704150936924,0.031688540653119705,0.008452414273736074,0.021237099181937134,0.0026144281691277238,0.010652420503747864,0.06088410264706227,0.05227436501688743,0.0648859271673413,0.03595723422263201,0.004422379635376088,0.026820658728810384,0.00027343709843383223,0.017366217354056794,0.04495143178308486,0.013655989709041883,0.011333466808981178,0.001324363686339908,0.023457756629773344
ben_Beng,0.04461950873522673,0.09460058903089458,0.05548621880850917,0.0327184337792461,0.041056900789840284,0.06803052106244226,0.11414221074061624,0.03986827042250338,0.017809300848777892,0.0037978909237112585,0.010240683842868156,0.033192608982624904,0.0704592105090622,0.02034231479221863,0.05385521234078314,0.05212997928574503,0.03846592101825159,0.02147396142219087,0.15305244945413451,0.029250001139015932,0.09080958286690323,0.017636350270691884,0.04473495957857107,0.02750358514196235,0.03607236653414935,0.026762453285186994,0.0372250882410176,0.00027098215906915473,0.05986041299353794,0.07251778443831414,0.02184167925440221,0.05341124107763062,0.10789459220074132,0.03634356541713146,0.013460042030591288,0.08604889738406678,0.07266536050434934,0.06882912884845119,0.03171947656277825,0.10051500608809118,0.020017155963906363,0.16010129141192753,0.05533861771862227
bho_Deva,0.056387249506530165,0.05400110310707911,0.061898616366755595,0.026356390092075167,0.035351427359189495,0.05409763766222868,0.0196414400318996,0.10262231444605671,0.013979495356863969,0.0085811951280446,0.007585530708217106,0.027991856482638373,0.042600579739731366,0.025235474852423813,0.038075120748109974,0.04393911919506317,0.04346163733749308,0.11929747851338401,0.22045794383432774,0.07044247705890777,0.07077617920420529,0.01842384408320497,0.039126146811242955,0.026805434432416345,0.03874685948520073,0.04876316462559265,0.03627007238040673,0.06672232630871018,0.03543541406736209,0.10237639489641409,0.020647152109079626,0.04694279598983622,0.04302805869379408,0.032359899367073106,0.014229824740043633,0.06737532918687539,0.08427868822301893,0.06565821548818261,0.034622923637697936,0.06871892080026204,0.01206089623192292,0.1725369300359678,0.053107142416512154
bjn_Arab,0.0348874400081224,0.06779642943705878,0.04561155855938716,0.03390824475936136,0.035866191604724824,0.011843238625809379,0.020140369148983848,0.02370387279451629,0.02276031091903555,0.0001617952864085008,0.0051338404574259745,0.025871525301492816,0.04709206405296198,0.024078026532620325,0.04241886089176291,0.016152066574363803,0.025922501318023317,0.011543652649562041,0.0871636828294973,0.023166808454537488,0.06448191136918896,0.002717063056595057,0.046975473533011236,0.005226925639885938,0.03935092531557511,0.032299560982127704,0.029962265411864076,8.234269361139657e-05,0.03985415752057285,0.058614504575776966,0.02718043648208436,0.053666157694482,0.017849404416560067,0.044570876470887776,0.014418841524664749,0.04412269932344479,0.013126774718605122,0.07802515790592421,0.01181667445776354,0.09562425966184336,0.009677754102438705,0.041444652658750934,0.05886975688711936
bjn_Latn,0.019807673768395137,0.06544251449432167,0.013934917465959568,0.005706975484335813,0.08854468168356366,0.18536808173218242,0.03440746409118519,0.018841193631091498,0.014077226304621493,0.2852998957228289,0.03883052295163195,0.03186001499601203,0.05325043105811927,0.0238134086127311,0.03235401825631801,0.003131113743998279,0.033632254871170844,0.06968704467119248,0.020441654984058876,0.014803360317754758,0.004169342108056034,0.013688415787070442,0.02961260821758393,0.0019705485740160672,0.033546479975603206,0.03437412662660225,0.010429021633177752,0.01617369999260283,0.0016958937906194822,0.008447759037627772,0.043495971683839466,0.047005542896000084,0.06534752212560714,0.10241300953140166,0.002589825867946388,0.017389720496470064,0.0001394252760056278,0.015045967114614102,0.047578313334175525,0.020773254888585304,0.01279084706092687,0.0042111446922673615,0.015108339121724157
