,bem,cwe,dig,dug,gog,gwr,heh,ilb,jmc,kck,kdc,kde,kik,kin,kki,ksb,kuj,lai,lam,leh,lgm,loz,lsm,lug,mgh,mgr,myx,ndc,nde,ndj,ngp,nim,nnb,nnq,nse,nso,nuj,nya,nyf,nyn,nyo,nyy,old,pkb,poy,rim,rub,ruf,run,seh,sna,sot,ssw,suk,swh,sxb,tap,thk,tke,tlj,toi,tsn,tso,tum,ven,vid,vun,wmw,xho,xog,yao,ziw,zul
bem,4.429343783994669,1.5358980973414018,1.1504573855625282,0.8427919526226768,2.0935563253562885,0.6525591716981478,1.1946455665330795,0.6417517596595979,2.8185977375858715,1.0790975998041235,1.8775401316701872,1.9037717395547067,0.9211398524390685,2.3883085181927886,1.5451541203434949,1.3099994805619823,1.0088487983678889,1.4670264598433977,1.4420207464989925,1.0498689914053414,2.9906455478198666,1.02256392526251,1.7552088951280205,2.518212397157596,2.2698871367764983,1.7034759198393432,1.6275924226442604,1.5329514181334705,1.4605842727148146,1.4564703544898803,1.098618908419892,1.5990802417432481,0.8502046307476643,1.4593817592399965,1.56411583271615,1.862007021901863,0.7159297183817608,2.2084970611947097,0.5926329665474847,2.2468361769481855,2.7663233661088946,1.2357845889754684,1.3041511211218577,2.2275100712272016,2.4459703055226747,1.4381422358075457,1.3043154604298328,1.23725609894614,1.8079343231500662,1.3054168356096776,2.24490857284828,0.9402594673543351,0.47520977309339635,1.5421146263809493,1.6564171415723978,1.110052604534078,3.105005862249589,1.0038601975733756,0.8422983264258802,1.4045375278787917,1.190451610956645,0.7773979626006577,1.3980664410351118,1.741120453566507,1.1128992937988549,1.5108078655778538,2.105115809660096,0.8832412571829396,1.8115747914747797,2.429475278648574,2.376427277512457,1.6017739660769488,2.2004395700573056
cwe,2.0976618416079735,4.362148358830205,1.0800234745051638,1.2288941523385575,3.1650020201298696,0.460522327957383,1.9923707952798106,0.46594213319645417,2.140344015459904,1.0806975395741352,3.749278660188524,1.9054171493085037,0.8834912669040342,1.9954381608937153,2.4818923961051373,1.6978219951739923,0.9526852035425897,1.1216431858975862,1.2205902121148595,0.3250121398287083,2.460299840457561,0.7885618937692702,1.5428994089192667,2.225078157491914,1.7316408457712762,1.075288789018564,1.3048555793575873,1.080485385060729,0.7430138728772494,2.3913835799742165,2.0248610134983873,1.6654436800883785,0.32774442534411113,1.6526243163902241,1.5216331072608977,1.8320394740589123,0.7665759110702892,2.268373840071612,1.2745681785619243,2.094374079348661,2.8760852979881744,0.643135418862455,1.778294788350715,2.590267280236071,0.9828639740523308,1.7554571699776638,1.4069222439372904,1.864684227001036,2.0013095806949774,1.66655241506151,0.7686056314177239,0.6361842232660992,0.40488658011686296,2.0353695290690803,1.67886910530824,1.097257700403546,1.8946453820714062,0.7786838987350059,1.0336145145839113,1.216760594021935,0.5462697916795423,0.6401526591217159,1.442451944707692,1.8231630559073018,0.6545955315753145,2.5044164881180615,2.4866508166364905,1.2399620405053529,1.1638512677438564,1.90117330127902,2.452005504624931,3.118890345339275,1.2709433742331826
dig,1.1206766108765058,0.9039154451564803,3.878524263542123,2.1840606850328825,1.6276384727825763,0.6040593197640814,0.5541232002721259,0.39761441624315125,1.645101157229977,1.592825211252717,1.5518459295621168,0.9390365937309547,1.5817618236452247,1.2789491058548301,0.5117388729383292,0.6286217894598948,0.7283401244960742,0.39203569276499056,1.0927574473524413,0.3719919562588324,1.2374988165551892,1.027599025455882,0.8540044022219027,1.3640959016775533,0.8757614257478519,0.9963199143341689,1.1567024575019145,1.4291576300653555,2.524534299259188,0.6059715828701275,1.1291518589814014,1.7698760207735198,0.48091574779365925,1.0057034509844711,0.6411295690454435,2.7935157267937845,0.5005363693432102,1.39917083808235,2.460306222932762,1.0836047243014941,2.16508196866019,0.7883051438397589,0.7804661861641837,1.632103110023119,0.9328120534093782,1.3698120673320362,1.5051031646376087,0.7186079633308622,0.8103245269371071,1.5331587746637796,1.4570881899237937,1.4960740002225734,1.214091372618135,1.293496389469809,1.7382606385671648,0.5915681461441707,1.1964663795755683,1.0119248279050015,0.4620620506162734,1.288556598804352,1.0243703415828853,2.0038551092553356,0.7089323178167494,0.8109570748954359,0.43926958172890845,1.1248401215975845,2.2399807706815262,1.3765962469467128,0.8756814390672663,1.4969393445628476,1.3069480926453256,1.6676598514536578,1.4752867529580138
dug,1.1550854619438347,0.8626586702925491,2.230158529099145,3.934846738100919,1.9116067196030484,0.49227073452807696,0.7753496873880631,0.6036054967318549,1.4095088135251876,0.9607201062224998,1.77783540646225,0.8852105210545154,1.3914089961926388,0.9681693122226792,0.7567347843394908,1.0340513086963823,0.7384630807560536,0.5068680060448042,1.1564482248309145,0.29579419088834474,1.4943699052493178,0.8743709541758159,0.8754918290175444,1.1043695657829784,1.1262339584763204,0.7674369688078265,0.8329784789315284,1.67726703384505,1.2109322985739128,0.5527469432357709,0.6096990620340216,1.7219875642107425,0.4308883812225214,1.207808710272194,0.8135320751832991,1.7260677913450309,0.29188010516931917,1.3587949722570514,2.0599629128243824,0.5245090470899139,1.4291146600016276,0.7113319638880183,0.5823487035900949,1.2542781208297118,0.8158066398708724,1.3671715336631958,0.9848604511671087,0.7386336788105583,0.5469265546970082,1.6056659632394248,1.0869046527756616,0.8007269595728573,0.5594250662177865,1.391332625521463,1.398096912657458,0.44894470271980663,0.7546391535648239,0.9112493933858113,0.5867336588423482,1.361455565037581,0.8375487278002917,0.5880229079837243,0.8238229989051535,0.45259100699574495,0.5503028191812983,1.1176278822780519,2.2047988955137794,1.2787389154491995,0.8577797033873635,0.9807948923391143,1.020370776148846,1.827554631118754,1.0014034843765325
gog,1.9990810092969644,2.7544321922366746,1.212383303242556,1.2811169550055546,6.845602407286619,0.682094089860516,3.054406261214026,0.8498620679963653,2.121072895275559,1.0418186243552512,3.635603621145463,1.4703318936641527,0.9415246047129615,1.948955373643037,2.413843467983612,3.0309477552656667,1.0242269107332216,1.2514649094043877,1.2798247070192268,0.5066401577252293,2.7607529971395097,0.9613619376025468,1.774484610960486,2.2275563330859,2.0051458531651294,1.2315464977443689,1.325244455271745,1.1355932180929245,1.2144025657187931,1.557667496316395,2.486516232181093,2.4790094240091927,0.6373822027856851,1.362173230561756,1.3764584582877408,1.844559944266076,0.6901443832876483,2.5632558150318703,1.064497029809969,1.8726466219016769,2.4651464016497426,0.8621848014859337,1.8284112352845527,2.3806858910259185,0.8943347110952773,1.595720852567836,1.5384289013455976,1.4576286698294783,1.4448191728410391,1.8004935656097363,1.1317839980374138,0.7381568760879341,0.5485621094682626,1.6548599398463726,1.6280832238578056,0.8823730478257119,1.5895102837995514,0.9397758510034507,0.9502628238663903,1.4290503882978662,0.5981848673618512,0.7997249897412492,1.2657272691911252,1.7518683775675257,0.7019214772135376,1.952159213192368,2.0801363631221306,0.9531274518868571,1.2422779082758757,1.826521402742515,2.502256791450873,2.438571064582875,1.4059496734298227
gwr,1.2834161899451275,0.4845463113358933,0.8308020086558308,0.4509297952280082,1.483052059055172,2.47459100666116,0.6352898711618197,0.5294516616218649,1.0805637965853232,0.8801468829215175,1.340301034749603,1.1645384564068748,0.9686908313515813,1.2000946171949383,0.37157123171220696,0.4494804988539002,1.0375334749086826,0.5627480123647921,1.1402209649172146,0.4346750902364134,1.7810363638224471,0.9856161605055253,1.2042409666394693,2.4895434525602496,0.989983711416542,0.8193309691676021,1.3457151898441944,1.560146391491122,1.9666916336388767,0.5701828763755487,0.5560692827262126,1.7327000657633453,0.824152011606691,0.8917519835608175,0.49371592757509913,1.0985944647118968,0.9105320979960912,2.512511333092754,0.5957424730624743,1.0629451001078414,2.1034333021621783,0.8713958004901481,0.4122476387784285,0.9028559080877133,0.6816925852722369,0.8659830174725167,1.3254951593040665,0.8612702317542446,0.8351237346178888,0.978396065127682,1.4064039823016,0.7348503609871876,0.5401394612873656,1.0252526021481942,0.8272261590003261,0.754051407772849,0.8100771935139445,0.6917704066105971,0.9336919545995419,1.5047815600436563,1.007090572186833,0.7035139354283778,0.7256375864258041,0.8011673924866745,0.5474574375357382,0.5165379394306394,1.5858679460780973,0.7076244759377786,1.5464015313902153,3.5733237923984076,1.029921950957036,1.772296513471927,1.2227844043247107
heh,2.0006341794651203,1.312781805103243,0.8893540088039856,0.6134087320390791,3.1241152792606806,0.7293670733873837,3.7367545343012845,0.9925857795655157,2.2129678951985228,1.0036994763755045,3.0395058733518185,2.6869676584688023,0.7946578287542392,2.1394417655447664,1.604480614834867,2.5710397180938402,0.8554821114050984,1.4633575544100328,1.3353768194242697,0.5807085549014428,2.755840965168895,0.931360583189159,1.3764310521726477,2.6932273592885494,1.8482232697896075,1.3124784427623544,1.7961732867650813,1.0709620579470989,0.782684583983991,1.8581146706545784,2.0263233635242064,1.9627250646776775,0.7119882710555623,1.3374490778391235,1.2236255721821325,1.1856114619753637,0.7236662654884084,2.0151816139260745,0.5999991714653965,2.1949597100349183,3.4889844977150473,0.8572226569647118,1.3830973216339273,2.0546851728499704,1.068191771703829,2.017569528443589,1.4335890538737286,1.1012256131993288,1.755819135951186,1.4574262482868436,0.9579087654857185,0.7698186222128884,0.5093272789243697,1.1735019092240861,1.3774994257955226,1.1856482474079602,1.8729285330451935,0.7952349732298766,0.9555109526350098,1.5411554981586195,0.7740408756262082,0.6788177605218146,1.7415649241437607,1.5211337953138289,0.6037937576825962,1.7834998657152517,1.762251034379748,0.8549104222534646,1.272744104183007,1.4936908184220583,2.658892716375681,2.5196217137617114,1.19452384559406
ilb,1.0505596720499637,0.7660463346447255,0.8524592930513927,0.9817811278459248,2.266464561813906,0.7536020754695029,2.3036551632737674,3.976253564763816,0.9739826083034268,1.3588376260269626,3.049638807032901,0.9325130745137993,0.9128318636312491,1.3967866510517157,0.9853907440381201,1.7573217477833372,1.048817899752419,1.2931288021233978,1.2080207684442057,1.169272036470138,1.2275767213046158,1.1560368712888427,0.8407659865523044,0.9271548330813848,0.8075245360056256,1.3726021952008896,0.9472664947983187,1.4265573030225138,1.5727061859792273,0.8282496071754802,0.9423875592658145,1.5205290180631426,0.6808548881665875,1.2088725245197915,1.0270262287090444,1.6925358083348754,0.6016568544913616,1.4784664113820194,0.6601684017384227,0.6936724351985362,1.4609487106946157,0.7807319825125726,0.7419512559765701,0.8338934501892614,0.724289940128065,0.6065433605633203,1.4492352801707686,0.79743021945985,0.6950818742430646,1.421344994906214,1.2789699803257029,0.6497415322253057,0.6290154804124379,1.1204680147206005,0.9207214437455798,0.6347101043769394,1.0858228487400587,1.0080233381146386,0.8056990545231455,1.2805930522959903,2.37030287903943,0.654838557804594,0.725859291958471,1.0542832666499213,0.6066826320121872,0.7864028118073296,1.4889733051589773,0.923806831820103,1.1117188398341837,1.0229116082601521,0.9929152388464638,1.0090043642708342,1.5563866010668452
jmc,1.9441353394966268,1.2459016904127809,0.9971561715696247,1.1253738410339276,1.763556940461163,0.5078573404028565,1.7652914329242322,0.5447720021198565,6.982394881138143,1.0794685969288627,1.5455658956548985,1.999486109297489,0.791965905661749,3.0892088434627447,0.9497345850628215,1.3922221579207925,1.1695623514240714,1.1617488065237564,1.1687522977314289,0.5109078401743494,3.845422489121621,0.9801420279391776,2.116593796231212,4.794895991053516,1.8292592812896995,1.0354909456033963,2.3772811644933243,1.0926888018606398,0.8044310547557588,1.6447130052359216,1.6489532299139913,1.7963187526668603,1.8284253062859974,1.5289836615255874,1.1297839119671802,2.0407633222280075,0.9885855027338784,2.4492890997936914,0.921975363634143,2.9852563063490276,3.943566805901482,0.7189265644969418,3.1233783180431525,2.3872519620839747,1.1315710625243671,2.2298581641742548,1.2435964234897174,1.2141395409117082,3.599325181126326,1.5704356577101595,1.2040774378264534,0.6393624348082904,0.46242815892444883,1.4944453742192683,2.6326510516367074,1.8490187053307663,2.125767506420855,0.7417548981813818,1.2797566743636384,1.4091656231437013,1.894007089939166,0.5631950215458857,1.940039869270002,1.969821591528242,0.9315569102374099,1.156670713099497,3.9758615373755104,0.9627723016971573,1.1152121451502188,1.8165572776875254,2.519818476827708,1.6429099236345448,1.3424744106877091
kck,0.9661711565953962,0.9280620490057031,0.8977433314035093,0.9351470688782934,1.2728619635380942,0.7160619705928977,0.6885574442163519,0.9828215105181051,1.469644782853125,5.128130348215296,1.301856265530967,1.149146936742673,0.6196176902117829,1.0892484595178362,0.7532645723943129,0.8192553930493364,0.9903942770020827,0.6391037938400077,0.9924019150212401,1.0449643216439561,1.284936539374396,1.323934513175227,0.9649758369722866,1.086971127677156,0.8488675207259053,1.0081301085871157,1.1555225358277428,2.5067744422712823,3.511209515430892,0.8605022105497864,1.0305440523694254,1.1872477125615433,0.47677116013501214,1.0576646374012866,0.9035640666100294,2.7717204558278783,0.6754788815392406,2.0679506249796082,1.3753913248704632,0.7889627206345899,1.5246676942561321,1.046415547393412,0.753877655466816,1.1732754949445425,0.7822984686233626,0.8257075768366322,1.5156740016350576,0.7143774970929375,0.8887364964863852,1.6273515482157712,2.17664560513521,1.1374289259939518,0.7790324661535315,1.171331136931416,1.0844822890204389,0.6085002590146694,0.8521096801853498,0.9729872458696238,0.6222291694017412,1.4733908124051391,2.0326951560374127,1.3553144217193536,0.5919600272360874,1.0294250163622385,0.6228815319240404,0.6911132070077985,1.5750470066865105,0.8948830759232898,1.280159492498216,1.0294792180103636,0.9798857470444474,1.4832349877802773,2.0709700929627943
