,bem,cwe,dig,dug,gog,gwr,heh,ilb,jmc,kck,kdc,kde,kik,kin,kki,ksb,kuj,lai,lam,leh,lgm,loz,lsm,lug,mgh,mgr,myx,ndc,nde,ndj,ngp,nim,nnb,nnq,nse,nso,nuj,nya,nyf,nyn,nyo,nyy,old,pkb,poy,rim,rub,ruf,run,seh,sna,sot,ssw,suk,swh,sxb,tap,thk,tke,tlj,toi,tsn,tso,tum,ven,vid,vun,wmw,xho,xog,yao,ziw,zul
kdc,0.7375931158323112,3.2953033385268498,0.6471719533932383,0.6533714577905414,1.979601918806198,0.336123781194833,1.1631909876376234,0.37546722067567373,0.6491338769667365,0.5255554288894846,5.783893285486064,0.757970955029867,0.19616587066189872,0.6574833015029089,1.6204199665735874,1.416512667466158,0.12681214328824453,0.6077185251890622,0.3314744451150382,0.5150077632371941,0.6895666305633057,0.2876243364962008,0.5173934677314023,0.8981495927602463,0.8706902250249797,0.611979570266227,0.3231108510048788,0.1752054611037135,0.16437024542719136,0.5306493283364642,1.4323787981825244,0.7364731007380048,0.4167500598873213,0.6310351688912128,0.33437378897298053,0.5525233192614838,0.37689094484295715,0.6724081344617545,0.480201820864254,0.22175297919810255,0.8739421808092391,0.35125833379288807,0.5844570117818488,0.9903524006713731,0.9595628391296565,0.5060290698187666,0.3851695699242068,1.2595383201869055,0.5583555230916986,0.41530542660814085,0.30597579984673473,0.07336729095354322,0.26322809235636413,0.9548598284463488,1.2046720402172735,0.3299664054395457,0.9669866454849299,0.3021621485293373,0.3500514815111906,0.5276436738927597,0.3986217367345297,0.3637793806293823,0.35304562336972545,0.5729305279934032,0.0,1.3044783801294653,0.6476103791523151,0.6446372984894992,0.2719221247935497,0.29598706264404306,0.7705538522865059,1.2075479266351437,0.21629891378803556
kde,1.017447780121012,0.9717602500497442,0.37923626255026477,0.2328392363455123,0.7428709101074951,0.21139315987956842,0.724221289914297,0.21334710696722503,0.7972853307337431,0.3513066183338829,0.48091883159366944,6.265517550726784,0.710291171545709,0.49515672512657005,0.7309051858642519,0.5552100883677102,0.2983398777324169,0.5509766760865258,0.014030208729963078,0.2799158347677384,0.5322285570919352,0.1292496424882934,0.2132959400605028,0.6014605737613348,0.699287011920287,1.0318310308085579,0.0,0.5058139822990118,0.00227182191755837,0.5243354209086206,0.525043691548797,0.3119810910951841,0.16887433298331445,0.6726297108014148,0.6394214935773839,0.2827659175710835,0.5146998297998566,0.578243610039749,0.4103482461011616,0.51140149943393,0.5272550253373094,0.4459400349884515,0.44340785148698636,0.6135859849345664,0.7755275177327103,0.7312152954622881,0.6006860611006406,0.871016846882501,0.16008228455422469,0.42194161517717177,0.0,0.23982008244492903,0.3726103751950536,0.5602486047649062,0.6569982867405226,0.34894073882827925,0.41083820570693774,0.3922521573676878,0.10239983172835387,0.318844786676145,0.6019814760468218,0.0,0.1851844392919535,0.6700456142786582,0.1529315924631014,0.41082736919333307,0.4176382043538176,0.6676564461307386,0.5184517346174182,0.17866171708821987,1.0243225761319046,0.5483258517416019,0.3266902198611019
kik,0.04467481591870737,0.0,1.0344953759245783,0.0,0.07100155694398502,0.22026787436292672,0.1157235318984089,0.0,0.23285459177089685,0.17295159082385325,0.0,0.08772146154267269,3.9073685572250696,0.0,0.2624883062959604,0.1183364574568504,0.010741140727322573,0.02459811627791364,0.011233750002725529,0.0,0.1584185543331742,0.2663677932302928,0.3132624189356825,0.09783736360088113,0.4299702661292226,0.5917861262026296,0.09720117713396803,0.0,0.05960314875914463,0.051451757620393224,0.059559592418461094,0.6159684877923084,0.11587783979293143,0.017687758055815905,0.3654792799386506,0.00798453360152962,0.08520895926724759,0.1298209149603391,0.1676410961143553,0.22098898364485464,0.06316783651384661,0.15831279023507605,0.05370599000764287,0.3692201589568569,0.0,0.3825181377320934,0.16378053660336,0.30426920747749264,0.09925907428155867,0.0,0.030538434717716,0.0,0.22279219601767686,0.12462836005009947,0.2010201515234291,0.06785371804405038,0.011096863198064355,0.7926102711229444,0.0,0.0,0.17473377775670507,0.01663101668917477,0.006352121405928557,0.18999018911085486,0.21977082983172913,0.0,0.3514419625843299,0.4624936747603652,0.0,0.24051525867226786,0.08202493409764244,0.0,0.12299320508810752
kin,0.9858075342673054,0.6089742368168025,0.39049803103594094,0.43704585779539507,0.6043619839250951,0.5387570589176658,0.6329332197813446,0.6306381170684769,0.9183352080716087,0.465871478068868,0.4121873311074147,0.4233610444420499,0.36866217175643,5.468303039805011,0.384015870745813,0.4840485629763176,0.48552968340108826,0.7254297289189147,0.2833122013451561,0.3046898800348341,0.884746903932589,0.5904552894998272,0.8992142018483023,1.7903308945556802,0.6884041403084176,0.49087936926550846,0.9441028722488376,0.5960451698129408,0.5660815728082067,0.49831548724202435,0.5604041942833433,0.5088145316494934,0.8676341738957909,0.6584640208783696,0.41874742274724674,0.7778765366745297,0.29760475469487435,0.5788293759145553,0.18152440939735826,1.5050273885871324,1.5970642205843166,0.378338130789853,0.5849870283579985,0.6143329635510675,0.49570117790243984,0.4698539426376307,0.7778295453197082,0.624536770853668,3.4381035514964573,0.28180779965473235,0.2669533752718838,0.2708890441725025,0.40239959080025045,0.8504163951436396,0.9339574865545472,0.4505942366048785,0.6719531349414165,0.11871681796229794,0.012810989088496427,0.6121879266173149,0.6135433647501944,0.36395499943470355,0.16044185772431696,0.585760257952586,0.4418486502423056,0.3809705857030732,0.7167060156405576,0.22938617329375255,0.7613984672113308,1.1085458005512585,0.7017605598964227,0.712390819806048,0.6749048946370984
kki,0.8714254333770377,1.5497263359345332,0.7531950299180679,0.7112400485681558,2.071618467906527,0.1386207558098942,1.1050404813520238,0.4612467178653592,0.9291279093933209,0.29860699674830826,1.5879778870357342,0.8748223274200395,0.516507982533458,1.0727586976121284,4.420030749128076,1.6025942115577205,0.22701992388588543,0.2052347741107221,0.24994447876743742,0.47367565372610443,0.24609665332486763,0.26541206594929356,0.5351681490733622,0.7420754957661071,0.6386333631290437,0.8152992082092947,0.48441290519990154,0.6251325560190804,0.0,0.516791574941573,1.3666439783171338,0.9040350876895751,0.17017063145946665,0.653430533259888,0.6051231396540473,0.2948607357447077,0.20738580932512463,0.8923709054703348,0.5201238060329416,0.3532896160415735,0.7596309213973189,0.5152261842036463,0.8419728700506166,0.9100896889222909,0.6298382752634684,0.5412068149367748,0.3024589844416514,1.0774255796873788,0.44953364021778874,0.1995994582567686,0.2759902025134551,0.6258125935919114,0.2533387840211141,1.0168446540707148,1.2252281835145862,0.380914121719627,0.527856650493586,0.2707526834079914,0.04743416514444476,0.20074914503809715,0.33085424799796925,0.34039084502054884,0.29637344972896784,0.5532208249622048,0.3618126319201327,1.1253783749373234,0.7685021238739065,0.4275978124554616,0.41717361661098096,0.6497314761960347,0.7901178106230784,0.9048840312806821,0.4947101117446646
ksb,0.7263601709042149,1.1208075564742224,0.6181310270972791,0.4876222031909503,2.1033777414986385,0.2051855491134127,1.229406999159874,0.3862253055567457,0.7306498472202811,0.3196554002634926,1.0326464562373907,0.6321833935637482,0.21657907124668796,0.9460624396200767,1.0731671369103548,4.1893201673116,0.6115113135727857,0.5944415564925354,0.25502528367876565,0.2151044117577161,0.47455963634531884,0.1509275422854497,0.46574804626547106,0.7679440936214217,0.4042074397882516,0.4375878561152895,0.5236397198874716,0.5862696790317319,0.5231885374875134,0.22738088616351604,1.3705824975135474,1.0403667237088605,0.4973078198396266,0.4848421305849566,0.49188475304351975,0.3090160096804837,0.3859110761049154,0.736342498202152,0.5268091528364476,0.8102554885377291,0.7776354402793011,0.4025661454466203,0.5221254333752743,1.039868277626388,0.756003882934225,0.7269220365292259,0.3588619499957826,0.32956024611989676,0.4096501615127366,0.3444458086339086,0.41347410130468454,0.29998332850152565,0.4866822119123295,0.639882991323045,0.8777245001150522,0.37881886294032086,0.6432334077633666,0.0,0.5305308551960959,0.07076924799755702,0.6673841806887371,0.5308727724621889,0.21502815936015196,0.7724476216845435,0.4727347838068532,0.7577977073697859,0.99974284530402,0.5883339777734982,0.5644104875988134,0.4027917297850365,0.6181527659814581,1.2594008182385608,0.20391253196545378
kuj,0.2561793445231153,0.007385500583046323,0.0,0.0,0.2710896312866531,0.19265617203743446,0.017372720974320188,0.332729345553199,0.20346696251037066,0.26345277436319847,0.21519198446010712,0.0866399934904738,0.2840422549998518,0.3005013483847936,0.18821641772432507,0.0,5.27020880385461,0.16551278434322292,0.0,0.024834683695711846,0.23221266467671953,0.1965271122092691,0.4409371427654243,0.37980234672057733,0.396222382507478,0.35746071203329066,0.24781837559362785,0.0,0.022453550352411256,0.07825710852269552,0.10597546732321295,0.0,0.27262542685776836,0.3302938939333959,0.25985807121178084,0.19020027221421643,0.023776334181982328,0.11978064741185257,0.21901361113229,0.16542450382610063,0.20421965415595267,0.28584763081192754,0.10913834805883305,0.1983645991880536,0.16857812204181144,0.10381913284245137,0.47670276594511485,0.0,0.10614099128913246,0.3824661354469878,0.11531897636408495,0.18887776983504345,0.4509737458287635,0.2732164133690329,0.20770226551621462,0.0,0.17639624966688316,0.3468969799320387,0.0,0.21020778194624157,0.2048299010793233,0.06924161324857536,0.10282755357065199,0.2918339678936448,0.2723635219963221,0.0,0.2484629611927005,0.16788898311777878,0.06834364669241744,0.19605036043510538,0.0,0.31455393252293185,0.1689962993684908
lai,1.1344588039966101,0.40916041731749964,0.417424210176641,0.21074908677206494,0.5230961638563212,0.13316139960657658,0.5995816698191678,0.7164759397559379,0.2548903271084111,0.3896469663050084,0.5045311367743608,0.5255322041711619,0.18358490614527945,1.020838642045268,0.17868233524738208,0.48743963671982016,0.6938888683020608,3.631503811749573,0.08861754100665564,0.6418796133711595,0.9907733840734689,0.2712308878593639,0.4383964832818723,0.9040296979913158,0.4673727840866011,0.9645521567978381,0.5052541442177692,0.32470566756109775,0.6517345848863272,0.5113259992871697,0.4044821408561816,0.5045019508954542,0.27699208996679836,0.5223256160666345,0.06264340508968225,0.18634235403796495,0.13134230346967346,0.7098067882345482,0.30681115564978256,0.3759358318551893,0.68974436254552,0.589158707793203,0.4351106575226762,0.3601373093943554,0.6686695647268142,0.4203699698498795,0.03774378998787853,0.23680850219630045,0.7446893607682483,0.14688726889348835,0.3533727077570461,0.0,0.4367427389751537,1.0299415002016872,0.5245381835203471,0.1143505750813194,0.7450793741070463,0.342207065140709,0.17789815786872865,0.5177815946768227,0.7916491431908508,0.27335462583529946,0.4583395761670772,0.5964519116167892,0.2909537842012906,0.3760507213568296,0.21415632329019907,0.17052307711669634,0.3467455828860526,0.4467288651436476,0.7534686643962143,0.5169701405906846,0.7526136303406243
lam,0.0,0.06405887095595553,0.0,0.0,0.11233146101301017,0.1029264200855291,0.06017843457047878,0.10620578491480082,0.3887316642586516,0.13590927381126505,0.010629082673222712,0.0,0.050339641998219165,0.11781288182256233,0.0,0.23615640906952962,0.0,0.1604577827904854,2.7305430423693977,0.11825547474443177,0.0,0.17312707691864304,0.0,0.2751638643361307,0.16871241730597575,0.4455240572149304,0.0,0.0,0.0,0.0,0.2206111740241461,0.0905871888478682,0.10130818698388389,0.029655463117187253,0.0,0.0,0.0,0.013322759164505982,0.03143579136297525,0.11295229235989268,0.07015452954528278,0.28904629434810225,0.11445089312526946,0.29265115348989745,0.40165607605182885,0.058095979524560803,0.0,0.2152552191752548,0.0,0.10878611077275124,0.017603883702033585,0.012079479774127044,0.17732824920633483,0.07804354357862664,0.049697860256124216,0.3757161784129135,0.0,0.11432380077892823,0.024977722919183876,0.008803044492839973,0.022587339530357298,0.13552398653385822,0.0,0.19940196443355873,0.0246309052721827,0.0,0.15896102307445936,0.24272805669618513,0.0,0.06591992718274398,0.0,0.002667031931114394,0.0
leh,1.0817832859591938,0.3103189690047392,0.3324039770515519,0.0,0.3876058741098731,0.22384323725745592,0.3518587124607411,1.5020046426636675,0.5212048256123651,0.948561358531558,0.12501974280315942,0.5986612618340672,0.040309379475525375,0.7823951584342144,0.17113379824964703,0.32483661303329825,0.3246321536736083,0.49758543116732845,0.0,3.437805864121893,0.44387324041943543,0.4405772231774385,0.5151401090620702,0.5381856550490003,0.0,0.8199676617644496,0.4749520680033008,0.5101851700586497,0.6400468207579664,0.3566416759706108,0.36690940220400314,0.37801382571109166,0.18529026349698619,0.33622150954095176,0.4314177043680587,0.5105271394580395,0.29500410719412873,0.40482048956277517,0.3004259121150419,0.4645802569679862,0.740629324536588,0.7120121721158181,0.22818603169150364,0.25256078355895895,0.4081373665286385,0.31763058331969063,0.4957206813944648,0.30781339602709323,0.1884373780120132,0.2795560938022277,0.45670871013660985,0.12284243904981018,0.21281060230996118,0.7104719357719773,0.43516505803487604,0.42138596709429343,0.5262048319531676,0.0,0.2537768469021202,0.4570100333703735,1.7166813357378672,0.5065592819936988,0.0,0.3472525251345804,0.08195987847702924,0.5086664053053518,0.4463663514849454,0.0,0.6073038384533511,0.25631750275971577,1.062783102405394,0.2096373471403723,0.6879764792217067
